roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;32;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;-91;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T -=100 '};;{0, 23};{0, 4}
2;2;Player 0;32;0;0;32;[0, 1, 2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B=NULL; ', ' WC Name: C=NULL; '}";;{0, 26, 23};{0, 1, 2, 4}
2;3;Player 1;0;0;-20;-91;;27;2;True;['CPU1Captured'];0;EC:Task: T += (2*)(A+B+C);{' WC Name: Capture CPU ', ' WC Name: C=-20 '};;{0, 26, 27, 23};{0, 1, 2, 4, 5, 9}
3;4;Player 0;25;0;0;32;[1, 2];6;0;True;;0;EC:Input:A =25;;;{0, 6, 23, 26, 27};{0, 1, 2, 4, 5, 9}
3;5;Player 1;0;0;-20;-91;;0;0;False;['CPU1Captured'];1;;;;{0, 6, 23, 26, 27};{0, 1, 2, 4, 5, 9}
4;6;Player 0;75;0;0;32;[1, 2];8;0;True;;0;EC:Input:A =75;;;{0, 6, 8, 23, 26, 27};{0, 1, 2, 4, 5, 9}
4;7;Player 1;0;0;-20;-91;;0;0;False;['CPU1Captured'];2;;;;{0, 6, 8, 23, 26, 27};{0, 1, 2, 4, 5, 9}
5;8;Player 0;75;30;0;32;[2];12;0;True;;0;EC:Input:B =30;;;{0, 6, 8, 12, 23, 26, 27};{0, 1, 2, 4, 5, 9}
5;9;Player 1;0;0;-20;-91;;29;0;True;;0;EC:Resource: Restart;;;{0, 6, 8, 12, 23, 26, 27, 29};{0, 1, 2, 4, 5, 9}
6;10;Player 0;75;30;0;32;[2];30;0;True;;0;EC:Resource: Freelancer;;;{0, 6, 8, 12, 23, 26, 27, 29, 30};{0, 1, 2, 4, 5, 9}
6;11;Player 1;0;0;0;-91;;1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B,C=0; '}";;{0, 1, 6, 8, 12, 23, 26, 27, 29, 30};{0, 1, 2, 3, 4, 5, 9}
7;12;Player 0;75;30;75;0;;19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 1, 6, 8, 12, 19, 23, 26, 27, 29, 30};{0, 1, 2, 3, 4, 5, 6, 9}
7;13;Player 1;0;-10;0;-91;[2];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: A=0,B=-1,C=N ', ' WC Name: B=-10 '};;{0, 1, 6, 8, 12, 19, 23, 26, 27, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;14;Player 0;75;30;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 1, 6, 8, 12, 16, 19, 23, 26, 27, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;0;70;0;-91;[2, 0];14;1;True;;0;EC:Input:B =70;"{' WC Name: A=NULL; '}";;{0, 1, 6, 8, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0}
9;16;Player 0;75;30;56;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{0, 1, 2, 6, 8, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0, 6}
9;17;Player 1;50;70;0;-91;[2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 6, 7, 8, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0, 6}
10;18;Player 0;10;30;56;0;;5;0;True;;0;EC:Input:A =10;;;{0, 1, 2, 5, 6, 7, 8, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0, 6}
10;19;Player 1;50;70;26;-91;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 2, 3, 5, 6, 7, 8, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0, 6}
11;20;Player 0;10;10;56;0;;10;0;True;;0;EC:Input:B =10;;;{0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30};{0, 6}
11;21;Player 1;50;70;26;-91;;34;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 14, 16, 19, 23, 26, 27, 28, 29, 30, 34};{0, 6}
