roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;99;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;50;0;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 7};{0}
2;2;Player 0;99;0;75;-100;[0];19;1;True;;0;EC:Input:C =75;{' WC Name: T -=100 '};;{0, 19, 7};{0, 4}
2;3;Player 1;50;0;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 19, 15, 7};{0, 4}
3;4;Player 0;5;0;75;-100;;4;0;True;;0;EC:Input:A =5;;;{0, 4, 7, 15, 19};{0, 4}
3;5;Player 1;50;0;5;0;[1];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: T =xx00 ', ' WC Name: B=NULL; '}";;{0, 4, 7, 15, 19, 27};{0, 1, 4, 6}
4;6;Player 0;5;0;-20;-20;;22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: C=-20 '};;{0, 4, 7, 15, 19, 22, 27};{0, 1, 4, 6, 9}
4;7;Player 1;50;0;5;0;[1];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 4, 7, 15, 19, 22, 27};{0, 1, 4, 6, 9}
5;8;Player 0;5;0;-20;-20;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 33, 4, 7, 15, 19, 22, 27, 30};{0, 1, 4, 6, 9}
5;9;Player 1;50;20;5;0;;11;0;True;;0;EC:Input:B =20;;;{0, 33, 4, 7, 11, 15, 19, 22, 27, 30};{0, 1, 4, 6, 9}
6;10;Player 0;0;-1;-20;-27;[2];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: A=0,B=-1,C=N ', ' WC Name: B=-10 '};;{0, 33, 4, 7, 11, 15, 19, 22, 24, 27, 30};{0, 1, 4, 6, 7, 8, 9}
