roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;55;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;-100;;20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 20};{0, 4}
2;2;Player 0;55;0;0;0;[0, 3];25;2;True;['CPU1Captured'];0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: Capture CPU '}";;{0, 25, 20};{0, 3, 4, 5}
2;3;Player 1;3;0;0;-100;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 25, 20, 9};{0, 3, 4, 5}
3;4;Player 0;55;0;0;0;[0, 3];0;0;False;['CPU1Captured'];1;;;;{0, 25, 20, 9};{0, 3, 4, 5}
3;5;Player 1;3;10;0;-100;;10;0;True;;0;EC:Input:B =10;;;{0, 9, 10, 20, 25};{0, 3, 4, 5}
4;6;Player 0;55;0;0;0;[0, 3];0;0;False;['CPU1Captured'];2;;;;{0, 9, 10, 20, 25};{0, 3, 4, 5}
4;7;Player 1;3;20;0;-100;;11;0;True;;0;EC:Input:B =20;;;{0, 9, 10, 11, 20, 25};{0, 3, 4, 5}
5;8;Player 0;75;0;0;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 8, 9, 10, 11, 20, 25};{0, 3, 4, 5}
5;9;Player 1;3;20;0;-100;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T =xx00 '};;{0, 8, 9, 10, 11, 20, 23, 25};{0, 3, 4, 5, 6}
6;10;Player 0;75;0;0;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 32, 8, 9, 10, 11, 20, 23, 25};{0, 3, 4, 5, 6}
6;11;Player 1;3;30;0;-100;;12;0;True;;0;EC:Input:B =30;;;{0, 32, 8, 9, 10, 11, 12, 20, 23, 25};{0, 3, 4, 5, 6}
