roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;12;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;-100;;21;1;True;;0;EC:Task: T = A*B;{' WC Name: T -=100 '};;{0, 21};{0, 4}
2;2;Player 0;10;0;0;0;[0];5;0;True;;0;EC:Input:A =10;;;{0, 5, 21};{0, 4}
2;3;Player 1;0;0;-20;-100;[2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: C=NULL; ', ' WC Name: C=-20 '}";;{0, 25, 5, 21};{0, 9, 2, 4}
3;4;Player 0;10;30;0;0;[0];12;0;True;;0;EC:Input:B =30;;;{0, 5, 12, 21, 25};{0, 9, 2, 4}
3;5;Player 1;5;0;-20;-100;[2];4;0;True;;0;EC:Input:A =5;;;{0, 4, 5, 12, 21, 25};{0, 9, 2, 4}
4;6;Player 0;50;30;0;0;[0];7;0;True;;0;EC:Input:A =50;;;{0, 4, 5, 7, 12, 21, 25};{0, 9, 2, 4}
4;7;Player 1;5;0;75;-100;[2];19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 4, 5, 7, 12, 19, 21, 25};{0, 2, 4, 5, 9}
5;8;Player 0;17;30;0;0;[1];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B=NULL; '}";;{0, 1, 4, 5, 7, 12, 19, 21, 25};{0, 1, 2, 4, 5, 9}
5;9;Player 1;5;0;75;-100;[2];0;0;False;['CPU1Captured'];1;;;;{0, 1, 4, 5, 7, 12, 19, 21, 25};{0, 1, 2, 4, 5, 9}
6;10;Player 0;17;6;0;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 4, 5, 7, 9, 12, 19, 21, 25};{0, 1, 2, 4, 5, 9}
6;11;Player 1;5;0;75;-100;[2];0;0;False;['CPU1Captured'];2;;;;{0, 1, 4, 5, 7, 9, 12, 19, 21, 25};{0, 1, 2, 4, 5, 9}
7;12;Player 0;17;10;0;0;;10;0;True;;0;EC:Input:B =10;;;{0, 1, 4, 5, 7, 9, 10, 12, 19, 21, 25};{0, 1, 2, 4, 5, 9}
7;13;Player 1;0;-1;75;-100;[2, 3];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: B=-10 ', ' WC Name: A=0,B=-1,C=N '};;{0, 1, 4, 5, 7, 9, 10, 12, 19, 21, 24, 25};{0, 1, 2, 4, 5, 7, 8, 9}
8;14;Player 0;17;10;0;0;;29;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 4, 5, 7, 9, 10, 12, 19, 21, 24, 25, 29};{0, 1, 2, 4, 5, 7, 8, 9}
8;15;Player 1;0;0;0;-100;[2, 3];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: B,C=0; '}";;{0, 1, 4, 5, 7, 9, 10, 12, 19, 21, 23, 24, 25, 29};{0, 1, 2, 3, 4, 5, 7, 8, 9}
9;16;Player 0;17;10;17;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 4, 5, 7, 9, 10, 12, 19, 21, 23, 24, 25, 29};{0, 1, 2, 3, 4, 5, 7, 8, 9}
9;17;Player 1;0;20;0;-100;[2, 3];11;0;True;;0;EC:Input:B =20;;;{0, 1, 3, 4, 5, 7, 9, 10, 11, 12, 19, 21, 23, 24, 25, 29};{0, 1, 2, 3, 4, 5, 7, 8, 9}
10;18;Player 0;17;10;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 3, 4, 5, 7, 9, 10, 11, 12, 15, 19, 21, 23, 24, 25, 29};{0, 1, 2, 3, 4, 5, 7, 8, 9}
10;19;Player 1;0;20;83;-100;[3];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 15, 19, 21, 23, 24, 25, 29};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;17;10;5;0;;28;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 15, 19, 21, 23, 24, 25, 28, 29};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;21;Player 1;0;20;45;-100;[3];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 15, 18, 19, 21, 23, 24, 25, 28, 29};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
12;22;Player 0;17;10;5;44;[0];26;2;True;['CPU1Captured'];0;EC:Task: T += B+(2*A);"{' WC Name: Capture CPU ', ' WC Name: A=NULL; '}";;{0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 15, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
12;23;Player 1;75;20;45;-100;[3];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
13;24;Player 0;17;10;5;44;[0];0;0;False;['CPU1Captured'];1;;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
13;25;Player 1;75;20;15;-100;[3];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 16, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
14;26;Player 0;17;10;5;44;[0];0;0;False;['CPU1Captured'];2;;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 16, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
14;27;Player 1;25;20;15;-100;[3];6;0;True;;0;EC:Input:A =25;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
15;28;Player 0;17;10;25;44;[0];17;0;True;;0;EC:Input:C =25;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29};{0, 5}
15;29;Player 1;25;20;15;-100;[3];30;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29, 30};{0, 5}
16;30;Player 0;17;70;25;44;[0, 2];14;1;True;;0;EC:Input:B =70;"{' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29, 30};{0, 2, 5}
16;31;Player 1;25;20;-20;-100;[3];20;1;True;;0;EC:Task: T += A+B;{' WC Name: C=-20 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29, 30};{0, 9, 2, 5}
17;32;Player 0;0;-1;25;-56;[0, 2, 3];27;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: T -=100 ', ' WC Name: A=0,B=-1,C=N '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30};{0, 2, 4, 5, 7, 9}
17;33;Player 1;25;20;-20;-100;[3, 1];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 1, 2, 4, 5, 7, 9}
18;34;Player 0;0;50;25;-56;[0, 2, 3];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 1, 2, 4, 5, 7, 9}
18;35;Player 1;25;20;-20;0;[1];0;1;True;;0;EC:Input:2 digit number;{' WC Name: T =xx00 '};;{0, 28, 29, 30};{0, 1, 2, 4, 5, 6, 7, 9}
19;36;Player 0;0;10;25;-56;[0, 2, 3];10;0;True;;0;EC:Input:B =10;;;{0, 10, 28, 29, 30};{0, 1, 2, 4, 5, 6, 7, 9}
19;37;Player 1;25;-10;-20;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: B=-10 '};;{0, 2, 10, 28, 29, 30};{0, 1, 2, 4, 5, 6, 7, 8, 9}
20;38;Player 0;0;50;25;-56;[0, 2, 3];13;0;True;;0;EC:Input:B =50;;;{0, 2, 10, 13, 28, 29, 30};{0, 1, 2, 4, 5, 6, 7, 8, 9}
