roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;58;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-10;0;0;;20;1;True;;0;aEC:Task: T += A+B;{' WC Name: B=-10 '};;{0, 20};{0, 8}
2;2;Player 0;58;0;0;0;[0, 3];28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;"{' WC Name: B,C=0; ', ' WC Name: Capture CPU '}";;{0, 20, 28};{0, 8, 3, 5}
2;3;Player 1;0;-10;-20;9;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 20, 28, 23};{0, 3, 5, 8, 9}
3;4;Player 0;58;0;0;0;[0, 3];0;0;False;['CPU1Captured'];1;;;;{0, 20, 28, 23};{0, 3, 5, 8, 9}
3;5;Player 1;0;-10;-20;-121;;22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: T -=100 '};;{0, 20, 22, 23, 28};{0, 3, 4, 5, 8, 9}
4;6;Player 0;58;0;0;0;[0, 3];0;0;False;['CPU1Captured'];2;;;;{0, 20, 22, 23, 28};{0, 3, 4, 5, 8, 9}
4;7;Player 1;0;-10;5;-121;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 9, 20, 22, 23, 28};{0, 3, 4, 5, 8, 9}
5;8;Player 0;58;0;0;0;[0, 3];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 9, 20, 22, 23, 28};{0, 3, 4, 5, 8, 9}
5;9;Player 1;0;10;5;-121;;10;0;True;;0;EC:Input:B =10;;;{0, 34, 9, 10, 20, 22, 23, 28};{0, 3, 4, 5, 8, 9}
6;10;Player 0;62;0;0;0;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: C=NULL; '}";;{0, 34, 2, 9, 10, 20, 22, 23, 28};{0, 2, 3, 4, 5, 8, 9}
6;11;Player 1;0;-1;5;-200;[2];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 34, 2, 9, 10, 20, 22, 23, 25, 28};{0, 2, 3, 4, 5, 6, 7, 8, 9}
7;12;Player 0;25;0;0;0;[3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 34, 2, 6, 9, 10, 20, 22, 23, 25, 28};{0, 2, 3, 4, 5, 6, 7, 8, 9}
7;13;Player 1;0;-1;5;-200;[2, 3, 1];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B=NULL; '}";;{0, 34, 2, 6, 9, 10, 20, 22, 23, 25, 26, 28};{1}
8;14;Player 0;25;0;0;0;[3, 2];31;0;True;;0;EC:Resource: Bazar;;;{0, 34, 2, 6, 9, 10, 20, 22, 23, 25, 26, 28, 31};{1}
8;15;Player 1;10;-1;5;-200;[2, 3, 1];5;0;True;;0;EC:Input:A =10;;;{0, 34, 2, 5, 6, 9, 10, 20, 22, 23, 25, 26, 28, 31};{1}
9;16;Player 0;25;0;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 34, 2, 5, 6, 9, 10, 18, 20, 22, 23, 25, 26, 28, 31};{1}
9;17;Player 1;10;-1;5;-200;[2, 3, 1];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 34, 2, 5, 6, 9, 10, 18, 20, 22, 23, 25, 26, 28, 31};{1}
10;18;Player 0;25;14;45;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 33, 34, 2, 3, 5, 6, 9, 10, 18, 20, 22, 23, 25, 26, 28, 31};{1}
10;19;Player 1;5;-1;5;-200;[2, 3, 1];4;0;True;;0;EC:Input:A =5;;;{0, 33, 34, 2, 3, 5, 6, 4, 9, 10, 18, 20, 22, 23, 25, 26, 28, 31};{1}
11;20;Player 0;25;14;25;0;[3];17;0;True;;0;EC:Input:C =25;;;{0, 2, 3, 4, 5, 6, 9, 10, 17, 18, 20, 22, 23, 25, 26, 28, 31, 33, 34};{1}
11;21;Player 1;5;-1;75;-200;[3, 1, 0];19;1;True;;0;EC:Input:C =75;"{' WC Name: A=NULL; '}";;{0, 2, 3, 4, 5, 6, 9, 10, 17, 18, 19, 20, 22, 23, 25, 26, 28, 31, 33, 34};{0, 1}
12;22;Player 0;75;14;25;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 17, 18, 19, 20, 22, 23, 25, 26, 28, 31, 33, 34};{0, 1}
12;23;Player 1;0;-1;75;-200;[3, 2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);{' WC Name: A=0,B=-1,C=N ', ' WC Name: T -=100 '};;{0, 2, 3, 4, 5, 6, 8, 9, 10, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 31, 33, 34};{0, 1, 4, 7}
13;24;Player 0;75;70;25;0;[3];14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 2, 3, 4, 5, 6, 8, 9, 10, 14, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 31, 33, 34};{0, 1, 4, 6, 7}
13;25;Player 1;0;-1;75;-200;[3, 2];29;0;True;;0;EC:Resource: Restart;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 14, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 34};{0, 1, 4, 6, 7}
14;26;Player 0;75;70;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 34};{0, 1, 4, 6, 7}
14;27;Player 1;0;20;75;-200;[3, 2];11;0;True;;0;EC:Input:B =20;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 34};{0, 1, 4, 6, 7}
15;28;Player 0;75;30;5;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 34};{0, 1, 4, 6, 7}
15;29;Player 1;0;20;75;-200;[3, 2];30;0;True;;0;EC:Resource: Freelancer;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34};{0, 1, 4, 6, 7}
16;30;Player 0;75;-10;17;0;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34};{0, 1, 4, 6, 7, 8}
