roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 11};{0}
2;2;Player 0;75;50;0;0;[0];13;0;True;;0;EC:Input:B =50;;;{0, 11, 13};{0}
2;3;Player 1;0;20;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 18, 11, 13};{0}
3;4;Player 0;75;70;0;0;[0, 1];14;1;True;;0;EC:Input:B =70;"{' WC Name: B=NULL; '}";;{0, 11, 13, 14, 18};{0, 1}
3;5;Player 1;16;20;45;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 11, 13, 14, 18};{0, 1}
4;6;Player 0;75;70;0;0;[0, 1];32;0;True;;0;EC:Resource: Restart;;;{0, 32, 3, 11, 13, 14, 18};{0, 1}
4;7;Player 1;3;20;45;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 32, 3, 9, 11, 13, 14, 18};{0, 1}
5;8;Player 0;75;10;0;0;[0];10;0;True;;0;EC:Input:B =10;;;{0, 32, 3, 9, 10, 11, 13, 14, 18};{0, 1}
5;9;Player 1;3;30;45;0;;12;0;True;;0;EC:Input:B =30;;;{0, 32, 3, 9, 10, 11, 12, 13, 14, 18};{0, 1}
6;10;Player 0;0;-1;0;0;[2];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: A=0,B=-1,C=N '};;{0, 32, 2, 3, 9, 10, 11, 12, 13, 14, 18};{0, 1, 7}
6;11;Player 1;3;-10;45;-61;;24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: B=-10 ', ' WC Name: T -=100 '};;{0, 32, 2, 3, 9, 10, 11, 12, 13, 14, 18, 24};{0, 1, 4, 7, 8}
7;12;Player 0;10;-1;0;0;[2];5;0;True;;0;EC:Input:A =10;;;{0, 32, 2, 3, 5, 9, 10, 11, 12, 13, 14, 18, 24};{0, 1, 4, 7, 8}
7;13;Player 1;3;-10;45;-61;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 32, 2, 3, 5, 9, 10, 11, 12, 13, 14, 18, 24, 30};{0, 1, 4, 7, 8}
8;14;Player 0;10;-1;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 32, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 18, 24, 30};{0, 1, 4, 7, 8}
8;15;Player 1;75;-10;45;-61;;8;0;True;;0;EC:Input:A =75;;;{0, 32, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 24, 30};{0, 1, 4, 7, 8}
9;16;Player 0;10;0;0;14;[2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B,C=0; ', ' WC Name: C=NULL; '}";;{0, 32, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 24, 27, 30};{0, 1, 2, 3, 4, 7, 8}
9;17;Player 1;75;-10;45;4;;20;1;True;['CPU1Captured'];0;aEC:Task: T += A+B;{' WC Name: Capture CPU '};;{0, 32, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 24, 27, 30};{0, 1, 2, 3, 4, 5, 7, 8}
10;18;Player 0;10;0;-20;14;[3];22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: C=-20 '};;{0, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 22, 24, 27, 30, 32};{0, 1, 2, 3, 4, 5, 7, 8, 9}
10;19;Player 1;75;-10;45;4;;0;0;False;['CPU1Captured'];1;;;;{0, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 22, 24, 27, 30, 32};{0, 1, 2, 3, 4, 5, 7, 8, 9}
11;20;Player 0;10;0;25;14;[3];17;0;True;;0;EC:Input:C =25;;;{0, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 24, 27, 30, 32};{0, 1, 2, 3, 4, 5, 7, 8, 9}
11;21;Player 1;75;-10;45;4;;0;0;False;['CPU1Captured'];2;;;;{0, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 24, 27, 30, 32};{0, 1, 2, 3, 4, 5, 7, 8, 9}
