roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;50;0;0;;13;0;True;;0;EC:Input:B =50;;;{0, 13};{0}
2;2;Player 0;25;-10;0;0;[0, 3, 1];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B=NULL; ', ' WC Name: B=-10 '}";;{0, 25, 13};{0, 8, 1}
2;3;Player 1;0;50;0;0;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 25, 13, 30};{0, 8, 1}
3;4;Player 0;25;-10;0;0;[0, 3, 1];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 13, 25, 30};{0, 8, 1}
3;5;Player 1;0;50;-20;50;[2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: C=NULL; ', ' WC Name: C=-20 '}";;{0, 33, 13, 25, 27, 30};{0, 1, 2, 8, 9}
4;6;Player 0;25;70;0;0;[0, 3];14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 33, 13, 14, 25, 27, 30};{0, 1, 2, 6, 8, 9}
4;7;Player 1;0;30;-20;50;[2];12;0;True;;0;EC:Input:B =30;;;{0, 33, 12, 13, 14, 25, 27, 30};{0, 1, 2, 6, 8, 9}
5;8;Player 0;50;70;0;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 33, 7, 12, 13, 14, 25, 27, 30};{0, 1, 2, 6, 8, 9}
5;9;Player 1;0;30;10;50;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 33, 3, 7, 12, 13, 14, 25, 27, 30};{0, 1, 2, 6, 8, 9}
6;10;Player 0;50;70;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 33, 3, 7, 12, 13, 14, 18, 25, 27, 30};{0, 1, 2, 6, 8, 9}
6;11;Player 1;0;-1;10;30;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: A=0,B=-1,C=N '};;{0, 33, 3, 7, 12, 13, 14, 18, 21, 25, 27, 30};{0, 1, 2, 6, 7, 8, 9}
7;12;Player 0;50;0;0;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: T -=100 ', ' WC Name: B,C=0; '}";;{0, 33, 3, 7, 12, 13, 14, 18, 21, 24, 25, 27, 30};{0, 1, 2, 3, 4, 6, 7, 8, 9}
7;13;Player 1;0;-1;10;30;[2];31;0;True;;0;EC:Resource: Bazar;;;{0, 33, 3, 7, 12, 13, 14, 18, 21, 24, 25, 27, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
8;14;Player 0;5;0;0;0;[3];4;0;True;;0;EC:Input:A =5;;;{0, 33, 3, 4, 7, 12, 13, 14, 18, 21, 24, 25, 27, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
8;15;Player 1;0;-1;10;30;[2];32;0;True;;0;EC:Resource: Restart;;;{0, 33, 32, 3, 4, 7, 12, 13, 14, 18, 21, 24, 25, 27, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
