roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
0;0;Player 0;30;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
0;1;Player 1;0;-10;0;0;[2];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=NULL; ', ' WC Name: B=-10 '}";;{0, 27};{0, 8, 2}
1;2;Player 0;25;0;0;0;[0];6;0;True;;0;EC:Input:A =25;;;{0, 27, 6};{0, 8, 2}
1;3;Player 1;0;30;0;0;[2];12;0;True;;0;EC:Input:B =30;;;{0, 27, 12, 6};{0, 8, 2}
2;4;Player 0;7;0;0;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 6, 9, 12, 27};{0, 8, 2}
2;5;Player 1;0;30;0;0;[2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T =xx00 '};;{0, 6, 9, 12, 23, 27};{0, 8, 2, 6}
3;6;Player 0;7;0;0;7;;20;1;True;;0;EC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 6, 9, 12, 20, 23, 27};{0, 2, 3, 6, 8}
3;7;Player 1;0;30;5;0;[2];15;0;True;;0;EC:Input:C =5;;;{0, 6, 9, 12, 15, 20, 23, 27};{0, 2, 3, 6, 8}
4;8;Player 0;7;0;0;7;;28;0;True;;0;EC:Resource: Restart;;;{0, 6, 9, 12, 15, 20, 23, 27, 28};{0, 2, 3, 6, 8}
4;9;Player 1;10;30;5;0;[2];5;0;True;;0;EC:Input:A =10;;;{0, 5, 6, 9, 12, 15, 20, 23, 27, 28};{0, 2, 3, 6, 8}
5;10;Player 0;7;0;45;7;;18;0;True;;0;EC:Input:C =45;;;{0, 5, 6, 9, 12, 15, 18, 20, 23, 27, 28};{0, 2, 3, 6, 8}
5;11;Player 1;10;30;-20;-100;[2, 3];26;2;True;;0;EC:Task: T += B+(2*A);{' WC Name: T -=100 ', ' WC Name: C=-20 '};;{0, 5, 6, 9, 12, 15, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 6, 8, 9}
6;12;Player 0;75;0;45;7;;8;0;True;;0;EC:Input:A =75;;;{0, 5, 6, 8, 9, 12, 15, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 6, 8, 9}
6;13;Player 1;10;30;22;-100;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 5, 6, 8, 9, 12, 15, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 6, 8, 9}
7;14;Player 0;75;0;25;7;;17;0;True;;0;EC:Input:C =25;;;{0, 3, 5, 6, 8, 9, 12, 15, 17, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 6, 8, 9}
7;15;Player 1;10;20;22;-100;[3];11;0;True;;0;EC:Input:B =20;;;{0, 3, 5, 6, 8, 9, 11, 12, 15, 17, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 6, 8, 9}
8;16;Player 0;75;70;25;7;;14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 3, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 23, 26, 27, 28};{0, 2, 3, 4, 5, 6, 8, 9}
8;17;Player 1;10;20;22;-100;[3];30;0;True;;0;EC:Resource: Bazar;;;{0, 3, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 23, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
9;18;Player 0;75;70;25;7;;0;0;False;['CPU1Captured'];1;;;;{0, 3, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 23, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
9;19;Player 1;10;20;15;-100;[3];16;0;True;;0;EC:Input:C =15;;;{0, 3, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20, 23, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
10;20;Player 0;75;70;25;7;;0;0;False;['CPU1Captured'];2;;;;{0, 3, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20, 23, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
10;21;Player 1;10;10;15;-100;[3];10;0;True;;0;EC:Input:B =10;;;{0, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 23, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
11;22;Player 0;75;70;25;177;;25;2;True;;0;EC:Task: T += sum all;;Player 0;{0, 3, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 23, 25, 26, 27, 28, 30};{0, 2, 3, 4, 5, 6, 8, 9}
