roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;57;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;0;0;[2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=NULL; '}";;{0, 25};{0, 2, 7}
2;2;Player 0;57;0;0;0;[0];33;0;True;;0;EC:Resource: Restart;;;{0, 25, 33};{0, 2, 7}
2;3;Player 1;0;50;0;0;[2];13;0;True;;0;EC:Input:B =50;;;{0, 25, 13, 33};{0, 2, 7}
3;4;Player 0;57;0;0;0;[0];29;0;True;;0;EC:Resource: Restart;;;{0, 33, 13, 25, 29};{0, 2, 7}
3;5;Player 1;0;-10;0;0;[2, 3];26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: T =xx00 ', ' WC Name: B=-10 '};;{0, 33, 13, 25, 26, 29};{0, 2, 6, 7, 8}
4;6;Player 0;57;0;0;0;[0, 3, 1];27;2;True;['CPU1Captured'];0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B=NULL; ', ' WC Name: Capture CPU '}";;{0, 33, 13, 25, 26, 27, 29};{0, 1, 2, 5, 6, 7, 8}
4;7;Player 1;0;0;0;0;[3];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B,C=0; '}";;{0, 33, 13, 22, 25, 26, 27, 29};{0, 1, 2, 3, 5, 6, 7, 8}
5;8;Player 0;57;0;0;0;[0, 3, 1];0;0;False;['CPU1Captured'];1;;;;{0, 33, 13, 22, 25, 26, 27, 29};{0, 1, 2, 3, 5, 6, 7, 8}
5;9;Player 1;0;0;-20;0;[3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 33, 13, 22, 23, 25, 26, 27, 29};{0, 1, 2, 3, 5, 6, 7, 8, 9}
6;10;Player 0;57;0;0;0;[0, 3, 1];0;0;False;['CPU1Captured'];2;;;;{0, 33, 13, 22, 23, 25, 26, 27, 29};{0, 1, 2, 3, 5, 6, 7, 8, 9}
6;11;Player 1;0;0;-20;0;[3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 33, 13, 22, 23, 25, 26, 27, 29, 30};{0, 1, 2, 3, 5, 6, 7, 8, 9}
7;12;Player 0;57;0;0;0;[0, 3, 1];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: T -=100 '};;{0, 33, 13, 22, 23, 25, 26, 27, 28, 29, 30};{4}
7;13;Player 1;0;70;-20;0;[3, 0];14;1;True;;0;EC:Input:B =70;"{' WC Name: A=NULL; '}";;{0, 33, 13, 14, 22, 23, 25, 26, 27, 28, 29, 30};{0, 4}
8;14;Player 0;41;0;0;0;[3];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B,C=0; '}";;{0, 33, 1, 13, 14, 22, 23, 25, 26, 27, 28, 29, 30};{0, 3, 4}
8;15;Player 1;10;70;-20;0;[3];5;0;True;;0;EC:Input:A =10;;;{0, 33, 1, 5, 13, 14, 22, 23, 25, 26, 27, 28, 29, 30};{0, 3, 4}
9;16;Player 0;41;0;0;0;[3, 1];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B=NULL; '}";;{0, 33, 1, 5, 13, 14, 21, 22, 23, 25, 26, 27, 28, 29, 30};{0, 1, 3, 4}
9;17;Player 1;10;70;-20;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 33, 1, 32, 5, 13, 14, 21, 22, 23, 25, 26, 27, 28, 29, 30};{0, 1, 3, 4}
10;18;Player 0;41;30;0;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 33, 32, 1, 5, 12, 13, 14, 21, 22, 23, 25, 26, 27, 28, 29, 30};{0, 1, 3, 4}
10;19;Player 1;50;70;-20;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 33, 32, 1, 5, 7, 12, 13, 14, 21, 22, 23, 25, 26, 27, 28, 29, 30};{0, 1, 3, 4}
11;20;Player 0;25;30;0;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 1, 5, 6, 7, 12, 13, 14, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4}
11;21;Player 1;50;70;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 1, 5, 6, 7, 12, 13, 14, 15, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4}
12;22;Player 0;0;-1;84;0;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 2, 5, 6, 7, 12, 13, 14, 15, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
12;23;Player 1;50;20;5;0;[3];11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 5, 6, 7, 11, 12, 13, 14, 15, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
13;24;Player 0;0;-1;4;0;[3, 2];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 5, 6, 7, 9, 11, 12, 13, 14, 15, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
13;25;Player 1;5;20;5;0;[3];4;0;True;;0;EC:Input:A =5;;;{0, 1, 2, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
14;26;Player 0;0;-1;15;0;[3];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
14;27;Player 1;5;10;5;0;[3];10;0;True;;0;EC:Input:B =10;;;{0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 7}
15;28;Player 0;0;-1;75;0;[3];19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 33};{0, 1, 3, 4, 5, 7}
