roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;9;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;10;0;0;;10;0;True;;0;EC:Input:B =10;;;{0, 10};{0}
2;2;Player 0;9;0;0;0;[0, 3, 2, 1];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B=NULL; ', ' WC Name: C=NULL; '}";;{0, 24, 10};{0, 1, 2}
2;3;Player 1;0;10;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 24, 10, 15};{0, 1, 2}
3;4;Player 0;9;-10;0;0;[0, 3, 2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);{' WC Name: B=-10 ', ' WC Name: T -=100 '};;{0, 10, 15, 24, 27};{0, 1, 2, 4, 8}
3;5;Player 1;5;10;5;0;;4;0;True;;0;EC:Input:A =5;;;{0, 4, 10, 15, 24, 27};{0, 1, 2, 4, 8}
4;6;Player 0;11;-10;-20;0;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: C=-20 '};;{0, 1, 4, 10, 15, 24, 27};{0, 1, 2, 4, 8, 9}
4;7;Player 1;66;10;5;0;;2;1;True;['CPU1Captured'];0;EC:Input:2 digit number<90;{' WC Name: Capture CPU '};;{0, 1, 2, 4, 10, 15, 24, 27};{0, 1, 2, 4, 5, 8, 9}
5;8;Player 0;11;-10;-20;0;[3];31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 4, 10, 15, 24, 27, 31};{0, 1, 2, 4, 5, 8, 9}
5;9;Player 1;66;10;5;0;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 2, 4, 10, 15, 24, 27, 31};{0, 1, 2, 4, 5, 8, 9}
6;10;Player 0;11;-10;25;0;[3];17;0;True;;0;EC:Input:C =25;;;{0, 1, 2, 4, 10, 15, 17, 24, 27, 31};{0, 1, 2, 4, 5, 8, 9}
6;11;Player 1;66;10;5;0;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 2, 4, 10, 15, 17, 24, 27, 31};{0, 1, 2, 4, 5, 8, 9}
7;12;Player 0;50;-10;25;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 4, 7, 10, 15, 17, 24, 27, 31};{0, 1, 2, 4, 5, 8, 9}
7;13;Player 1;66;0;0;0;;25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: T =xx00 '}";;{0, 1, 2, 4, 7, 10, 15, 17, 24, 25, 27, 31};{0, 1, 2, 3, 4, 5, 6, 8, 9}
8;14;Player 0;50;30;25;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 1, 2, 4, 7, 10, 12, 15, 17, 24, 25, 27, 31};{0, 1, 2, 3, 4, 5, 6, 8, 9}
8;15;Player 1;0;-1;0;66;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 2, 4, 7, 10, 12, 15, 17, 21, 24, 25, 27, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;50;50;25;0;[3];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 4, 7, 10, 12, 13, 15, 17, 21, 24, 25, 27, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;17;Player 1;0;-1;0;66;[2];29;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 4, 7, 10, 12, 13, 15, 17, 21, 24, 25, 27, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
10;18;Player 0;0;-1;25;0;[3, 2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: A=0,B=-1,C=N ', ' WC Name: A=NULL; '}";;{0, 1, 2, 4, 7, 10, 12, 13, 15, 17, 21, 24, 25, 26, 27, 29, 31};{0, 7}
10;19;Player 1;0;20;0;66;[2];11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 4, 7, 10, 11, 12, 13, 15, 17, 21, 24, 25, 26, 27, 29, 31};{0, 7}
11;20;Player 0;0;0;0;0;[3];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 1, 2, 4, 7, 10, 11, 12, 13, 15, 17, 20, 21, 24, 25, 26, 27, 29, 31};{0, 3, 7}
11;21;Player 1;0;-10;75;66;;19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 1, 2, 4, 7, 10, 11, 12, 13, 15, 17, 19, 20, 21, 24, 25, 26, 27, 29, 31};{0, 8, 3, 7}
12;22;Player 0;0;0;0;0;[3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T =xx00 '};;{0, 1, 2, 4, 7, 10, 11, 12, 13, 15, 17, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31};{0, 3, 6, 7, 8}
12;23;Player 1;10;-10;75;66;;5;0;True;;0;EC:Input:A =10;;;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31};{0, 3, 6, 7, 8}
13;24;Player 0;0;0;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31};{0, 3, 6, 7, 8}
13;25;Player 1;10;-10;75;66;;34;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31, 34};{0, 3, 6, 7, 8}
14;26;Player 0;0;0;45;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 31, 32, 34};{0, 3, 6, 7, 8}
14;27;Player 1;10;-10;75;66;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8}
15;28;Player 0;0;0;-20;0;[3];22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: C=-20 '};;{0, 1, 2, 4, 5, 7, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8, 9}
15;29;Player 1;75;-10;75;66;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 4, 5, 7, 8, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8, 9}
16;30;Player 0;0;0;28;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8, 9}
16;31;Player 1;75;9;75;66;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8, 9}
17;32;Player 0;0;0;15;0;[3];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34};{0, 3, 6, 7, 8, 9}
17;33;Player 1;150;18;150;66;[1, 2];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B=NULL; ', ' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34};{0, 1, 2, 3, 6, 7, 8, 9}
18;34;Player 0;0;0;15;0;[3];33;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 7, 8, 9}
18;35;Player 1;25;18;150;66;[1, 2];6;0;True;;0;EC:Input:A =25;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 7, 8, 9}
19;36;Player 0;0;70;15;0;[3];14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 5, 6, 7, 8, 9}
19;37;Player 1;25;62;150;-34;[2];0;1;True;;0;EC:Input:2 digit number;{' WC Name: T -=100 '};;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;38;Player 0;0;70;15;0;[3];0;0;False;['CPU1Captured'];1;;;;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;39;Player 1;25;50;150;-34;[2];13;0;True;;0;EC:Input:B =50;;;{32, 33, 34, 0, 13, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
21;40;Player 0;0;70;15;0;[3];0;0;False;['CPU1Captured'];2;;;;{32, 33, 34, 0, 13, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
