roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;56;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-10;75;0;;19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 19};{0, 8}
2;2;Player 0;56;0;45;0;[0];18;0;True;;0;EC:Input:C =45;;;{0, 18, 19};{0, 8}
2;3;Player 1;0;20;75;0;;11;0;True;;0;EC:Input:B =20;;;{0, 11, 18, 19};{0, 8}
3;4;Player 0;56;50;45;0;[0];13;0;True;;0;EC:Input:B =50;;;{0, 11, 13, 18, 19};{0, 8}
3;5;Player 1;0;20;75;0;;31;0;True;;0;EC:Resource: Bazar;;;{0, 11, 13, 18, 19, 31};{0, 8}
4;6;Player 0;56;50;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 11, 13, 17, 18, 19, 31};{0, 8}
4;7;Player 1;0;-1;150;-100;[2];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: A=0,B=-1,C=N ', ' WC Name: T -=100 '};;{0, 11, 13, 17, 18, 19, 28, 31};{0, 8, 4, 7}
5;8;Player 0;56;50;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 11, 13, 15, 17, 18, 19, 28, 31};{0, 8, 4, 7}
5;9;Player 1;0;-1;-20;-100;[3];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: C=-20 '};;{0, 11, 13, 15, 17, 18, 19, 25, 28, 31};{0, 4, 6, 7, 8, 9}
6;10;Player 0;10;50;5;0;;5;0;True;;0;EC:Input:A =10;;;{0, 5, 11, 13, 15, 17, 18, 19, 25, 28, 31};{0, 4, 6, 7, 8, 9}
6;11;Player 1;0;0;0;-100;[3];14;1;True;;0;EC:Input:B =70;"{' WC Name: B,C=0; '}";;{0, 5, 11, 13, 14, 15, 17, 18, 19, 25, 28, 31};{0, 3, 4, 6, 7, 8, 9}
7;12;Player 0;10;50;5;60;[1];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B=NULL; '}";;{0, 5, 11, 13, 14, 15, 17, 18, 19, 21, 25, 28, 31};{0, 1, 3, 4, 6, 7, 8, 9}
7;13;Player 1;0;0;0;-100;[3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 5, 11, 13, 14, 15, 17, 18, 19, 21, 25, 28, 30, 31};{0, 1, 3, 4, 6, 7, 8, 9}
8;14;Player 0;10;50;5;60;[1];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 5, 11, 13, 14, 15, 17, 18, 19, 21, 25, 28, 30, 31};{0, 1, 3, 4, 6, 7, 8, 9}
8;15;Player 1;0;0;0;-100;[3, 2];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: C=NULL; '}";;{0, 34, 5, 11, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
9;16;Player 0;10;50;5;60;[1];29;0;True;;0;EC:Resource: Restart;;;{0, 34, 5, 11, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
9;17;Player 1;50;0;0;-100;[3, 2];7;0;True;;0;EC:Input:A =50;;;{0, 34, 5, 7, 11, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
10;18;Player 0;75;50;5;60;[1];8;0;True;;0;EC:Input:A =75;;;{0, 5, 7, 8, 11, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 34};{0, 1, 2, 3, 4, 6, 7, 8, 9}
10;19;Player 1;50;0;32;-100;[3];1;1;True;['CPU1Captured'];0;EC:Input:2 digit number<50;{' WC Name: Capture CPU '};;{0, 1, 5, 7, 8, 11, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;75;30;5;60;;12;0;True;;0;EC:Input:B =30;;;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;21;Player 1;50;0;32;-100;[3];0;0;False;['CPU1Captured'];1;;;;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
12;22;Player 0;75;30;5;60;;33;0;True;;0;EC:Resource: Restart;;;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
12;23;Player 1;50;0;32;-100;[3];0;0;False;['CPU1Captured'];2;;;;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
13;24;Player 0;75;30;5;60;;32;0;True;;0;EC:Resource: Restart;;;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 25, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
13;25;Player 1;50;0;32;-100;[3, 0];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: A=NULL; '}";;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 25, 28, 29, 30, 31, 32, 33, 34};{0}
14;26;Player 0;75;30;5;115;;24;2;True;;0;EC:Task: T += sum all/2;;Player 0;{0, 1, 5, 7, 8, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34};{0}
