roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;97;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 33};{0}
2;2;Player 0;97;0;0;0;[0];30;0;True;;0;EC:Resource: Freelancer;;;{0, 33, 30};{0}
2;3;Player 1;10;0;0;0;;5;0;True;;0;EC:Input:A =10;;;{0, 33, 5, 30};{0}
3;4;Player 0;97;20;0;0;[0];11;0;True;;0;EC:Input:B =20;;;{0, 33, 5, 11, 30};{0}
3;5;Player 1;10;0;0;0;;31;0;True;;0;EC:Resource: Bazar;;;{0, 33, 5, 11, 30, 31};{0}
4;6;Player 0;7;20;0;0;[0];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 33, 5, 9, 11, 30, 31};{0}
4;7;Player 1;10;30;0;0;;12;0;True;;0;EC:Input:B =30;;;{0, 33, 5, 9, 11, 12, 30, 31};{0}
5;8;Player 0;25;20;0;0;;6;0;True;;0;EC:Input:A =25;;;{0, 33, 5, 6, 9, 11, 12, 30, 31};{0}
5;9;Player 1;10;-10;75;0;;19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 33, 5, 6, 9, 11, 12, 19, 30, 31};{0, 8}
6;10;Player 0;25;20;0;0;;26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: T =xx00 ', ' WC Name: Capture CPU '};;{0, 33, 5, 6, 9, 11, 12, 19, 26, 30, 31};{0, 8, 5, 6}
6;11;Player 1;10;10;75;0;;10;0;True;;0;EC:Input:B =10;;;{0, 33, 5, 6, 9, 10, 11, 12, 19, 26, 30, 31};{0, 8, 5, 6}
7;12;Player 0;25;20;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 33, 5, 6, 9, 10, 11, 12, 19, 26, 30, 31};{0, 8, 5, 6}
