roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;60;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;0;0;[2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 27};{0, 6, 7}
2;2;Player 0;13;0;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 27};{0, 6, 7}
2;3;Player 1;0;-10;0;0;[2, 3];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: B=-10 ', ' WC Name: T -=100 '};;{0, 27, 3, 24};{0, 4, 6, 7, 8}
3;4;Player 0;13;0;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 3, 17, 24, 27};{0, 4, 6, 7, 8}
3;5;Player 1;0;-10;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 3, 15, 17, 24, 27};{0, 4, 6, 7, 8}
4;6;Player 0;75;0;25;0;;8;0;True;;0;EC:Input:A =75;;;{0, 3, 8, 15, 17, 24, 27};{0, 4, 6, 7, 8}
4;7;Player 1;0;-10;5;0;[3];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 3, 8, 15, 17, 24, 27};{0, 4, 6, 7, 8}
5;8;Player 0;75;0;25;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 33, 34, 3, 8, 15, 17, 24, 27};{0, 4, 6, 7, 8}
5;9;Player 1;25;-10;5;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 33, 34, 3, 6, 8, 15, 17, 24, 27};{0, 4, 6, 7, 8}
6;10;Player 0;75;0;0;75;;20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 33, 34, 3, 6, 8, 15, 17, 20, 24, 27};{0, 3, 4, 6, 7, 8}
6;11;Player 1;25;-10;5;0;[3];31;0;True;;0;EC:Resource: Bazar;;;{0, 33, 34, 3, 6, 8, 15, 17, 20, 24, 27, 31};{0, 3, 4, 6, 7, 8}
7;12;Player 0;75;10;0;75;;10;0;True;;0;EC:Input:B =10;;;{0, 33, 34, 3, 6, 8, 10, 15, 17, 20, 24, 27, 31};{0, 3, 4, 6, 7, 8}
7;13;Player 1;25;-10;5;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 33, 34, 3, 32, 6, 8, 10, 15, 17, 20, 24, 27, 31};{0, 3, 4, 6, 7, 8}
8;14;Player 0;75;10;20;75;[2];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: C=NULL; '}";;{0, 33, 34, 3, 32, 1, 6, 8, 10, 15, 17, 20, 24, 27, 31};{0, 2, 3, 4, 6, 7, 8}
8;15;Player 1;25;-10;5;0;[3];29;0;True;;0;EC:Resource: Restart;;;{0, 33, 34, 3, 32, 1, 6, 8, 10, 15, 17, 20, 24, 27, 29, 31};{0, 2, 3, 4, 6, 7, 8}
9;16;Player 0;75;30;20;75;[2];12;0;True;;0;EC:Input:B =30;;;{0, 33, 34, 3, 32, 1, 6, 8, 10, 12, 15, 17, 20, 24, 27, 29, 31};{0, 2, 3, 4, 6, 7, 8}
9;17;Player 1;25;-10;5;0;[3];23;1;True;['CPU1Captured'];0;EC:Task: T = xx9x;{' WC Name: Capture CPU '};;{0, 33, 34, 3, 32, 1, 6, 8, 10, 12, 15, 17, 20, 23, 24, 27, 29, 31};{0, 2, 3, 4, 5, 6, 7, 8}
10;18;Player 0;50;30;20;75;[2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 3, 6, 7, 8, 10, 12, 15, 17, 20, 23, 24, 27, 29, 31, 32, 33, 34};{0, 2, 3, 4, 5, 6, 7, 8}
10;19;Player 1;25;-10;5;0;[3];0;0;False;['CPU1Captured'];1;;;;{0, 1, 3, 6, 7, 8, 10, 12, 15, 17, 20, 23, 24, 27, 29, 31, 32, 33, 34};{0, 2, 3, 4, 5, 6, 7, 8}
11;20;Player 0;10;30;20;75;[2];5;0;True;;0;EC:Input:A =10;;;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 20, 23, 24, 27, 29, 31, 32, 33, 34};{0, 2, 3, 4, 5, 6, 7, 8}
11;21;Player 1;25;-10;5;0;[3];0;0;False;['CPU1Captured'];2;;;;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 20, 23, 24, 27, 29, 31, 32, 33, 34};{0, 2, 3, 4, 5, 6, 7, 8}
12;22;Player 0;10;30;20;40;[2, 1];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B=NULL; '}";;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 20, 21, 23, 24, 27, 29, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8}
12;23;Player 1;25;-10;-20;0;[3];26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: C=-20 '};;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 20, 21, 23, 24, 26, 27, 29, 31, 32, 33, 34};{9}
13;24;Player 0;10;30;20;40;[2, 1, 3, 0];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: A=NULL; '}";;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 20, 21, 22, 23, 24, 26, 27, 29, 31, 32, 33, 34};{0, 9}
13;25;Player 1;25;-10;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 29, 31, 32, 33, 34};{0, 9}
14;26;Player 0;10;20;20;40;[2, 3, 0];11;0;True;;0;EC:Input:B =20;;;{0, 1, 3, 5, 6, 7, 8, 10, 11, 12, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 29, 31, 32, 33, 34};{0, 9}
14;27;Player 1;25;-10;45;0;[3, 2];28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;"{' WC Name: Capture CPU ', ' WC Name: C=NULL; '}";;{0, 1, 3, 5, 6, 7, 8, 10, 11, 12, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34};{0, 9, 2, 5}
15;28;Player 0;10;50;20;40;[2, 3, 0];13;0;True;;0;EC:Input:B =50;;;{0, 1, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34};{0, 9, 2, 5}
15;29;Player 1;25;-10;45;0;[3, 2];0;0;False;['CPU1Captured'];1;;;;{0, 1, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34};{0, 9, 2, 5}
16;30;Player 0;5;50;20;40;[2, 3];4;0;True;;0;EC:Input:A =5;;;{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34};{0, 9, 2, 5}
16;31;Player 1;25;-10;45;0;[3, 2];0;0;False;['CPU1Captured'];2;;;;{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34};{0, 9, 2, 5}
17;32;Player 0;0;-1;20;40;[2, 3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: A=0,B=-1,C=N ', ' WC Name: B=NULL; '}";;{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34};{0, 1, 2, 5, 7, 9}
17;33;Player 1;25;70;45;0;[3, 2];14;1;True;;0;EC:Input:B =70;{' WC Name: T -=100 '};;{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34};{0, 1, 2, 4, 5, 7, 9}
18;34;Player 0;0;-10;87;40;[3];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: B=-10 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34};{0, 1, 2, 4, 5, 7, 8, 9}
18;35;Player 1;25;70;75;0;[3];19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34};{0, 1, 2, 4, 5, 6, 7, 8, 9}
19;36;Player 0;0;10;87;40;[3];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34};{0, 1, 2, 4, 5, 6, 7, 8, 9}
19;37;Player 1;25;70;75;0;[3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 4, 5, 6, 7, 8, 9}
20;38;Player 0;0;10;15;40;[3];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 4, 5, 6, 7, 8, 9}
20;39;Player 1;40;0;0;0;[3];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: B,C=0; '}";;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
21;40;Player 0;10;10;15;40;[3];5;0;True;;0;EC:Input:A =10;;;{32, 33, 34, 0, 5, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
21;41;Player 1;40;0;0;0;[3, 0];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: T =xx00 ', ' WC Name: A=NULL; '}";;{32, 33, 34, 0, 5, 28, 29, 30, 31};{0, 6}
22;42;Player 0;10;50;15;40;[3];13;0;True;;0;EC:Input:B =50;;;{32, 33, 34, 0, 5, 13, 28, 29, 30, 31};{0, 6}
22;43;Player 1;40;0;25;0;[3, 0];17;0;True;;0;EC:Input:C =25;;;{32, 33, 34, 0, 5, 13, 17, 28, 29, 30, 31};{0, 6}
23;44;Player 0;25;50;15;40;[3];6;0;True;;0;EC:Input:A =25;;;{32, 33, 34, 0, 5, 6, 13, 17, 28, 29, 30, 31};{0, 6}
23;45;Player 1;40;10;25;0;[3, 0];10;0;True;;0;EC:Input:B =10;;;{32, 33, 34, 0, 5, 6, 10, 13, 17, 28, 29, 30, 31};{0, 6}
24;46;Player 0;25;-10;15;40;[3];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: B=-10 '};;{32, 33, 34, 0, 5, 6, 10, 13, 17, 21, 28, 29, 30, 31};{0, 8, 6}
24;47;Player 1;40;30;25;0;[3, 0];12;0;True;;0;EC:Input:B =30;;;{32, 33, 34, 0, 5, 6, 10, 12, 13, 17, 21, 28, 29, 30, 31};{0, 8, 6}
25;48;Player 0;25;20;15;40;[3];11;0;True;;0;EC:Input:B =20;;;{32, 33, 34, 0, 5, 6, 10, 11, 12, 13, 17, 21, 28, 29, 30, 31};{0, 8, 6}
25;49;Player 1;40;30;25;0;[3, 0, 1, 2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B=NULL; ', ' WC Name: C=NULL; '}";;{32, 33, 34, 0, 5, 6, 10, 11, 12, 13, 17, 21, 27, 28, 29, 30, 31};{0, 1, 2, 6, 8}
