1;1;Player 1;0;70;0;0;;14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 14};{0, 5}
2;2;Player 0;20;0;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 14};{0, 5}
2;3;Player 1;0;70;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 3, 14};{0, 5}
3;4;Player 0;20;0;0;0;;31;0;True;;0;EC:Resource: Restart;;;{0, 3, 14, 31};{0, 5}
3;5;Player 1;0;70;0;0;;0;0;False;['CPU1Captured'];2;;;;{0, 3, 14, 31};{0, 5}
4;6;Player 0;20;0;0;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 33, 3, 14, 31};{0, 5}
4;7;Player 1;0;70;0;0;;30;0;True;;0;EC:Resource: Bazar;;;{0, 33, 3, 14, 30, 31};{0, 5}
5;8;Player 0;20;0;-20;20;;22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: C=-20 '};;{0, 33, 3, 14, 22, 30, 31};{0, 9, 5}
5;9;Player 1;0;70;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 33, 3, 14, 16, 22, 30, 31};{0, 9, 5}
6;10;Player 0;10;0;-20;20;;5;0;True;;0;EC:Input:A =10;;;{0, 33, 3, 5, 14, 16, 22, 30, 31};{0, 9, 5}
6;11;Player 1;0;-1;15;0;[2];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: A=0,B=-1,C=N '};;{0, 33, 1, 3, 5, 14, 16, 22, 30, 31};{0, 9, 5, 7}
7;12;Player 0;10;0;75;20;[1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B=NULL; '}";;{0, 33, 1, 3, 5, 14, 16, 19, 22, 30, 31};{0, 1, 5, 7, 9}
7;13;Player 1;0;-1;15;0;[2];29;0;True;;0;EC:Resource: Freelancer;;;{0, 33, 1, 3, 5, 14, 16, 19, 22, 29, 30, 31};{0, 1, 5, 7, 9}
8;14;Player 0;50;0;75;20;[1];7;0;True;;0;EC:Input:A =50;;;{0, 33, 1, 3, 5, 7, 14, 16, 19, 22, 29, 30, 31};{0, 1, 5, 7, 9}
8;15;Player 1;0;20;15;0;[2];11;0;True;;0;EC:Input:B =20;;;{0, 33, 1, 3, 5, 7, 11, 14, 16, 19, 22, 29, 30, 31};{0, 1, 5, 7, 9}
9;16;Player 0;50;10;75;20;;10;0;True;;0;EC:Input:B =10;;;{0, 33, 1, 3, 5, 7, 10, 11, 14, 16, 19, 22, 29, 30, 31};{0, 1, 5, 7, 9}
9;17;Player 1;0;-10;15;0;[2, 3];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: C=NULL; ', ' WC Name: B=-10 '}";;{0, 33, 1, 3, 5, 7, 10, 11, 14, 16, 19, 22, 26, 29, 30, 31};{0, 1, 2, 5, 7, 8, 9}
10;18;Player 0;50;10;75;-40;;21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: T -=100 '};;{0, 33, 1, 3, 5, 7, 10, 11, 14, 16, 19, 21, 22, 26, 29, 30, 31};{0, 1, 2, 4, 5, 7, 8, 9}
10;19;Player 1;75;-10;15;0;[2, 3];8;0;True;;0;EC:Input:A =75;;;{0, 33, 1, 3, 5, 7, 8, 10, 11, 14, 16, 19, 21, 22, 26, 29, 30, 31};{0, 1, 2, 4, 5, 7, 8, 9}
11;20;Player 0;50;10;45;-40;;18;0;True;;0;EC:Input:C =45;;;{0, 1, 3, 5, 7, 8, 10, 11, 14, 16, 18, 19, 21, 22, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 7, 8, 9}
11;21;Player 1;75;-10;15;0;[2, 3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T =xx00 '};;{0, 1, 3, 5, 7, 8, 10, 11, 14, 16, 18, 19, 21, 22, 23, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 6, 7, 8, 9}
12;22;Player 0;50;10;25;-40;;17;0;True;;0;EC:Input:C =25;;;{0, 1, 3, 5, 7, 8, 10, 11, 14, 16, 17, 18, 19, 21, 22, 23, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 6, 7, 8, 9}
12;23;Player 1;25;-10;15;0;[2, 3];6;0;True;;0;EC:Input:A =25;;;{0, 1, 3, 5, 6, 7, 8, 10, 11, 14, 16, 17, 18, 19, 21, 22, 23, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 6, 7, 8, 9}
13;24;Player 0;50;30;25;-40;;12;0;True;;0;EC:Input:B =30;;;{0, 1, 3, 5, 6, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19, 21, 22, 23, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 6, 7, 8, 9}
13;25;Player 1;25;-10;6;0;[2, 3];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 21, 22, 23, 26, 29, 30, 31, 33};{0, 1, 2, 4, 5, 6, 7, 8, 9}
