roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;91;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;23;0;0;0;;0;1;True;;0;EC:Input:2 digit number;{' WC Name: T =xx00 '};;{0};{0, 6}
2;2;Player 0;0;-1;0;0;[2];0;1;True;;0;EC:Input:2 digit number;{' WC Name: A=0,B=-1,C=N '};;{0};{0, 6, 7}
2;3;Player 1;23;0;0;0;;0;1;True;;0;EC:Input:2 digit number;"{' WC Name: B,C=0; '}";;{0};{0, 3, 6, 7}
3;4;Player 0;0;-1;-20;0;;0;1;True;;0;EC:Input:2 digit number;{' WC Name: C=-20 '};;{0};{0, 3, 6, 7, 9}
3;5;Player 1;23;30;0;0;;0;1;True;['CPU1Captured'];0;EC:Input:2 digit number;{' WC Name: Capture CPU '};;{0};{0, 3, 5, 6, 7, 9}
4;6;Player 0;0;-1;62;-100;;0;1;True;;0;EC:Input:2 digit number;{' WC Name: T -=100 '};;{0};{0, 3, 4, 5, 6, 7, 9}
4;7;Player 1;23;30;0;0;;0;0;False;['CPU1Captured'];1;;;;{0};{0, 3, 4, 5, 6, 7, 9}
5;8;Player 0;0;71;62;-100;[2];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: C=NULL; '}";;{0};{0, 2, 3, 4, 5, 6, 7, 9}
5;9;Player 1;23;30;0;0;;0;0;False;['CPU1Captured'];2;;;;{0};{0, 2, 3, 4, 5, 6, 7, 9}
6;10;Player 0;0;71;64;-100;[1];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: B=NULL; '}";;{0};{0, 1, 2, 3, 4, 5, 6, 7, 9}
6;11;Player 1;23;-10;78;0;;0;1;True;;0;EC:Input:2 digit number;{' WC Name: B=-10 '};;{0};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
7;12;Player 0;0;66;64;-100;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
7;13;Player 1;0;-1;78;0;[2];0;1;True;;0;EC:Input:2 digit number;{' WC Name: A=0,B=-1,C=N '};;{0};{0, 7}
8;14;Player 0;16;66;64;-100;[2];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: C=NULL; '}";;{0};{0, 2, 7}
