3;4;Player 0;4;70;0;0;[0];14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 33, 6, 9, 14};{0, 5}
3;5;Player 1;25;22;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 33, 3, 6, 9, 14};{0, 5}
4;6;Player 0;4;70;0;0;[0];0;0;False;['CPU1Captured'];1;;;;{0, 33, 3, 6, 9, 14};{0, 5}
4;7;Player 1;25;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 33, 3, 6, 9, 11, 14};{0, 5}
5;8;Player 0;4;70;0;0;[0];0;0;False;['CPU1Captured'];2;;;;{0, 33, 3, 6, 9, 11, 14};{0, 5}
5;9;Player 1;0;-1;-20;45;;26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=-20 '};;{0, 33, 3, 6, 9, 11, 14, 26};{0, 9, 5, 7}
6;10;Player 0;61;70;0;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{0, 33, 2, 3, 6, 9, 11, 14, 26};{0, 5, 6, 7, 9}
6;11;Player 1;0;-1;-20;45;;32;0;True;;0;EC:Resource: Restart;;;{0, 33, 2, 3, 32, 6, 9, 11, 14, 26};{0, 5, 6, 7, 9}
7;12;Player 0;61;50;0;0;;13;0;True;;0;EC:Input:B =50;;;{0, 33, 2, 3, 32, 6, 9, 11, 13, 14, 26};{0, 5, 6, 7, 9}
7;13;Player 1;0;-1;-20;-1;[2];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: C=NULL; '}";;{0, 33, 2, 3, 32, 6, 9, 11, 13, 14, 21, 26};{0, 2, 5, 6, 7, 9}
8;14;Player 0;61;50;75;0;[1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B=NULL; '}";;{0, 33, 2, 3, 32, 6, 9, 11, 13, 14, 19, 21, 26};{0, 1, 2, 5, 6, 7, 9}
8;15;Player 1;0;0;0;-1;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: T -=100 '}";;{0, 33, 2, 3, 32, 6, 9, 11, 13, 14, 19, 21, 24, 26};{0, 1, 2, 3, 4, 5, 6, 7, 9}
9;16;Player 0;10;50;75;0;[1];5;0;True;;0;EC:Input:A =10;;;{0, 33, 2, 3, 32, 5, 6, 9, 11, 13, 14, 19, 21, 24, 26};{0, 1, 2, 3, 4, 5, 6, 7, 9}
9;17;Player 1;0;-10;0;-1;[3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 33, 2, 3, 32, 5, 6, 9, 11, 13, 14, 19, 21, 23, 24, 26};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
10;18;Player 0;10;50;45;0;[1];18;0;True;;0;EC:Input:C =45;;;{0, 33, 2, 3, 32, 5, 6, 9, 11, 13, 14, 18, 19, 21, 23, 24, 26};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
10;19;Player 1;75;-10;0;-1;[3];8;0;True;;0;EC:Input:A =75;;;{0, 33, 2, 3, 32, 5, 6, 8, 9, 11, 13, 14, 18, 19, 21, 23, 24, 26};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;50;50;45;0;[1];7;0;True;;0;EC:Input:A =50;;;{0, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 21, 23, 24, 26, 32, 33};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;21;Player 1;75;-10;0;-1;[3, 0];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: A=NULL; '}";;{0, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 20, 21, 23, 24, 26, 32, 33};{0}
12;22;Player 0;50;34;45;0;[2];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: C=NULL; '}";;{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 20, 21, 23, 24, 26, 32, 33};{0, 2}
12;23;Player 1;75;-10;-20;-1;[3, 0];27;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;{' WC Name: C=-20 ', ' WC Name: Capture CPU '};;{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 18, 19, 20, 21, 23, 24, 26, 27, 32, 33};{0, 9, 2, 5}
13;24;Player 0;50;34;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 17, 18, 19, 20, 21, 23, 24, 26, 27, 32, 33};{0, 9, 2, 5}
13;25;Player 1;75;-10;-20;-1;[3, 0];0;0;False;['CPU1Captured'];1;;;;{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 17, 18, 19, 20, 21, 23, 24, 26, 27, 32, 33};{0, 9, 2, 5}
14;26;Player 0;50;34;25;109;;22;1;True;;0;EC:Task: T += A+B+C;;Player 0;{0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 14, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 32, 33};{0, 9, 2, 5}
