roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;19;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;31;0;True;;0;EC:Resource: Bazar;;;{0, 31};{0}
2;2;Player 0;0;-1;0;0;[3, 2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=NULL; '}";;{0, 27, 31};{0, 2, 7}
2;3;Player 1;75;0;0;0;;8;0;True;;0;EC:Input:A =75;;;{0, 8, 27, 31};{0, 2, 7}
3;4;Player 0;0;-1;0;0;[3, 2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T -=100 '};;{0, 8, 23, 27, 31};{0, 2, 4, 7}
3;5;Player 1;75;0;-20;0;;19;1;True;;0;EC:Input:C =75;{' WC Name: C=-20 '};;{0, 8, 19, 23, 27, 31};{0, 2, 4, 7, 9}
4;6;Player 0;0;0;0;0;[3];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B,C=0; '}";;{0, 1, 8, 19, 23, 27, 31};{0, 2, 3, 4, 7, 9}
4;7;Player 1;75;0;-20;0;;24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;{' WC Name: T =xx00 ', ' WC Name: Capture CPU '};;{0, 1, 8, 19, 23, 24, 27, 31};{0, 2, 3, 4, 5, 6, 7, 9}
5;8;Player 0;0;0;0;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 32, 8, 19, 23, 24, 27, 31};{0, 2, 3, 4, 5, 6, 7, 9}
5;9;Player 1;75;0;-20;0;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 32, 8, 19, 23, 24, 27, 31};{0, 2, 3, 4, 5, 6, 7, 9}
