roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;60;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 11};{0}
2;2;Player 0;60;0;0;0;[0];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 11};{0}
2;3;Player 1;19;20;0;-100;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: T -=100 '};;{0, 1, 34, 11};{0, 4}
3;4;Player 0;54;0;-20;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: C=-20 '};;{0, 1, 34, 2, 11};{0, 9, 4}
3;5;Player 1;19;50;0;-100;;13;0;True;;0;EC:Input:B =50;;;{0, 1, 34, 2, 11, 13};{0, 9, 4}
4;6;Player 0;75;0;-20;0;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 34, 2, 8, 11, 13};{0, 9, 4}
4;7;Player 1;19;50;5;-100;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 34, 2, 8, 9, 11, 13};{0, 9, 4}
5;8;Player 0;75;70;-20;0;;14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 1, 34, 2, 8, 9, 11, 13, 14};{0, 9, 4, 5}
5;9;Player 1;19;50;5;-100;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 34, 2, 8, 9, 11, 13, 14, 15};{0, 9, 4, 5}
6;10;Player 0;75;70;-20;0;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 34, 2, 8, 9, 11, 13, 14, 15};{0, 9, 4, 5}
6;11;Player 1;19;50;15;-100;;16;0;True;;0;EC:Input:C =15;;;{0, 1, 34, 2, 8, 9, 11, 13, 14, 15, 16};{0, 9, 4, 5}
7;12;Player 0;75;70;-20;0;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 34, 2, 8, 9, 11, 13, 14, 15, 16};{0, 9, 4, 5}
7;13;Player 1;25;50;15;-100;;6;0;True;;0;EC:Input:A =25;;;{0, 1, 34, 2, 6, 8, 9, 11, 13, 14, 15, 16};{0, 9, 4, 5}
8;14;Player 0;75;70;-20;145;;20;1;True;;0;aEC:Task: T += A+B;;Player 0;{0, 1, 34, 2, 6, 8, 9, 11, 13, 14, 15, 16, 20};{0, 9, 4, 5}
