roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;25;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 18};{0}
2;2;Player 0;5;0;0;0;;4;0;True;;0;EC:Input:A =5;;;{0, 18, 4};{0}
2;3;Player 1;0;0;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 16, 18, 4};{0}
3;4;Player 0;5;0;0;-95;;20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 4, 16, 18, 20};{0, 4}
3;5;Player 1;12;0;15;0;;1;1;True;['CPU1Captured'];0;EC:Input:2 digit number<50;{' WC Name: Capture CPU '};;{0, 1, 4, 16, 18, 20};{0, 4, 5}
4;6;Player 0;5;0;-20;-90;[1];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: C=-20 ', ' WC Name: B=NULL; '}";;{0, 1, 4, 16, 18, 20, 27};{0, 1, 4, 5, 9}
4;7;Player 1;12;0;15;0;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 4, 16, 18, 20, 27};{0, 1, 4, 5, 9}
5;8;Player 0;5;-10;75;-90;;19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 1, 4, 16, 18, 19, 20, 27};{0, 1, 4, 5, 8, 9}
5;9;Player 1;12;0;15;0;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 4, 16, 18, 19, 20, 27};{0, 1, 4, 5, 8, 9}
6;10;Player 0;5;6;75;-90;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 4, 9, 16, 18, 19, 20, 27};{0, 1, 4, 5, 8, 9}
6;11;Player 1;12;1;15;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 4, 9, 16, 18, 19, 20, 27};{0, 1, 4, 5, 8, 9}
7;12;Player 0;75;6;75;-90;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 3, 4, 8, 9, 16, 18, 19, 20, 27};{0, 1, 4, 5, 8, 9}
7;13;Player 1;12;1;15;0;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 3, 4, 8, 9, 16, 18, 19, 20, 27, 30};{0, 1, 4, 5, 8, 9}
8;14;Player 0;75;6;75;-90;;34;0;True;;0;EC:Resource: Restart;;;{0, 1, 34, 3, 4, 8, 9, 16, 18, 19, 20, 27, 30};{0, 1, 4, 5, 8, 9}
8;15;Player 1;12;20;15;0;;11;0;True;;0;EC:Input:B =20;;;{0, 1, 34, 3, 4, 8, 9, 11, 16, 18, 19, 20, 27, 30};{0, 1, 4, 5, 8, 9}
9;16;Player 0;75;6;75;-100;[2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: T =xx00 ', ' WC Name: C=NULL; '}";;{0, 1, 34, 3, 4, 8, 9, 11, 16, 18, 19, 20, 24, 27, 30};{0, 1, 2, 4, 5, 6, 8, 9}
9;17;Player 1;12;20;15;0;;31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 34, 3, 4, 8, 9, 11, 16, 18, 19, 20, 24, 27, 30, 31};{0, 1, 2, 4, 5, 6, 8, 9}
10;18;Player 0;75;6;5;-100;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 34, 3, 4, 8, 9, 11, 15, 16, 18, 19, 20, 24, 27, 30, 31};{0, 1, 2, 4, 5, 6, 8, 9}
10;19;Player 1;0;0;0;47;;25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: A=0,B=-1,C=N '}";;{0, 1, 34, 3, 4, 8, 9, 11, 15, 16, 18, 19, 20, 24, 25, 27, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
