roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;55;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;31;0;True;;0;EC:Resource: Restart;;;{0, 31};{0}
2;2;Player 0;55;0;0;0;[0, 3, 1];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B=NULL; '}";;{0, 20, 31};{0, 1}
2;3;Player 1;0;0;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 20, 15, 31};{0, 1}
3;4;Player 0;55;10;0;0;[0, 3];10;0;True;;0;EC:Input:B =10;;;{0, 10, 15, 20, 31};{0, 1}
3;5;Player 1;0;50;5;0;;13;0;True;;0;EC:Input:B =50;;;{0, 10, 13, 15, 20, 31};{0, 1}
4;6;Player 0;55;10;0;0;[0, 3];30;0;True;;0;EC:Resource: Bazar;;;{0, 10, 13, 15, 20, 30, 31};{0, 1}
4;7;Player 1;0;50;5;0;;32;0;True;;0;EC:Resource: Restart;;;{0, 32, 10, 13, 15, 20, 30, 31};{0, 1}
5;8;Player 0;55;0;0;0;[0, 3];14;1;True;;0;EC:Input:B =70;"{' WC Name: B,C=0; '}";;{0, 32, 10, 13, 14, 15, 20, 30, 31};{0, 1, 3}
5;9;Player 1;0;50;5;0;;29;0;True;;0;EC:Resource: Freelancer;;;{0, 32, 10, 13, 14, 15, 20, 29, 30, 31};{0, 1, 3}
6;10;Player 0;10;0;0;0;[3];5;0;True;;0;EC:Input:A =10;;;{0, 32, 5, 10, 13, 14, 15, 20, 29, 30, 31};{0, 1, 3}
6;11;Player 1;0;50;5;55;[2];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 32, 5, 10, 13, 14, 15, 20, 22, 29, 30, 31};{0, 1, 2, 3}
7;12;Player 0;10;0;0;0;[3];33;0;True;;0;EC:Resource: Restart;;;{0, 32, 33, 5, 10, 13, 14, 15, 20, 22, 29, 30, 31};{0, 1, 2, 3}
7;13;Player 1;0;50;-20;55;[3];26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: C=-20 ', ' WC Name: T -=100 '};;{0, 33, 32, 5, 10, 13, 14, 15, 20, 22, 26, 29, 30, 31};{0, 1, 2, 3, 4, 9}
8;14;Player 0;50;0;0;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 33, 32, 5, 7, 10, 13, 14, 15, 20, 22, 26, 29, 30, 31};{0, 1, 2, 3, 4, 9}
8;15;Player 1;75;50;-20;55;[3];8;0;True;;0;EC:Input:A =75;;;{0, 33, 32, 5, 7, 8, 10, 13, 14, 15, 20, 22, 26, 29, 30, 31};{0, 1, 2, 3, 4, 9}
9;16;Player 0;50;-10;0;0;[3];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: B=-10 '};;{0, 33, 32, 5, 7, 8, 10, 13, 14, 15, 20, 21, 22, 26, 29, 30, 31};{0, 1, 2, 3, 4, 8, 9}
9;17;Player 1;75;50;27;55;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 33, 32, 3, 5, 7, 8, 10, 13, 14, 15, 20, 21, 22, 26, 29, 30, 31};{0, 1, 2, 3, 4, 8, 9}
10;18;Player 0;0;-1;0;0;[3, 2];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 3, 5, 7, 8, 10, 13, 14, 15, 20, 21, 22, 25, 26, 29, 30, 31, 32, 33};{0, 1, 2, 3, 4, 6, 7, 8, 9}
10;19;Player 1;75;50;25;55;[3];17;0;True;;0;EC:Input:C =25;;;{0, 3, 5, 7, 8, 10, 13, 14, 15, 17, 20, 21, 22, 25, 26, 29, 30, 31, 32, 33};{0, 1, 2, 3, 4, 6, 7, 8, 9}
11;20;Player 0;0;-1;0;0;[3, 2];24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;{' WC Name: Capture CPU '};;{0, 3, 5, 7, 8, 10, 13, 14, 15, 17, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 33};{5}
11;21;Player 1;75;50;45;55;[3];18;0;True;;0;EC:Input:C =45;;;{0, 3, 5, 7, 8, 10, 13, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 33};{5}
12;22;Player 0;0;-1;0;0;[3, 2];0;0;False;['CPU1Captured'];1;;;;{0, 3, 5, 7, 8, 10, 13, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 33};{5}
12;23;Player 1;75;50;3;55;[3];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 3, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 33};{5}
13;24;Player 0;0;-1;0;0;[3, 2];0;0;False;['CPU1Captured'];2;;;;{0, 3, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 33};{5}
13;25;Player 1;75;50;3;55;[3, 0];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: A=NULL; '}";;{0, 3, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33};{0, 5}
14;26;Player 0;0;0;0;0;[3];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: T =xx00 ', ' WC Name: B,C=0; '}";;{0, 3, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 3, 5, 6}
14;27;Player 1;18;-10;3;55;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 1, 3, 5, 7, 8, 9, 10, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 3, 5, 6, 8}
15;28;Player 0;0;30;0;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 1, 3, 5, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 3, 5, 6, 8}
