roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;19;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;-20;0;;22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: C=-20 '};;{0, 22};{0, 9}
2;2;Player 0;19;0;0;0;[0, 3, 2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: T =xx00 ', ' WC Name: C=NULL; '}";;{0, 25, 22};{0, 9, 2, 6}
2;3;Player 1;0;-10;-20;-110;;24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: T -=100 ', ' WC Name: B=-10 '};;{0, 25, 22, 24};{0, 2, 4, 6, 8, 9}
3;4;Player 0;19;30;0;0;[0, 3, 2];12;0;True;;0;EC:Input:B =30;;;{0, 12, 22, 24, 25};{0, 2, 4, 6, 8, 9}
3;5;Player 1;0;-10;-20;0;;21;1;True;['CPU1Captured'];0;EC:Task: T = A*B;{' WC Name: Capture CPU '};;{0, 12, 21, 22, 24, 25};{0, 2, 4, 5, 6, 8, 9}
4;6;Player 0;50;30;0;0;[0, 3, 2];7;0;True;;0;EC:Input:A =50;;;{0, 7, 12, 21, 22, 24, 25};{0, 2, 4, 5, 6, 8, 9}
4;7;Player 1;0;-10;-20;0;;0;0;False;['CPU1Captured'];1;;;;{0, 7, 12, 21, 22, 24, 25};{0, 2, 4, 5, 6, 8, 9}
5;8;Player 0;50;0;0;0;[0, 3, 2];20;1;True;;0;EC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 7, 12, 20, 21, 22, 24, 25};{0, 2, 3, 4, 5, 6, 8, 9}
5;9;Player 1;0;-10;-20;0;;0;0;False;['CPU1Captured'];2;;;;{0, 7, 12, 20, 21, 22, 24, 25};{0, 2, 3, 4, 5, 6, 8, 9}
6;10;Player 0;21;0;0;0;[3, 2];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 7, 12, 20, 21, 22, 24, 25};{0, 2, 3, 4, 5, 6, 8, 9}
6;11;Player 1;0;-10;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 3, 7, 12, 15, 20, 21, 22, 24, 25};{0, 2, 3, 4, 5, 6, 8, 9}
7;12;Player 0;21;0;75;0;[3, 2, 1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B=NULL; '}";;{0, 3, 7, 12, 15, 19, 20, 21, 22, 24, 25};{0, 1, 2, 3, 4, 5, 6, 8, 9}
7;13;Player 1;0;-1;5;9;[2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: A=0,B=-1,C=N '};;{0, 3, 7, 12, 15, 19, 20, 21, 22, 23, 24, 25};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;14;Player 0;21;0;75;0;[3, 2, 1];30;0;True;;0;EC:Resource: Bazar;;;{0, 3, 7, 12, 15, 19, 20, 21, 22, 23, 24, 25, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;0;-1;5;0;[2, 3, 0];26;2;True;;0;EC:Task: T += B+(2*A);"{' WC Name: T =xx00 ', ' WC Name: A=NULL; '}";;{0, 3, 7, 12, 15, 19, 20, 21, 22, 23, 24, 25, 26, 30};{0, 6}
9;16;Player 0;75;0;75;0;[3, 2, 1];8;0;True;;0;EC:Input:A =75;;;{0, 3, 7, 8, 12, 15, 19, 20, 21, 22, 23, 24, 25, 26, 30};{0, 6}
