roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;58;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;30;0;0;;12;0;True;;0;EC:Input:B =30;;;{0, 12};{0}
2;2;Player 0;58;0;0;0;[0];21;1;True;;0;EC:Task: T = A*B;"{' WC Name: B,C=0; '}";;{0, 12, 21};{0, 3}
2;3;Player 1;46;30;-20;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: C=-20 '};;{0, 2, 12, 21};{0, 9, 3}
3;4;Player 0;58;0;75;0;[0];19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 2, 12, 19, 21};{0, 9, 3, 5}
3;5;Player 1;46;30;-20;0;;30;0;True;;0;EC:Resource: Bazar;;;{0, 2, 12, 19, 21, 30};{0, 9, 3, 5}
4;6;Player 0;58;0;75;0;[0];0;0;False;['CPU1Captured'];1;;;;{0, 2, 12, 19, 21, 30};{0, 9, 3, 5}
4;7;Player 1;46;30;-20;0;[1];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: T =xx00 ', ' WC Name: B=NULL; '}";;{0, 2, 12, 19, 21, 24, 30};{0, 1, 3, 5, 6, 9}
5;8;Player 0;58;0;75;0;[0];0;0;False;['CPU1Captured'];2;;;;{0, 2, 12, 19, 21, 24, 30};{0, 1, 3, 5, 6, 9}
5;9;Player 1;46;30;-20;0;[1, 3, 2];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 2, 12, 19, 21, 22, 24, 30};{0, 1, 2, 3, 5, 6, 9}
6;10;Player 0;58;0;75;0;[0];28;0;True;;0;EC:Resource: Restart;;;{0, 2, 12, 19, 21, 22, 24, 28, 30};{0, 1, 2, 3, 5, 6, 9}
6;11;Player 1;46;20;-20;0;[1, 3, 2];11;0;True;;0;EC:Input:B =20;;;{0, 2, 11, 12, 19, 21, 22, 24, 28, 30};{0, 1, 2, 3, 5, 6, 9}
7;12;Player 0;25;0;75;0;[0];6;0;True;;0;EC:Input:A =25;;;{0, 2, 6, 11, 12, 19, 21, 22, 24, 28, 30};{0, 1, 2, 3, 5, 6, 9}
7;13;Player 1;46;-10;-20;0;[1, 3, 2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 2, 6, 11, 12, 19, 21, 22, 23, 24, 28, 30};{0, 1, 2, 3, 5, 6, 8, 9}
8;14;Player 0;25;0;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 2, 6, 11, 12, 15, 19, 21, 22, 23, 24, 28, 30};{0, 1, 2, 3, 5, 6, 8, 9}
8;15;Player 1;0;-1;-20;-100;[1, 3, 2];27;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: T -=100 ', ' WC Name: A=0,B=-1,C=N '};;{0, 2, 6, 11, 12, 15, 19, 21, 22, 23, 24, 27, 28, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;8;0;5;0;[0];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: A=NULL; '}";;{0, 1, 2, 6, 11, 12, 15, 19, 21, 22, 23, 24, 27, 28, 30};{0}
9;17;Player 1;0;-1;15;-100;[1, 3, 2];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 6, 11, 12, 15, 16, 19, 21, 22, 23, 24, 27, 28, 30};{0}
10;18;Player 0;10;0;5;0;[0];5;0;True;;0;EC:Input:A =10;;;{0, 1, 2, 5, 6, 11, 12, 15, 16, 19, 21, 22, 23, 24, 27, 28, 30};{0}
10;19;Player 1;0;19;15;-100;[3, 2];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 2, 3, 5, 6, 11, 12, 15, 16, 19, 21, 22, 23, 24, 27, 28, 30};{0}
11;20;Player 0;75;0;5;0;[0];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 5, 6, 8, 11, 12, 15, 16, 19, 21, 22, 23, 24, 27, 28, 30};{0}
11;21;Player 1;0;19;15;-100;[3, 2];29;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 2, 3, 5, 6, 8, 11, 12, 15, 16, 19, 21, 22, 23, 24, 27, 28, 29, 30};{0}
12;22;Player 0;75;0;5;150;[0];26;2;True;;0;EC:Task: T += B+(2*A);;Player 0;{0, 1, 2, 3, 5, 6, 8, 11, 12, 15, 16, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30};{0}
