roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;30;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;[1];24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;"{' WC Name: Capture CPU ', ' WC Name: B=NULL; '}";;{0, 24};{0, 1, 5}
2;2;Player 0;30;0;0;0;[0];29;0;True;;0;EC:Resource: Restart;;;{0, 24, 29};{0, 1, 5}
2;3;Player 1;0;0;0;0;[1];0;0;False;['CPU1Captured'];1;;;;{0, 24, 29};{0, 1, 5}
3;4;Player 0;0;-1;0;0;[3, 2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 24, 27, 29};{0, 1, 5, 6, 7}
3;5;Player 1;0;0;0;0;[1];0;0;False;['CPU1Captured'];2;;;;{0, 24, 27, 29};{0, 1, 5, 6, 7}
4;6;Player 0;0;-10;75;0;[3];19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 19, 24, 27, 29};{0, 1, 5, 6, 7, 8}
4;7;Player 1;0;4;0;0;[1];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 9, 19, 24, 27, 29};{0, 1, 5, 6, 7, 8}
5;8;Player 0;0;30;75;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 9, 12, 19, 24, 27, 29};{0, 1, 5, 6, 7, 8}
5;9;Player 1;0;4;-20;0;[1, 3];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=-20 ', ' WC Name: C=NULL; '}";;{0, 9, 12, 19, 24, 27, 28, 29};{0, 1, 2, 5, 6, 7, 8, 9}
6;10;Player 0;0;30;75;0;[3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 9, 12, 19, 24, 27, 28, 29, 30};{0, 1, 2, 5, 6, 7, 8, 9}
6;11;Player 1;25;4;-20;0;[1, 3];6;0;True;;0;EC:Input:A =25;;;{0, 6, 9, 12, 19, 24, 27, 28, 29, 30};{0, 1, 2, 5, 6, 7, 8, 9}
