roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;39;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;75;0;0;0;;8;0;True;;0;EC:Input:A =75;;;{0, 8};{0}
2;2;Player 0;39;0;0;0;[0];31;0;True;;0;EC:Resource: Bazar;;;{0, 8, 31};{0}
2;3;Player 1;75;0;0;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 8, 34, 31};{0}
3;4;Player 0;39;-10;0;0;[0, 3, 1];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B=-10 ', ' WC Name: B=NULL; '}";;{0, 34, 8, 24, 31};{0, 8, 1}
3;5;Player 1;0;-1;0;75;[2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: A=0,B=-1,C=N '}";;{0, 34, 8, 24, 26, 31};{0, 1, 3, 7, 8}
4;6;Player 0;39;-10;75;0;[0, 3, 1];19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 34, 8, 19, 24, 26, 31};{0, 1, 3, 6, 7, 8}
4;7;Player 1;0;-1;0;79;[2];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: C=NULL; '}";;{0, 34, 8, 19, 23, 24, 26, 31};{0, 1, 2, 3, 6, 7, 8}
5;8;Player 0;39;-10;75;0;[0, 3, 1];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 34, 8, 19, 20, 23, 24, 26, 31};{0, 1, 2, 3, 4, 6, 7, 8}
5;9;Player 1;0;-1;5;79;;15;0;True;;0;EC:Input:C =5;;;{0, 34, 8, 15, 19, 20, 23, 24, 26, 31};{0, 1, 2, 3, 4, 6, 7, 8}
6;10;Player 0;39;-10;75;0;[0, 3, 1];22;1;True;['CPU1Captured'];0;EC:Task: T += A+B+C;{' WC Name: Capture CPU '};;{0, 34, 8, 15, 19, 20, 22, 23, 24, 26, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
6;11;Player 1;0;30;5;79;;12;0;True;;0;EC:Input:B =30;;;{0, 34, 8, 12, 15, 19, 20, 22, 23, 24, 26, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
7;12;Player 0;39;-10;75;0;[0, 3, 1];0;0;False;['CPU1Captured'];1;;;;{0, 34, 8, 12, 15, 19, 20, 22, 23, 24, 26, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
7;13;Player 1;0;30;5;79;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 34, 8, 12, 15, 19, 20, 22, 23, 24, 26, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
8;14;Player 0;39;-10;75;0;[0, 3, 1];0;0;False;['CPU1Captured'];2;;;;{0, 34, 8, 12, 15, 19, 20, 22, 23, 24, 26, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
