roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;10;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;0;0;[2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: A=0,B=-1,C=N '}";;{0, 24};{0, 3, 7}
2;2;Player 0;10;0;0;0;[0];33;0;True;;0;EC:Resource: Restart;;;{0, 24, 33};{0, 3, 7}
2;3;Player 1;0;-10;0;0;[2, 3];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B=NULL; ', ' WC Name: B=-10 '}";;{0, 24, 26, 33};{0, 1, 3, 7, 8}
3;4;Player 0;10;0;0;0;[0];29;0;True;;0;EC:Resource: Restart;;;{0, 33, 24, 26, 29};{0, 1, 3, 7, 8}
3;5;Player 1;0;-10;0;0;[2, 3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 33, 24, 26, 29, 30};{0, 1, 3, 7, 8}
4;6;Player 0;10;0;0;0;[0, 3];22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: T =xx00 '};;{0, 33, 22, 24, 26, 29, 30};{0, 1, 3, 6, 7, 8}
4;7;Player 1;0;-10;4;0;[2, 3];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 33, 9, 22, 24, 26, 29, 30};{0, 1, 3, 6, 7, 8}
5;8;Player 0;10;0;-20;0;[0, 3];27;2;True;['CPU1Captured'];0;EC:Task: T += (2*)(A+B+C);{' WC Name: C=-20 ', ' WC Name: Capture CPU '};;{0, 33, 9, 22, 24, 26, 27, 29, 30};{0, 1, 3, 5, 6, 7, 8, 9}
5;9;Player 1;0;-10;47;0;[3, 2];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: C=NULL; '}";;{0, 33, 1, 9, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 5, 6, 7, 8, 9}
6;10;Player 0;10;0;-20;0;[0, 3];0;0;False;['CPU1Captured'];1;;;;{0, 33, 1, 9, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 5, 6, 7, 8, 9}
6;11;Player 1;10;-10;47;0;[3, 2];5;0;True;;0;EC:Input:A =10;;;{0, 33, 1, 5, 9, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 5, 6, 7, 8, 9}
7;12;Player 0;10;0;-20;0;[0, 3];0;0;False;['CPU1Captured'];2;;;;{0, 33, 1, 5, 9, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 5, 6, 7, 8, 9}
7;13;Player 1;10;-10;47;0;[3, 2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: T -=100 '};;{0, 33, 1, 5, 9, 21, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;14;Player 0;25;0;-20;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 33, 1, 5, 6, 9, 21, 22, 24, 26, 27, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;10;-10;47;0;[3, 2, 0];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: A=NULL; '}";;{0, 33, 1, 5, 6, 9, 20, 21, 22, 24, 26, 27, 29, 30};{0}
9;16;Player 0;25;20;-20;0;[3];11;0;True;;0;EC:Input:B =20;;;{0, 33, 1, 5, 6, 9, 11, 20, 21, 22, 24, 26, 27, 29, 30};{0}
9;17;Player 1;10;0;0;0;[3, 0, 1];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 33, 1, 5, 6, 9, 11, 20, 21, 22, 24, 25, 26, 27, 29, 30};{0, 1, 3}
10;18;Player 0;0;-1;27;0;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: A=0,B=-1,C=N '};;{0, 33, 1, 2, 5, 6, 9, 11, 20, 21, 22, 24, 25, 26, 27, 29, 30};{0, 1, 3, 7}
10;19;Player 1;5;0;0;0;[3, 1];4;0;True;;0;EC:Input:A =5;;;{0, 33, 2, 1, 4, 5, 6, 9, 11, 20, 21, 22, 24, 25, 26, 27, 29, 30};{0, 1, 3, 7}
11;20;Player 0;0;30;27;0;[3, 2];12;0;True;;0;EC:Input:B =30;;;{0, 1, 2, 4, 5, 6, 9, 11, 12, 20, 21, 22, 24, 25, 26, 27, 29, 30, 33};{0, 1, 3, 7}
11;21;Player 1;5;0;5;0;[3, 1];15;0;True;;0;EC:Input:C =5;;;{0, 1, 2, 4, 5, 6, 9, 11, 12, 15, 20, 21, 22, 24, 25, 26, 27, 29, 30, 33};{0, 1, 3, 7}
12;22;Player 0;0;30;27;0;[3, 2];31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 4, 5, 6, 9, 11, 12, 15, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7}
12;23;Player 1;5;0;15;0;[3, 1];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 4, 5, 6, 9, 11, 12, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7}
13;24;Player 0;0;30;13;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7}
13;25;Player 1;5;70;-20;0;[3];14;1;True;;0;EC:Input:B =70;{' WC Name: C=-20 '};;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7, 9}
14;26;Player 0;0;10;13;0;[3];10;0;True;;0;EC:Input:B =10;;;{0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7, 9}
14;27;Player 1;50;70;-20;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 33};{0, 1, 3, 7, 9}
15;28;Player 0;0;10;13;0;[3];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 1, 3, 7, 9}
15;29;Player 1;75;70;-20;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 1, 3, 7, 9}
16;30;Player 0;0;10;13;0;[3, 2];28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;"{' WC Name: Capture CPU ', ' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 9}
16;31;Player 1;75;70;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 9}
17;32;Player 0;0;10;13;0;[3, 2];0;0;False;['CPU1Captured'];1;;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 9}
17;33;Player 1;75;70;25;0;[3];17;0;True;;0;EC:Input:C =25;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 9}
18;34;Player 0;0;10;13;0;[3, 2];0;0;False;['CPU1Captured'];2;;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 9}
18;35;Player 1;75;-10;75;0;[3];19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 8, 9}
19;36;Player 0;0;50;13;0;[3, 2];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 5, 7, 8, 9}
19;37;Player 1;75;-10;75;0;[3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T -=100 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 4, 5, 7, 8, 9}
20;38;Player 0;0;50;42;0;[3];0;1;True;;0;EC:Input:2 digit number;{' WC Name: T =xx00 '};;{32, 33, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;39;Player 1;75;-10;75;0;[3, 0, 1];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B=NULL; ', ' WC Name: A=NULL; '}";;{32, 33, 0, 28, 29, 30, 31};{0, 1}
21;40;Player 0;0;70;42;0;[3];14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{32, 33, 0, 14, 28, 29, 30, 31};{0, 1, 6}
21;41;Player 1;75;0;0;0;[3, 0, 2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: C=NULL; '}";;{32, 33, 0, 14, 26, 28, 29, 30, 31};{0, 1, 2, 3, 6}
22;42;Player 0;0;50;42;0;[3];13;0;True;;0;EC:Input:B =50;;;{32, 33, 0, 13, 14, 26, 28, 29, 30, 31};{0, 1, 2, 3, 6}
22;43;Player 1;75;-10;0;0;[3, 0, 2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: B=-10 '};;{32, 33, 0, 13, 14, 21, 26, 28, 29, 30, 31};{0, 1, 2, 3, 6, 8}
23;44;Player 0;0;-1;42;0;[3, 2];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: A=0,B=-1,C=N '};;{32, 33, 0, 1, 13, 14, 21, 26, 28, 29, 30, 31};{0, 1, 2, 3, 6, 7, 8}
23;45;Player 1;75;-10;-20;0;[3, 0];27;2;True;['CPU1Captured'];0;EC:Task: T += (2*)(A+B+C);{' WC Name: C=-20 ', ' WC Name: Capture CPU '};;{32, 33, 0, 1, 13, 14, 21, 26, 27, 28, 29, 30, 31};{0, 1, 2, 3, 5, 6, 7, 8, 9}
24;46;Player 0;0;-1;42;0;[3, 2];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T -=100 '};;{32, 33, 0, 1, 13, 14, 21, 25, 26, 27, 28, 29, 30, 31};{4}
24;47;Player 1;75;-10;-20;0;[3, 0];0;0;False;['CPU1Captured'];1;;;;{32, 33, 0, 1, 13, 14, 21, 25, 26, 27, 28, 29, 30, 31};{4}
25;48;Player 0;0;-1;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{32, 33, 0, 1, 13, 14, 18, 21, 25, 26, 27, 28, 29, 30, 31};{4}
25;49;Player 1;75;-10;-20;0;[3, 0];0;0;False;['CPU1Captured'];2;;;;{32, 33, 0, 1, 13, 14, 18, 21, 25, 26, 27, 28, 29, 30, 31};{4}
26;50;Player 0;0;30;45;0;[3];12;0;True;;0;EC:Input:B =30;;;{32, 33, 0, 1, 12, 13, 14, 18, 21, 25, 26, 27, 28, 29, 30, 31};{4}
26;51;Player 1;75;-10;5;0;[3, 0];15;0;True;;0;EC:Input:C =5;;;{32, 33, 0, 1, 12, 13, 14, 15, 18, 21, 25, 26, 27, 28, 29, 30, 31};{4}
27;52;Player 0;25;30;45;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{32, 33, 0, 1, 3, 12, 13, 14, 15, 18, 21, 25, 26, 27, 28, 29, 30, 31};{4}
27;53;Player 1;5;-10;5;0;[3, 0];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 3, 9, 12, 13, 14, 15, 18, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33};{4}
28;54;Player 0;69;30;45;0;[3, 0];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: A=NULL; '}";;{0, 1, 2, 3, 9, 12, 13, 14, 15, 18, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 4}
