54;106;Player 0;0;-10;0;0;[3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: B=-10 '}";;{32, 33, 34, 0, 25, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
54;107;Player 1;25;30;75;-34;[3, 0];19;1;True;;0;EC:Input:C =75;"{' WC Name: A=NULL; '}";;{32, 33, 34, 0, 19, 25, 29, 30, 31};{0}
55;108;Player 0;0;-10;25;0;[3];17;0;True;;0;EC:Input:C =25;;;{32, 33, 34, 0, 17, 19, 25, 29, 30, 31};{0}
55;109;Player 1;25;30;75;-34;[3, 0, 2];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: C=NULL; '}";;{32, 33, 34, 0, 17, 19, 21, 25, 29, 30, 31};{0, 2}
56;110;Player 0;0;-10;-20;0;[3];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: C=-20 ', ' WC Name: B=-10 '};;{32, 33, 34, 0, 17, 19, 21, 25, 28, 29, 30, 31};{0, 9, 2, 8}
56;111;Player 1;0;-1;75;-34;[3, 2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: A=0,B=-1,C=N ', ' WC Name: B=NULL; '}";;{32, 33, 34, 0, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 7, 8, 9}
57;112;Player 0;0;10;-20;0;[3];10;0;True;;0;EC:Input:B =10;;;{32, 33, 34, 0, 10, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 7, 8, 9}
57;113;Player 1;0;-1;48;-34;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: T -=100 '};;{32, 33, 34, 0, 1, 10, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 4, 7, 8, 9}
58;114;Player 0;0;30;-20;0;[3];12;0;True;;0;EC:Input:B =30;;;{32, 33, 34, 0, 1, 10, 12, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 4, 7, 8, 9}
58;115;Player 1;0;7;48;-34;[3];9;0;True;;0;EC:Input: sum dice of all players;;;{32, 33, 34, 0, 1, 9, 10, 12, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 4, 7, 8, 9}
59;116;Player 0;0;30;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{32, 33, 34, 0, 1, 9, 10, 12, 15, 17, 19, 21, 24, 25, 28, 29, 30, 31};{0, 1, 2, 4, 7, 8, 9}
59;117;Player 1;50;7;48;-34;[3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 7, 9, 10, 12, 15, 17, 19, 21, 24, 25, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 4, 7, 8, 9}
60;118;Player 0;0;0;0;0;[3];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: Capture CPU '}";;{0, 1, 7, 9, 10, 12, 15, 17, 19, 21, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 7, 8, 9}
60;119;Player 1;50;24;48;-34;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 7, 9, 10, 12, 15, 17, 19, 21, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 7, 8, 9}
