roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;66;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;23;0;0;0;;1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B,C=0; '}";;{0, 1};{0, 3}
2;2;Player 0;0;-1;0;0;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 21};{0, 3, 7}
2;3;Player 1;23;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 1, 11, 21};{0, 3, 7}
3;4;Player 0;0;-1;0;-1;[2];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: C=NULL; '}";;{0, 1, 11, 20, 21};{0, 2, 3, 7}
3;5;Player 1;23;20;0;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 1, 33, 11, 20, 21};{0, 2, 3, 7}
4;6;Player 0;0;10;0;-1;[2];10;0;True;;0;EC:Input:B =10;;;{0, 1, 33, 10, 11, 20, 21};{0, 2, 3, 7}
4;7;Player 1;5;20;0;0;;4;0;True;;0;EC:Input:A =5;;;{0, 1, 33, 4, 10, 11, 20, 21};{0, 2, 3, 7}
5;8;Player 0;0;10;0;-1;[2];29;0;True;;0;EC:Resource: Restart;;;{0, 1, 33, 4, 10, 11, 20, 21, 29};{0, 2, 3, 7}
5;9;Player 1;10;20;0;0;;5;0;True;;0;EC:Input:A =10;;;{0, 1, 33, 4, 5, 10, 11, 20, 21, 29};{0, 2, 3, 7}
6;10;Player 0;0;-10;0;-9;[2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 1, 33, 4, 5, 10, 11, 20, 21, 23, 29};{0, 2, 3, 7, 8}
6;11;Player 1;10;20;0;30;;22;1;True;['CPU1Captured'];0;EC:Task: T += A+B+C;{' WC Name: Capture CPU '};;{0, 1, 33, 4, 5, 10, 11, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
7;12;Player 0;0;-10;10;-9;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 33, 3, 4, 5, 10, 11, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
7;13;Player 1;10;20;0;30;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 33, 3, 4, 5, 10, 11, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
8;14;Player 0;0;-10;5;-9;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 33, 3, 4, 5, 10, 11, 15, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
8;15;Player 1;10;20;0;30;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 33, 3, 4, 5, 10, 11, 15, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
9;16;Player 0;0;30;5;-9;;12;0;True;;0;EC:Input:B =30;;;{0, 1, 33, 3, 4, 5, 10, 11, 12, 15, 20, 21, 22, 23, 29};{0, 2, 3, 5, 7, 8}
9;17;Player 1;10;20;75;-70;;19;1;True;;0;EC:Input:C =75;{' WC Name: T -=100 '};;{0, 1, 33, 3, 4, 5, 10, 11, 12, 15, 19, 20, 21, 22, 23, 29};{0, 2, 3, 4, 5, 7, 8}
10;18;Player 0;0;30;-20;26;[1];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: C=-20 ', ' WC Name: B=NULL; '}";;{0, 1, 33, 3, 4, 5, 10, 11, 12, 15, 19, 20, 21, 22, 23, 25, 29};{0, 1, 2, 3, 4, 5, 7, 8, 9}
10;19;Player 1;10;70;75;-100;;14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 1, 33, 3, 4, 5, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;0;2;-20;26;[0];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: A=NULL; '}";;{0, 1, 2, 3, 4, 5, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 33};{0}
11;21;Player 1;10;70;75;-100;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 2, 3, 4, 5, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 33};{0}
12;22;Player 0;10;2;-20;26;[0];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 33};{0}
12;23;Player 1;50;70;75;-100;;7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 33};{0}
13;24;Player 0;25;2;-20;26;;6;0;True;;0;EC:Input:A =25;;;{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 33};{0}
13;25;Player 1;75;70;75;-100;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 33};{0}
14;26;Player 0;25;2;-20;26;;31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 29, 30, 31, 33};{0}
14;27;Player 1;75;70;75;120;;27;2;True;;0;EC:Task: T += (2*)(A+B+C);;Player 1;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23, 25, 27, 29, 30, 31, 33};{0}
