roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;62;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;19;1;True;;0;EC:Input:C =75;"{' WC Name: B,C=0; '}";;{0, 19};{0, 3}
2;2;Player 0;0;-1;0;0;[2];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: A=0,B=-1,C=N '};;{0, 2, 19};{0, 3, 7}
2;3;Player 1;0;0;0;0;;32;0;True;;0;EC:Resource: Restart;;;{0, 32, 2, 19};{0, 3, 7}
3;4;Player 0;0;-1;0;0;[2, 3];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: T -=100 '};;{0, 32, 2, 19, 25};{0, 3, 4, 6, 7}
3;5;Player 1;0;0;0;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 32, 2, 33, 19, 25};{0, 3, 4, 6, 7}
4;6;Player 0;75;-1;0;0;[2, 3];8;0;True;;0;EC:Input:A =75;;;{0, 33, 32, 2, 8, 19, 25};{0, 3, 4, 6, 7}
4;7;Player 1;0;0;0;9;[2];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: C=NULL; '}";;{0, 33, 32, 2, 8, 19, 23, 25};{0, 2, 3, 4, 6, 7}
5;8;Player 0;75;20;0;0;[2, 3];11;0;True;;0;EC:Input:B =20;;;{0, 33, 32, 2, 8, 11, 19, 23, 25};{0, 2, 3, 4, 6, 7}
5;9;Player 1;0;0;0;9;[2];34;0;True;;0;EC:Resource: Restart;;;{0, 33, 32, 2, 34, 8, 11, 19, 23, 25};{0, 2, 3, 4, 6, 7}
6;10;Player 0;75;20;0;0;[2, 3];31;0;True;;0;EC:Resource: Bazar;;;{0, 33, 32, 2, 34, 8, 11, 19, 23, 25, 31};{0, 2, 3, 4, 6, 7}
6;11;Player 1;0;30;0;9;[2];12;0;True;;0;EC:Input:B =30;;;{0, 33, 32, 2, 34, 8, 11, 12, 19, 23, 25, 31};{0, 2, 3, 4, 6, 7}
7;12;Player 0;10;20;0;0;[2, 3];5;0;True;;0;EC:Input:A =10;;;{0, 33, 32, 2, 34, 5, 8, 11, 12, 19, 23, 25, 31};{0, 2, 3, 4, 6, 7}
7;13;Player 1;0;30;-20;9;[3, 1];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=-20 ', ' WC Name: B=NULL; '}";;{0, 33, 32, 2, 34, 5, 8, 11, 12, 19, 23, 25, 28, 31};{0, 1, 2, 3, 4, 6, 7, 9}
8;14;Player 0;10;50;0;0;[2, 3];13;0;True;;0;EC:Input:B =50;;;{0, 33, 32, 2, 34, 5, 8, 11, 12, 13, 19, 23, 25, 28, 31};{0, 1, 2, 3, 4, 6, 7, 9}
8;15;Player 1;0;30;-20;9;[3, 1];29;0;True;;0;EC:Resource: Restart;;;{0, 33, 32, 2, 34, 5, 8, 11, 12, 13, 19, 23, 25, 28, 29, 31};{0, 1, 2, 3, 4, 6, 7, 9}
