roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;19;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;0;0;[2];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: A=0,B=-1,C=N '};;{0, 2};{0, 7}
2;2;Player 0;19;0;0;0;[0, 3];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 2, 20};{0, 3, 7}
2;3;Player 1;0;-1;3;0;[2];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 9, 2, 20};{0, 3, 7}
3;4;Player 0;19;0;75;0;[0, 3, 2];19;1;True;;0;EC:Input:C =75;"{' WC Name: C=NULL; '}";;{0, 2, 9, 19, 20};{0, 2, 3, 7}
3;5;Player 1;0;30;3;0;[2];12;0;True;;0;EC:Input:B =30;;;{0, 2, 9, 12, 19, 20};{0, 2, 3, 7}
4;6;Player 0;19;0;-20;0;[0, 3];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: C=-20 '};;{0, 2, 9, 12, 19, 20, 21};{0, 2, 3, 7, 9}
4;7;Player 1;0;-10;3;0;[2, 3, 1];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B=-10 ', ' WC Name: B=NULL; '}";;{0, 2, 9, 12, 19, 20, 21, 25};{0, 1, 2, 3, 7, 8, 9}
5;8;Player 0;19;0;-20;0;[0, 3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T -=100 '};;{0, 2, 9, 12, 19, 20, 21, 23, 25};{0, 1, 2, 3, 4, 7, 8, 9}
5;9;Player 1;0;-10;3;0;[2, 3, 1];24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;{' WC Name: T =xx00 ', ' WC Name: Capture CPU '};;{0, 2, 9, 12, 19, 20, 21, 23, 24, 25};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
6;10;Player 0;28;0;-20;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 2, 3, 9, 12, 19, 20, 21, 23, 24, 25};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
6;11;Player 1;0;-10;3;0;[2, 3, 1];0;0;False;['CPU1Captured'];1;;;;{0, 2, 3, 9, 12, 19, 20, 21, 23, 24, 25};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
7;12;Player 0;28;0;-20;0;[3, 0];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: C=-20 ', ' WC Name: A=NULL; '}";;{0, 2, 3, 9, 12, 19, 20, 21, 23, 24, 25, 26};{0, 9}
7;13;Player 1;0;-10;3;0;[2, 3, 1];0;0;False;['CPU1Captured'];2;;;;{0, 2, 3, 9, 12, 19, 20, 21, 23, 24, 25, 26};{0, 9}
8;14;Player 0;28;50;-20;0;[3, 0];13;0;True;;0;EC:Input:B =50;;;{0, 2, 3, 9, 12, 13, 19, 20, 21, 23, 24, 25, 26};{0, 9}
8;15;Player 1;0;-10;45;0;[3, 1];18;0;True;;0;EC:Input:C =45;;;{0, 2, 3, 9, 12, 13, 18, 19, 20, 21, 23, 24, 25, 26};{0, 9}
9;16;Player 0;28;50;-20;0;[3, 0];31;0;True;;0;EC:Resource: Bazar;;;{0, 2, 3, 9, 12, 13, 18, 19, 20, 21, 23, 24, 25, 26, 31};{0, 9}
