roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;69;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;[2];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: C=NULL; '}";;{0, 20};{0, 2}
2;2;Player 0;69;0;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 20, 15};{0, 2}
2;3;Player 1;0;0;2;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 20, 15};{0, 2}
3;4;Player 0;69;-10;5;69;[0];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: Capture CPU ', ' WC Name: B=-10 '};;{0, 3, 15, 20, 26};{0, 8, 2, 5}
3;5;Player 1;9;0;2;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 3, 9, 15, 20, 26};{0, 8, 2, 5}
4;6;Player 0;69;-10;5;69;[0];0;0;False;['CPU1Captured'];1;;;;{0, 3, 9, 15, 20, 26};{0, 8, 2, 5}
4;7;Player 1;9;30;2;0;;12;0;True;;0;EC:Input:B =30;;;{0, 3, 9, 12, 15, 20, 26};{0, 8, 2, 5}
5;8;Player 0;69;-10;5;69;[0];0;0;False;['CPU1Captured'];2;;;;{0, 3, 9, 12, 15, 20, 26};{0, 8, 2, 5}
5;9;Player 1;0;-1;2;41;[2];22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: A=0,B=-1,C=N '};;{0, 3, 9, 12, 15, 20, 22, 26};{0, 2, 5, 7, 8}
6;10;Player 0;69;-10;25;69;[0];17;0;True;;0;EC:Input:C =25;;;{0, 3, 9, 12, 15, 17, 20, 22, 26};{0, 2, 5, 7, 8}
6;11;Player 1;10;-1;2;41;[2];5;0;True;;0;EC:Input:A =10;;;{0, 3, 5, 9, 12, 15, 17, 20, 22, 26};{0, 2, 5, 7, 8}
7;12;Player 0;69;70;25;69;[0, 1];14;1;True;;0;EC:Input:B =70;"{' WC Name: B=NULL; '}";;{0, 3, 5, 9, 12, 14, 15, 17, 20, 22, 26};{0, 1, 2, 5, 7, 8}
7;13;Player 1;10;-1;2;0;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: T =xx00 '};;{0, 3, 5, 9, 12, 14, 15, 17, 20, 21, 22, 26};{0, 1, 2, 5, 6, 7, 8}
8;14;Player 0;69;70;15;69;[0, 1];16;0;True;;0;EC:Input:C =15;;;{0, 3, 5, 9, 12, 14, 15, 16, 17, 20, 21, 22, 26};{0, 1, 2, 5, 6, 7, 8}
8;15;Player 1;5;-1;2;0;[2];4;0;True;;0;EC:Input:A =5;;;{0, 3, 4, 5, 9, 12, 14, 15, 16, 17, 20, 21, 22, 26};{0, 1, 2, 5, 6, 7, 8}
9;16;Player 0;69;70;15;69;[0, 1];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 3, 4, 5, 9, 12, 14, 15, 16, 17, 20, 21, 22, 26};{0, 1, 2, 5, 6, 7, 8}
9;17;Player 1;5;-1;2;0;[2];31;0;True;;0;EC:Resource: Bazar;;;{0, 34, 3, 4, 5, 9, 12, 14, 15, 16, 17, 20, 21, 22, 26, 31};{0, 1, 2, 5, 6, 7, 8}
10;18;Player 0;69;70;45;69;[0, 1];18;0;True;;0;EC:Input:C =45;;;{0, 34, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 26, 31};{0, 1, 2, 5, 6, 7, 8}
10;19;Player 1;5;0;0;0;[3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: T -=100 '}";;{0, 34, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
11;20;Player 0;41;70;-20;69;[1];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: C=-20 '};;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 31, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;21;Player 1;5;0;0;0;[3, 0];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B,C=0; ', ' WC Name: A=NULL; '}";;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 27, 31, 34};{0, 3}
12;22;Player 0;0;-1;-20;69;[3, 2];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 31, 34};{0, 3, 6, 7}
12;23;Player 1;5;-10;75;0;[3, 0];19;1;True;;0;EC:Input:C =75;{' WC Name: B=-10 '};;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 34};{0, 3, 6, 7, 8}
13;24;Player 0;0;-1;-20;69;[3, 2];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 32, 34};{0, 3, 6, 7, 8}
13;25;Player 1;5;-10;75;0;[3, 0];33;0;True;;0;EC:Resource: Restart;;;{0, 1, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 32, 33, 34};{0, 3, 6, 7, 8}
14;26;Player 0;0;-1;29;69;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 9, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8}
14;27;Player 1;5;20;75;0;[3, 0];11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 3, 4, 5, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8}
15;28;Player 0;25;-1;29;69;[3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8}
15;29;Player 1;5;20;-20;0;[3, 0];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
16;30;Player 0;25;-1;29;69;[3, 2];29;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
16;31;Player 1;5;50;-20;0;[3, 0];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
17;32;Player 0;25;10;29;69;[3, 2];10;0;True;;0;EC:Input:B =10;;;{0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
17;33;Player 1;50;50;-20;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
18;34;Player 0;25;10;29;69;[3, 2];30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
18;35;Player 1;75;50;-20;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 2, 3, 6, 7, 8, 9}
19;36;Player 0;25;10;29;69;[3, 2, 1];28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;"{' WC Name: Capture CPU ', ' WC Name: B=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 5, 6, 7, 8, 9}
19;37;Player 1;75;50;40;0;[3];0;1;True;;0;EC:Input:2 digit number;{' WC Name: T -=100 '};;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;38;Player 0;25;10;29;69;[3, 2, 1];0;0;False;['CPU1Captured'];1;;;;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;39;Player 1;75;50;40;0;[3, 0];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: A=NULL; '}";;{32, 33, 34, 0, 22, 29, 30, 31};{0}
21;40;Player 0;25;10;29;69;[3, 2, 1];0;0;False;['CPU1Captured'];2;;;;{32, 33, 34, 0, 22, 29, 30, 31};{0}
21;41;Player 1;18;50;40;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{32, 33, 34, 0, 3, 22, 29, 30, 31};{0}
22;42;Player 0;0;-1;42;69;[3, 2];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: A=0,B=-1,C=N '};;{32, 33, 34, 3, 0, 1, 22, 29, 30, 31};{0, 7}
22;43;Player 1;10;50;40;0;[3];5;0;True;;0;EC:Input:A =10;;;{32, 33, 34, 3, 0, 1, 5, 22, 29, 30, 31};{0, 7}
23;44;Player 0;0;-1;3;69;[3, 2];9;0;True;;0;EC:Input: sum dice of all players;;;{32, 33, 34, 3, 0, 1, 5, 9, 22, 29, 30, 31};{0, 7}
23;45;Player 1;10;50;15;0;[3];16;0;True;;0;EC:Input:C =15;;;{32, 33, 34, 3, 0, 1, 5, 9, 16, 22, 29, 30, 31};{0, 7}
24;46;Player 0;75;-1;3;69;[3, 2];8;0;True;;0;EC:Input:A =75;;;{32, 33, 34, 3, 0, 1, 5, 8, 9, 16, 22, 29, 30, 31};{0, 7}
24;47;Player 1;10;-10;15;0;[3];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B=-10 ', ' WC Name: B=NULL; '}";;{32, 33, 34, 3, 0, 1, 5, 8, 9, 16, 22, 28, 29, 30, 31};{0, 1, 8, 7}
25;48;Player 0;75;50;3;69;[3, 2];13;0;True;;0;EC:Input:B =50;;;{32, 33, 34, 3, 0, 1, 5, 8, 9, 13, 16, 22, 28, 29, 30, 31};{0, 1, 8, 7}
25;49;Player 1;10;0;-20;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: C=-20 '}";;{32, 33, 34, 3, 0, 1, 5, 8, 9, 13, 16, 22, 24, 28, 29, 30, 31};{0, 1, 3, 7, 8, 9}
26;50;Player 0;75;50;25;69;[3];17;0;True;;0;EC:Input:C =25;;;{32, 33, 34, 3, 0, 1, 5, 8, 9, 13, 16, 17, 22, 24, 28, 29, 30, 31};{0, 1, 3, 7, 8, 9}
26;51;Player 1;10;70;-20;0;[3];14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 1, 3, 5, 8, 9, 13, 14, 16, 17, 22, 24, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 6, 7, 8, 9}
27;52;Player 0;75;50;25;69;[3];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: Capture CPU ', ' WC Name: T -=100 '};;{0, 1, 3, 5, 8, 9, 13, 14, 16, 17, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 5, 6, 7, 8, 9}
27;53;Player 1;25;70;-20;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 1, 3, 5, 6, 8, 9, 13, 14, 16, 17, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 5, 6, 7, 8, 9}
28;54;Player 0;75;50;25;69;[3];0;0;False;['CPU1Captured'];1;;;;{0, 1, 3, 5, 6, 8, 9, 13, 14, 16, 17, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 5, 6, 7, 8, 9}
28;55;Player 1;50;70;-20;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 3, 5, 6, 7, 8, 9, 13, 14, 16, 17, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 5, 6, 7, 8, 9}
29;56;Player 0;75;50;25;69;[3];0;0;False;['CPU1Captured'];2;;;;{0, 1, 3, 5, 6, 7, 8, 9, 13, 14, 16, 17, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 5, 6, 7, 8, 9}
