roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;98;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;0;0;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: A=0,B=-1,C=N '};;{0, 21};{0, 7}
2;2;Player 0;50;0;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 21, 7};{0, 7}
2;3;Player 1;0;0;0;9;;23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: B,C=0; '}";;{0, 23, 21, 7};{0, 3, 7}
3;4;Player 0;50;-10;0;0;;14;1;True;;0;EC:Input:B =70;{' WC Name: B=-10 '};;{0, 7, 14, 21, 23};{0, 8, 3, 7}
3;5;Player 1;0;0;0;9;[2];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 7, 14, 21, 22, 23};{0, 2, 3, 7, 8}
4;6;Player 0;50;-10;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 7, 14, 16, 21, 22, 23};{0, 2, 3, 7, 8}
4;7;Player 1;75;0;0;9;[2];8;0;True;;0;EC:Input:A =75;;;{0, 7, 8, 14, 16, 21, 22, 23};{0, 2, 3, 7, 8}
5;8;Player 0;25;-10;15;0;;6;0;True;;0;EC:Input:A =25;;;{0, 6, 7, 8, 14, 16, 21, 22, 23};{0, 2, 3, 7, 8}
5;9;Player 1;75;0;12;9;;1;1;True;['CPU1Captured'];0;EC:Input:2 digit number<50;{' WC Name: Capture CPU '};;{0, 1, 6, 7, 8, 14, 16, 21, 22, 23};{0, 2, 3, 5, 7, 8}
6;10;Player 0;25;-10;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 6, 7, 8, 14, 15, 16, 21, 22, 23};{0, 2, 3, 5, 7, 8}
6;11;Player 1;75;0;12;9;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 6, 7, 8, 14, 15, 16, 21, 22, 23};{0, 2, 3, 5, 7, 8}
7;12;Player 0;25;8;-20;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: C=-20 '};;{0, 1, 2, 6, 7, 8, 14, 15, 16, 21, 22, 23};{0, 2, 3, 5, 7, 8, 9}
7;13;Player 1;75;0;12;9;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 2, 6, 7, 8, 14, 15, 16, 21, 22, 23};{0, 2, 3, 5, 7, 8, 9}
8;14;Player 0;25;8;-20;-100;;25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: T -=100 '};;{0, 1, 2, 6, 7, 8, 14, 15, 16, 21, 22, 23, 25};{0, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;75;20;12;9;;11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 6, 7, 8, 11, 14, 15, 16, 21, 22, 23, 25};{0, 2, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;25;8;-20;-100;;31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 6, 7, 8, 11, 14, 15, 16, 21, 22, 23, 25, 31};{0, 2, 3, 4, 5, 6, 7, 8, 9}
9;17;Player 1;75;20;12;104;;26;2;True;;0;EC:Task: T += B+((2*)A);;Player 1;{0, 1, 2, 6, 7, 8, 11, 14, 15, 16, 21, 22, 23, 25, 26, 31};{0, 2, 3, 4, 5, 6, 7, 8, 9}
