roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;53;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 15};{0}
2;2;Player 0;53;0;0;0;[0, 3];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 20, 15};{0, 3}
2;3;Player 1;0;0;-20;0;;21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: C=-20 '};;{0, 20, 21, 15};{0, 9, 3}
3;4;Player 0;25;0;0;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 6, 15, 20, 21};{0, 9, 3}
3;5;Player 1;5;0;-20;0;;4;0;True;;0;EC:Input:A =5;;;{0, 4, 6, 15, 20, 21};{0, 9, 3}
4;6;Player 0;25;0;0;0;[3];29;0;True;;0;EC:Resource: Restart;;;{0, 4, 6, 15, 20, 21, 29};{0, 9, 3}
4;7;Player 1;5;0;75;0;[2];19;1;True;;0;EC:Input:C =75;"{' WC Name: C=NULL; '}";;{0, 4, 6, 15, 19, 20, 21, 29};{0, 9, 2, 3}
5;8;Player 0;10;0;0;0;[3];5;0;True;;0;EC:Input:A =10;;;{0, 4, 5, 6, 15, 19, 20, 21, 29};{0, 9, 2, 3}
5;9;Player 1;5;0;75;0;[2];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 4, 5, 6, 15, 19, 20, 21, 29};{0, 9, 2, 3}
6;10;Player 0;10;-10;0;0;[3];28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;{' WC Name: B=-10 ', ' WC Name: Capture CPU '};;{0, 34, 4, 5, 6, 15, 19, 20, 21, 28, 29};{0, 2, 3, 5, 8, 9}
6;11;Player 1;5;0;75;0;[2];32;0;True;;0;EC:Resource: Restart;;;{0, 32, 34, 4, 5, 6, 15, 19, 20, 21, 28, 29};{0, 2, 3, 5, 8, 9}
7;12;Player 0;10;-10;0;0;[3];0;0;False;['CPU1Captured'];1;;;;{0, 32, 34, 4, 5, 6, 15, 19, 20, 21, 28, 29};{0, 2, 3, 5, 8, 9}
7;13;Player 1;50;0;75;0;[2];7;0;True;;0;EC:Input:A =50;;;{0, 32, 34, 4, 5, 6, 7, 15, 19, 20, 21, 28, 29};{0, 2, 3, 5, 8, 9}
