roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;21;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;50;0;0;;13;0;True;;0;EC:Input:B =50;;;{0, 13};{0}
2;2;Player 0;21;0;-20;0;[0, 3, 1];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=-20 ', ' WC Name: B=NULL; '}";;{0, 27, 13};{0, 9, 1}
2;3;Player 1;0;50;0;50;;20;1;True;['CPU1Captured'];0;EC:Task: T += A+B;{' WC Name: Capture CPU '};;{0, 27, 20, 13};{0, 9, 5, 1}
3;4;Player 0;21;20;-20;0;[0, 3, 1];11;0;True;;0;EC:Input:B =20;;;{0, 11, 13, 20, 27};{0, 9, 5, 1}
3;5;Player 1;0;50;0;50;;0;0;False;['CPU1Captured'];1;;;;{0, 11, 13, 20, 27};{0, 9, 5, 1}
4;6;Player 0;21;20;25;0;[0, 3, 1];17;0;True;;0;EC:Input:C =25;;;{0, 11, 13, 17, 20, 27};{0, 9, 5, 1}
4;7;Player 1;0;50;0;50;;0;0;False;['CPU1Captured'];2;;;;{0, 11, 13, 17, 20, 27};{0, 9, 5, 1}
5;8;Player 0;19;20;25;0;[3, 1];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 11, 13, 17, 20, 27};{0, 9, 5, 1}
5;9;Player 1;0;50;0;100;;25;2;True;;0;EC:Task: T += sum all;;Player 1;{0, 3, 11, 13, 17, 20, 25, 27};{0, 9, 5, 1}
