roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;14;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;70;0;0;;14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 14};{0, 6}
2;2;Player 0;14;0;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 17, 14};{0, 6}
2;3;Player 1;0;70;0;0;;32;0;True;;0;EC:Resource: Restart;;;{0, 17, 32, 14};{0, 6}
3;4;Player 0;14;0;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 32, 14, 15, 17};{0, 6}
3;5;Player 1;75;70;0;0;;8;0;True;;0;EC:Input:A =75;;;{0, 32, 8, 14, 15, 17};{0, 6}
4;6;Player 0;0;-1;-20;14;;26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=-20 '};;{0, 32, 8, 14, 15, 17, 26};{0, 9, 6, 7}
4;7;Player 1;75;70;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 32, 8, 14, 15, 16, 17, 26};{0, 9, 6, 7}
5;8;Player 0;50;-1;-20;14;;7;0;True;;0;EC:Input:A =50;;;{0, 32, 7, 8, 14, 15, 16, 17, 26};{0, 9, 6, 7}
5;9;Player 1;10;70;15;0;;5;0;True;;0;EC:Input:A =10;;;{0, 32, 5, 7, 8, 14, 15, 16, 17, 26};{0, 9, 6, 7}
6;10;Player 0;50;-1;-20;14;;34;0;True;;0;EC:Resource: Restart;;;{0, 32, 34, 5, 7, 8, 14, 15, 16, 17, 26};{0, 9, 6, 7}
6;11;Player 1;25;70;15;0;;6;0;True;;0;EC:Input:A =25;;;{0, 32, 34, 5, 6, 7, 8, 14, 15, 16, 17, 26};{0, 9, 6, 7}
7;12;Player 0;50;30;-20;14;;12;0;True;;0;EC:Input:B =30;;;{0, 32, 34, 5, 6, 7, 8, 12, 14, 15, 16, 17, 26};{0, 9, 6, 7}
7;13;Player 1;25;70;15;0;;29;0;True;;0;EC:Resource: Restart;;;{0, 32, 34, 5, 6, 7, 8, 12, 14, 15, 16, 17, 26, 29};{0, 9, 6, 7}
8;14;Player 0;50;30;75;14;[1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B=NULL; '}";;{0, 32, 34, 5, 6, 7, 8, 12, 14, 15, 16, 17, 19, 26, 29};{0, 1, 6, 7, 9}
8;15;Player 1;25;10;15;0;;10;0;True;;0;EC:Input:B =10;;;{0, 32, 34, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 26, 29};{0, 1, 6, 7, 9}
9;16;Player 0;50;50;75;-86;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T -=100 '};;{0, 32, 34, 2, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 26, 29};{0, 1, 4, 6, 7, 9}
9;17;Player 1;25;10;15;0;;31;0;True;;0;EC:Resource: Bazar;;;{0, 32, 2, 34, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 26, 29, 31};{0, 1, 4, 6, 7, 9}
10;18;Player 0;50;0;0;89;;27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B,C=0; ', ' WC Name: B=-10 '}";;{0, 2, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 26, 27, 29, 31, 32, 34};{0, 1, 3, 4, 6, 7, 8, 9}
10;19;Player 1;25;10;15;25;[2];24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;"{' WC Name: Capture CPU ', ' WC Name: C=NULL; '}";;{0, 2, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 24, 26, 27, 29, 31, 32, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;50;34;0;89;[0];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: A=NULL; '}";;{0, 1, 2, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 19, 24, 26, 27, 29, 31, 32, 34};{0}
