roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;71;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 11};{0}
2;2;Player 0;75;0;0;0;[0];8;0;True;;0;EC:Input:A =75;;;{0, 8, 11};{0}
2;3;Player 1;0;20;0;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 8, 11, 9};{0}
3;4;Player 0;75;0;45;0;[0];18;0;True;;0;EC:Input:C =45;;;{0, 8, 9, 11, 18};{0}
3;5;Player 1;0;40;0;-100;[1];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: T -=100 ', ' WC Name: B=NULL; '}";;{0, 8, 9, 11, 18, 27};{0, 1, 4}
4;6;Player 0;25;0;45;0;[0];6;0;True;;0;EC:Input:A =25;;;{0, 6, 8, 9, 11, 18, 27};{0, 1, 4}
4;7;Player 1;0;-1;0;-100;[2];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 6, 8, 9, 11, 18, 27};{0, 1, 4, 7}
5;8;Player 0;25;0;75;0;[0, 2];19;1;True;;0;EC:Input:C =75;"{' WC Name: C=NULL; '}";;{0, 1, 6, 8, 9, 11, 18, 19, 27};{0, 1, 2, 4, 7}
5;9;Player 1;0;-1;0;-100;[2, 3];22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: T =xx00 '};;{0, 1, 6, 8, 9, 11, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
6;10;Player 0;10;0;75;0;[0, 2];5;0;True;;0;EC:Input:A =10;;;{0, 1, 5, 6, 8, 9, 11, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
6;11;Player 1;5;-1;0;-100;[2, 3];4;0;True;;0;EC:Input:A =5;;;{0, 1, 4, 5, 6, 8, 9, 11, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
7;12;Player 0;15;0;75;0;[2];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 4, 5, 6, 8, 9, 11, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
7;13;Player 1;5;30;0;-100;[2, 3];12;0;True;;0;EC:Input:B =30;;;{0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
8;14;Player 0;15;0;15;0;[2];16;0;True;;0;EC:Input:C =15;;;{0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 27};{0, 1, 2, 4, 6, 7}
8;15;Player 1;5;30;43;-100;[3];2;1;True;['CPU1Captured'];0;EC:Input:2 digit number<90;{' WC Name: Capture CPU '};;{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 27};{0, 1, 2, 4, 5, 6, 7}
9;16;Player 0;15;-10;-20;0;[2, 3];26;2;True;;0;EC:Task: T += B+(2*A);{' WC Name: B=-10 ', ' WC Name: C=-20 '};;{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 26, 27};{0, 1, 2, 4, 5, 6, 7, 8, 9}
9;17;Player 1;5;30;43;-100;[3];0;0;False;['CPU1Captured'];1;;;;{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 26, 27};{0, 1, 2, 4, 5, 6, 7, 8, 9}
10;18;Player 0;15;0;0;0;[2, 3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; '}";;{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 25, 26, 27};{3}
10;19;Player 1;5;30;43;-100;[3];0;0;False;['CPU1Captured'];2;;;;{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16, 18, 19, 22, 25, 26, 27};{3}
11;20;Player 0;50;0;0;0;[2, 3];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 16, 18, 19, 22, 25, 26, 27};{3}
