roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;18;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;25;0;0;0;;6;0;True;;0;EC:Input:A =25;;;{0, 6};{0}
2;2;Player 0;18;0;0;-82;[0];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: Capture CPU ', ' WC Name: T -=100 '};;{0, 26, 6};{0, 4, 5}
2;3;Player 1;25;0;0;0;;21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: T =xx00 '};;{0, 26, 21, 6};{0, 4, 5, 6}
3;4;Player 0;18;0;0;-82;[0];0;0;False;['CPU1Captured'];1;;;;{0, 26, 21, 6};{0, 4, 5, 6}
3;5;Player 1;25;0;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 6, 17, 21, 26};{0, 4, 5, 6}
4;6;Player 0;18;0;0;-82;[0];0;0;False;['CPU1Captured'];2;;;;{0, 6, 17, 21, 26};{0, 4, 5, 6}
4;7;Player 1;25;0;25;0;;29;0;True;;0;EC:Resource: Restart;;;{0, 6, 17, 21, 26, 29};{0, 4, 5, 6}
5;8;Player 0;50;0;0;-82;;7;0;True;;0;EC:Input:A =50;;;{0, 6, 7, 17, 21, 26, 29};{0, 4, 5, 6}
5;9;Player 1;25;6;25;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 6, 7, 9, 17, 21, 26, 29};{0, 4, 5, 6}
6;10;Player 0;50;-10;0;-82;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 1, 6, 7, 9, 17, 21, 26, 29};{0, 4, 5, 6, 8}
6;11;Player 1;25;50;25;0;;13;0;True;;0;EC:Input:B =50;;;{0, 1, 6, 7, 9, 13, 17, 21, 26, 29};{0, 4, 5, 6, 8}
7;12;Player 0;50;30;0;-82;;12;0;True;;0;EC:Input:B =30;;;{0, 1, 6, 7, 9, 12, 13, 17, 21, 26, 29};{0, 4, 5, 6, 8}
7;13;Player 1;25;50;25;100;;25;2;True;;0;EC:Task: T += sum all;;Player 1;{0, 1, 6, 7, 9, 12, 13, 17, 21, 25, 26, 29};{0, 4, 5, 6, 8}
