roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;77;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;-20;0;;24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;{' WC Name: Capture CPU ', ' WC Name: C=-20 '};;{0, 24};{0, 9, 5}
2;2;Player 0;77;0;15;0;[0];16;0;True;;0;EC:Input:C =15;;;{0, 24, 16};{0, 9, 5}
2;3;Player 1;0;0;-20;0;;0;0;False;['CPU1Captured'];1;;;;{0, 24, 16};{0, 9, 5}
3;4;Player 0;77;0;15;0;[0, 3, 1];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B=NULL; '}";;{0, 24, 16, 22};{0, 9, 5, 1}
3;5;Player 1;0;0;-20;0;;0;0;False;['CPU1Captured'];2;;;;{0, 24, 16, 22};{0, 9, 5, 1}
4;6;Player 0;13;0;15;0;[3, 1];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 16, 22, 24};{0, 9, 5, 1}
4;7;Player 1;0;20;-20;0;;11;0;True;;0;EC:Input:B =20;;;{0, 3, 11, 16, 22, 24};{0, 9, 5, 1}
5;8;Player 0;13;-10;15;0;[3];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: B=-10 '};;{0, 3, 11, 16, 20, 22, 24};{0, 1, 5, 8, 9}
5;9;Player 1;0;20;-20;0;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 3, 11, 16, 20, 22, 24, 30};{0, 1, 5, 8, 9}
6;10;Player 0;13;50;15;0;[3];13;0;True;;0;EC:Input:B =50;;;{0, 3, 11, 13, 16, 20, 22, 24, 30};{0, 1, 5, 8, 9}
6;11;Player 1;0;20;-20;-100;;25;2;True;;0;EC:Task: T += sum all;{' WC Name: T =xx00 ', ' WC Name: T -=100 '};;{0, 3, 11, 13, 16, 20, 22, 24, 25, 30};{0, 1, 4, 5, 6, 8, 9}
7;12;Player 0;13;0;0;0;[3];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B,C=0; '}";;{0, 3, 11, 13, 16, 20, 21, 22, 24, 25, 30};{0, 1, 3, 4, 5, 6, 8, 9}
7;13;Player 1;0;-1;-20;-100;[2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=NULL; '}";;{0, 3, 11, 13, 16, 20, 21, 22, 24, 25, 27, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;14;Player 0;13;0;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 3, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;0;-1;-20;-100;[2];31;0;True;;0;EC:Resource: Bazar;;;{0, 3, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;13;0;0;0;[3, 0];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B,C=0; ', ' WC Name: A=NULL; '}";;{0, 3, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 30, 31};{0, 3}
9;17;Player 1;0;-1;-20;-100;[2];29;0;True;;0;EC:Resource: Restart;;;{0, 3, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31};{0, 3}
10;18;Player 0;7;0;0;0;[3, 0];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 3, 9, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31};{0, 3}
10;19;Player 1;0;30;-20;-100;[2];12;0;True;;0;EC:Input:B =30;;;{0, 3, 9, 11, 12, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31};{0, 3}
11;20;Player 0;25;0;0;0;[3];6;0;True;;0;EC:Input:A =25;;;{0, 3, 6, 9, 11, 12, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31};{0, 3}
11;21;Player 1;0;30;-20;-100;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: C=-20 '};;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31};{0, 9, 3}
12;22;Player 0;0;-1;0;0;[3, 2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: A=0,B=-1,C=N '};;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31};{0, 9, 3, 7}
12;23;Player 1;0;30;-20;-100;;34;0;True;;0;EC:Resource: Restart;;;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 34};{0, 9, 3, 7}
13;24;Player 0;0;-1;25;0;[3];17;0;True;;0;EC:Input:C =25;;;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 17, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 34};{0, 9, 3, 7}
13;25;Player 1;0;30;-20;-100;;33;0;True;;0;EC:Resource: Restart;;;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 17, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 9, 3, 7}
14;26;Player 0;0;-1;75;0;[3];19;1;True;;0;EC:Input:C =75;{' WC Name: T -=100 '};;{0, 2, 3, 6, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 3, 4, 7, 9}
14;27;Player 1;10;30;-20;-100;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 3, 5, 6, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 3, 4, 7, 9}
15;28;Player 0;5;-1;75;0;[3];4;0;True;;0;EC:Input:A =5;;;{0, 2, 3, 4, 5, 6, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 3, 4, 7, 9}
15;29;Player 1;10;-10;-20;-100;;14;1;True;;0;EC:Input:B =70;{' WC Name: B=-10 '};;{0, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 3, 4, 7, 8, 9}
16;30;Player 0;5;-1;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34};{0, 3, 4, 7, 8, 9}
16;31;Player 1;10;-10;-20;-100;[1];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: T =xx00 ', ' WC Name: B=NULL; '}";;{0, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34};{0, 1, 3, 4, 6, 7, 8, 9}
17;32;Player 0;75;-1;45;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34};{0, 1, 3, 4, 6, 7, 8, 9}
17;33;Player 1;10;-10;-20;-100;[1];32;0;True;;0;EC:Resource: Restart;;;{0, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 6, 7, 8, 9}
18;34;Player 0;75;10;45;0;[3];10;0;True;;0;EC:Input:B =10;;;{0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 6, 7, 8, 9}
18;35;Player 1;50;-10;-20;-100;[1];7;0;True;;0;EC:Input:A =50;;;{0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 4, 6, 7, 8, 9}
19;36;Player 0;75;37;45;0;[3, 2];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 6, 7, 8, 9}
19;37;Player 1;50;2;-20;-100;;0;1;True;['CPU1Captured'];0;EC:Input:2 digit number;{' WC Name: Capture CPU '};;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;38;Player 0;75;37;45;0;[3, 2, 0];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: A=NULL; '}";;{32, 33, 34, 0, 22, 29, 30, 31};{0}
20;39;Player 1;50;2;-20;-100;;0;0;False;['CPU1Captured'];1;;;;{32, 33, 34, 0, 22, 29, 30, 31};{0}
21;40;Player 0;75;37;45;0;[3, 2, 0, 1];24;2;True;['CPU1Captured'];0;EC:Task: T += sum all/2;"{' WC Name: Capture CPU ', ' WC Name: B=NULL; '}";;{32, 33, 34, 0, 22, 24, 29, 30, 31};{0, 1, 5}
21;41;Player 1;50;2;-20;-100;;0;0;False;['CPU1Captured'];2;;;;{32, 33, 34, 0, 22, 24, 29, 30, 31};{0, 1, 5}
22;42;Player 0;75;37;45;0;[3, 2, 0, 1];0;0;False;['CPU1Captured'];1;;;;{32, 33, 34, 0, 22, 24, 29, 30, 31};{0, 1, 5}
22;43;Player 1;50;2;-20;-100;;7;0;True;;0;EC:Input:A =50;;;{32, 33, 34, 0, 7, 22, 24, 29, 30, 31};{0, 1, 5}
23;44;Player 0;75;37;45;0;[3, 2, 0, 1];0;0;False;['CPU1Captured'];2;;;;{32, 33, 34, 0, 7, 22, 24, 29, 30, 31};{0, 1, 5}
23;45;Player 1;100;-10;-40;-100;[2];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B=-10 ', ' WC Name: C=NULL; '}";;{32, 33, 34, 0, 7, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 8}
24;46;Player 0;75;30;45;0;[3, 2, 0];12;0;True;;0;EC:Input:B =30;;;{32, 33, 34, 0, 7, 12, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 8}
24;47;Player 1;100;-10;5;-100;;15;0;True;;0;EC:Input:C =5;;;{32, 33, 34, 0, 7, 12, 15, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 8}
25;48;Player 0;0;-1;45;0;[3, 2];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: A=0,B=-1,C=N '};;{32, 33, 34, 0, 7, 12, 15, 20, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 7, 8}
25;49;Player 1;100;-10;25;-100;;17;0;True;;0;EC:Input:C =25;;;{32, 33, 34, 0, 7, 12, 15, 17, 20, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 7, 8}
26;50;Player 0;0;70;45;0;[3, 2];14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{32, 33, 34, 0, 7, 12, 14, 15, 17, 20, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 6, 7, 8}
26;51;Player 1;5;-10;25;-100;;4;0;True;;0;EC:Input:A =5;;;{32, 33, 34, 0, 4, 7, 12, 14, 15, 17, 20, 22, 24, 28, 29, 30, 31};{0, 1, 2, 5, 6, 7, 8}
27;52;Player 0;0;0;-20;0;[3];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: C=-20 '}";;{32, 33, 34, 0, 4, 7, 12, 14, 15, 17, 20, 22, 24, 26, 28, 29, 30, 31};{0, 1, 2, 3, 5, 6, 7, 8, 9}
27;53;Player 1;5;29;25;-200;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T -=100 '};;{0, 2, 4, 7, 12, 14, 15, 17, 20, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
28;54;Player 0;0;0;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 2, 4, 7, 12, 14, 15, 17, 18, 20, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
28;55;Player 1;5;29;15;-200;;16;0;True;;0;EC:Input:C =15;;;{0, 2, 4, 7, 12, 14, 15, 16, 17, 18, 20, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
29;56;Player 0;0;0;-20;0;[3, 0];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: C=-20 ', ' WC Name: A=NULL; '}";;{0, 2, 4, 7, 12, 14, 15, 16, 17, 18, 20, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9}
29;57;Player 1;5;29;75;-200;;19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 2, 4, 7, 12, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6}
30;58;Player 0;0;-1;-20;0;[3, 2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: A=0,B=-1,C=N '};;{0, 2, 4, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
30;59;Player 1;10;29;75;-200;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 4, 5, 7, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
31;60;Player 0;0;20;-20;0;[3, 2];11;0;True;;0;EC:Input:B =20;;;{0, 2, 4, 5, 7, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
31;61;Player 1;10;29;75;-200;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 2, 3, 4, 5, 7, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
32;62;Player 0;25;20;-20;0;[3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 2, 3, 4, 5, 6, 7, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
32;63;Player 1;7;29;75;-200;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 9, 6, 7}
33;64;Player 0;25;0;0;0;[3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 6, 7, 9}
33;65;Player 1;7;-10;75;-90;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 3, 6, 7, 8, 9}
