roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;87;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;32;0;0;0;[2];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: C=NULL; '}";;{0, 1};{0, 2}
2;2;Player 0;87;0;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 1, 15};{0, 2}
2;3;Player 1;0;-1;75;0;[2];19;1;True;;0;EC:Input:C =75;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 19, 15};{0, 2, 7}
3;4;Player 0;87;50;5;0;[0];13;0;True;;0;EC:Input:B =50;;;{0, 1, 13, 15, 19};{0, 2, 7}
3;5;Player 1;0;30;75;0;[2];12;0;True;;0;EC:Input:B =30;;;{0, 1, 12, 13, 15, 19};{0, 2, 7}
4;6;Player 0;87;50;5;0;[0];31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 12, 13, 15, 19, 31};{0, 2, 7}
4;7;Player 1;75;30;75;0;[2];8;0;True;;0;EC:Input:A =75;;;{0, 1, 8, 12, 13, 15, 19, 31};{0, 2, 7}
5;8;Player 0;81;0;0;0;;2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: B,C=0; '}";;{0, 1, 2, 8, 12, 13, 15, 19, 31};{0, 2, 3, 7}
5;9;Player 1;75;30;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 8, 12, 13, 15, 18, 19, 31};{0, 2, 3, 7}
6;10;Player 0;81;0;0;-91;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T -=100 '};;{0, 1, 2, 8, 12, 13, 15, 18, 19, 23, 31};{0, 2, 3, 4, 7}
6;11;Player 1;75;30;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 8, 12, 13, 15, 16, 18, 19, 23, 31};{0, 2, 3, 4, 7}
7;12;Player 0;81;10;0;-91;;10;0;True;;0;EC:Input:B =10;;;{0, 1, 2, 8, 10, 12, 13, 15, 16, 18, 19, 23, 31};{0, 2, 3, 4, 7}
7;13;Player 1;75;30;15;120;;22;1;True;;0;EC:Task: T += A+B+C;;Player 1;{0, 1, 2, 8, 10, 12, 13, 15, 16, 18, 19, 22, 23, 31};{0, 2, 3, 4, 7}
