roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;45;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;14;-10;0;0;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 1};{0, 8}
2;2;Player 0;45;0;45;0;[0];18;0;True;;0;EC:Input:C =45;;;{0, 1, 18};{0, 8}
2;3;Player 1;14;-10;0;4;;21;1;True;['CPU1Captured'];0;EC:Task: T = A(*)+B;{' WC Name: Capture CPU '};;{0, 1, 18, 21};{0, 8, 5}
3;4;Player 0;25;0;45;0;;6;0;True;;0;EC:Input:A =25;;;{0, 1, 6, 18, 21};{0, 8, 5}
3;5;Player 1;14;-10;0;4;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 6, 18, 21};{0, 8, 5}
4;6;Player 0;25;0;0;70;;22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B,C=0; '}";;{0, 1, 6, 18, 21, 22};{0, 8, 3, 5}
4;7;Player 1;14;-10;0;4;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 6, 18, 21, 22};{0, 8, 3, 5}
5;8;Player 0;25;0;0;70;;33;0;True;;0;EC:Resource: Restart;;;{0, 1, 33, 6, 18, 21, 22};{0, 8, 3, 5}
5;9;Player 1;14;-10;0;4;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 33, 6, 18, 21, 22, 30};{0, 8, 3, 5}
6;10;Player 0;25;10;0;70;;10;0;True;;0;EC:Input:B =10;;;{0, 1, 33, 6, 10, 18, 21, 22, 30};{0, 8, 3, 5}
6;11;Player 1;14;-10;5;4;;15;0;True;;0;EC:Input:C =5;;;{0, 1, 33, 6, 10, 15, 18, 21, 22, 30};{0, 8, 3, 5}
7;12;Player 0;25;70;0;-30;;14;1;True;;0;EC:Input:B =70;{' WC Name: T -=100 '};;{0, 1, 33, 6, 10, 14, 15, 18, 21, 22, 30};{0, 3, 4, 5, 8}
7;13;Player 1;14;-10;75;4;[2];19;1;True;;0;EC:Input:C =75;"{' WC Name: C=NULL; '}";;{0, 1, 33, 6, 10, 14, 15, 18, 19, 21, 22, 30};{0, 2, 3, 4, 5, 8}
8;14;Player 0;5;70;0;-30;;4;0;True;;0;EC:Input:A =5;;;{0, 1, 33, 4, 6, 10, 14, 15, 18, 19, 21, 22, 30};{0, 2, 3, 4, 5, 8}
8;15;Player 1;14;-10;75;4;[2];34;0;True;;0;EC:Resource: Restart;;;{0, 1, 33, 34, 4, 6, 10, 14, 15, 18, 19, 21, 22, 30};{0, 2, 3, 4, 5, 8}
9;16;Player 0;5;70;-20;-90;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 1, 34, 33, 4, 6, 10, 14, 15, 18, 19, 21, 22, 23, 30};{0, 2, 3, 4, 5, 8, 9}
9;17;Player 1;14;-10;23;4;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 34, 33, 4, 3, 6, 10, 14, 15, 18, 19, 21, 22, 23, 30};{0, 2, 3, 4, 5, 8, 9}
10;18;Player 0;0;-1;-20;-100;[2];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 1, 34, 33, 4, 3, 6, 10, 14, 15, 18, 19, 21, 22, 23, 24, 30};{0, 2, 3, 4, 5, 6, 7, 8, 9}
10;19;Player 1;14;-10;23;31;[1];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B=NULL; '}";;{0, 1, 34, 33, 4, 3, 6, 10, 14, 15, 18, 19, 21, 22, 23, 24, 27, 30};{1}
11;20;Player 0;50;-1;-20;-100;[2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 3, 4, 6, 7, 10, 14, 15, 18, 19, 21, 22, 23, 24, 27, 30, 33, 34};{1}
11;21;Player 1;14;26;23;31;[0];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: A=NULL; '}";;{0, 1, 2, 3, 4, 6, 7, 10, 14, 15, 18, 19, 21, 22, 23, 24, 27, 30, 33, 34};{0, 1}
12;22;Player 0;50;-1;-20;-100;[2, 3];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: T =xx00 ', ' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 6, 7, 10, 14, 15, 18, 19, 21, 22, 23, 24, 25, 27, 30, 33, 34};{0, 1, 2, 6}
12;23;Player 1;14;26;23;31;[0];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 6, 7, 10, 14, 15, 18, 19, 21, 22, 23, 24, 25, 27, 30, 32, 33, 34};{0, 1, 2, 6}
13;24;Player 0;50;0;0;-100;[3];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: C=-20 '}";;{0, 1, 2, 3, 4, 6, 7, 10, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34};{0, 1, 2, 3, 6, 9}
13;25;Player 1;14;30;23;31;[0];12;0;True;;0;EC:Input:B =30;;;{0, 1, 2, 3, 4, 6, 7, 10, 12, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34};{0, 1, 2, 3, 6, 9}
14;26;Player 0;50;50;0;-100;[3];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 4, 6, 7, 10, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34};{0, 1, 2, 3, 6, 9}
14;27;Player 1;14;20;23;31;[0];11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34};{0, 1, 2, 3, 6, 9}
15;28;Player 0;50;50;0;-100;[3];31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
15;29;Player 1;14;20;23;31;[0];29;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
16;30;Player 0;75;50;0;-100;[3];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
16;31;Player 1;14;20;15;31;[0];16;0;True;;0;EC:Input:C =15;;;{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
17;32;Player 0;75;50;25;-100;[3];17;0;True;;0;EC:Input:C =25;;;{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
17;33;Player 1;10;20;15;31;;5;0;True;;0;EC:Input:A =10;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 6, 9}
18;34;Player 0;75;-10;25;-100;[3];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: B=-10 ', ' WC Name: T -=100 '};;{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 6, 8, 9}
18;35;Player 1;6;20;15;31;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 1, 2, 3, 4, 6, 8, 9}
