51;100;Player 0;10;0;0;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: T =xx00 '}";;{0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 3, 4, 5, 6, 8}
51;101;Player 1;50;20;25;85;[3, 0];0;0;False;['CPU1Captured'];1;;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 3, 4, 5, 6, 8}
52;102;Player 0;10;10;0;0;[3];10;0;True;;0;EC:Input:B =10;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 3, 4, 5, 6, 8}
52;103;Player 1;50;20;25;85;[3, 0];0;0;False;['CPU1Captured'];2;;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 3, 4, 5, 6, 8}
53;104;Player 0;10;10;88;0;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: C=NULL; '}";;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34};{0, 2, 3, 4, 5, 6, 8}
53;105;Player 1;8;20;25;85;[3, 1];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: B=NULL; '}";;{32, 33, 34, 0, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 8}
54;106;Player 0;10;20;88;0;[3, 2];11;0;True;;0;EC:Input:B =20;;;{32, 33, 34, 0, 11, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 8}
54;107;Player 1;8;20;15;85;[3, 1];16;0;True;;0;EC:Input:C =15;;;{32, 33, 34, 0, 11, 16, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 8}
55;108;Player 0;0;-1;-20;0;[3, 2];25;2;True;;0;EC:Task: T += sum all;{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=-20 '};;{32, 33, 34, 0, 11, 16, 25, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
55;109;Player 1;0;-1;15;85;[3, 2];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: A=0,B=-1,C=N ', ' WC Name: A=NULL; '}";;{32, 33, 34, 0, 11, 16, 25, 28, 29, 30, 31};{0, 7}
56;110;Player 0;0;-1;75;0;[3];19;1;True;;0;EC:Input:C =75;{' WC Name: T -=100 '};;{32, 33, 34, 0, 11, 16, 19, 25, 28, 29, 30, 31};{0, 4, 7}
56;111;Player 1;0;-1;-20;85;[3];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: C=-20 '};;{32, 33, 34, 0, 11, 16, 19, 20, 25, 28, 29, 30, 31};{0, 9, 4, 7}
57;112;Player 0;0;-1;75;0;[3, 1];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);"{' WC Name: Capture CPU ', ' WC Name: B=NULL; '}";;{32, 33, 34, 0, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 7, 9}
57;113;Player 1;0;-1;9;85;[3];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{32, 33, 34, 0, 2, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 9}
58;114;Player 0;0;-1;75;0;[3, 1];0;0;False;['CPU1Captured'];1;;;;{32, 33, 34, 2, 0, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 9}
58;115;Player 1;5;-1;9;85;[3];4;0;True;;0;EC:Input:A =5;;;{32, 33, 34, 2, 0, 4, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 9}
59;116;Player 0;0;-1;75;0;[3, 1];0;0;False;['CPU1Captured'];2;;;;{32, 33, 34, 2, 0, 4, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 9}
59;117;Player 1;5;5;9;85;[3];9;0;True;;0;EC:Input: sum dice of all players;;;{32, 33, 34, 2, 0, 4, 9, 11, 16, 19, 20, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 9}
60;118;Player 0;0;-10;75;0;[3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{32, 33, 34, 2, 0, 4, 9, 11, 16, 19, 20, 23, 25, 26, 28, 29, 30, 31};{0, 1, 4, 5, 6, 7, 8, 9}
60;119;Player 1;5;5;25;85;[3];17;0;True;;0;EC:Input:C =25;;;{0, 2, 4, 9, 11, 16, 17, 19, 20, 23, 25, 26, 28, 29, 30, 31, 32, 33, 34};{0, 1, 4, 5, 6, 7, 8, 9}
