roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;82;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;70;0;0;;14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 14};{0, 5}
2;2;Player 0;82;0;0;0;[0, 3, 2];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 14, 22};{0, 2, 5}
2;3;Player 1;0;70;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 14, 22};{0, 2, 5}
3;4;Player 0;82;0;15;0;[0, 3];16;0;True;;0;EC:Input:C =15;;;{0, 16, 14, 22};{0, 2, 5}
3;5;Player 1;0;70;0;0;;0;0;False;['CPU1Captured'];2;;;;{0, 16, 14, 22};{0, 2, 5}
4;6;Player 0;26;-10;15;0;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 1, 14, 16, 22};{0, 8, 2, 5}
4;7;Player 1;0;70;0;0;;29;0;True;;0;EC:Resource: Restart;;;{0, 1, 14, 16, 22, 29};{0, 8, 2, 5}
5;8;Player 0;26;30;15;0;[3];12;0;True;;0;EC:Input:B =30;;;{0, 1, 12, 14, 16, 22, 29};{0, 8, 2, 5}
5;9;Player 1;0;70;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 1, 12, 14, 16, 17, 22, 29};{0, 8, 2, 5}
6;10;Player 0;26;30;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 1, 12, 14, 16, 17, 18, 22, 29};{0, 8, 2, 5}
6;11;Player 1;67;70;25;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{0, 1, 2, 12, 14, 16, 17, 18, 22, 29};{0, 2, 5, 6, 8}
7;12;Player 0;26;20;45;0;[3];11;0;True;;0;EC:Input:B =20;;;{0, 1, 2, 11, 12, 14, 16, 17, 18, 22, 29};{0, 2, 5, 6, 8}
7;13;Player 1;75;70;25;0;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 8, 11, 12, 14, 16, 17, 18, 22, 29};{0, 2, 5, 6, 8}
8;14;Player 0;26;0;0;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: T -=100 '}";;{0, 1, 2, 8, 11, 12, 14, 16, 17, 18, 22, 24, 29};{0, 2, 3, 4, 5, 6, 8}
8;15;Player 1;75;70;25;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 34, 8, 11, 12, 14, 16, 17, 18, 22, 24, 29};{0, 2, 3, 4, 5, 6, 8}
9;16;Player 0;26;50;0;0;[3];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 34, 8, 11, 12, 13, 14, 16, 17, 18, 22, 24, 29};{0, 2, 3, 4, 5, 6, 8}
9;17;Player 1;75;70;25;170;;27;2;True;;0;EC:Task: T += (2*)(A+B+C);;Player 1;{0, 1, 2, 34, 8, 11, 12, 13, 14, 16, 17, 18, 22, 24, 27, 29};{0, 2, 3, 4, 5, 6, 8}
