roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;92;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 18};{0}
2;2;Player 0;92;0;-20;9;[0];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 18, 23};{0, 9}
2;3;Player 1;0;0;45;0;[2];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: T =xx00 ', ' WC Name: C=NULL; '}";;{0, 18, 27, 23};{0, 9, 2, 6}
3;4;Player 0;92;50;-20;9;[0];13;0;True;;0;EC:Input:B =50;;;{0, 13, 18, 23, 27};{0, 9, 2, 6}
3;5;Player 1;75;0;45;0;[2];8;0;True;;0;EC:Input:A =75;;;{0, 8, 13, 18, 23, 27};{0, 9, 2, 6}
4;6;Player 0;92;50;-20;9;[0];34;0;True;;0;EC:Resource: Restart;;;{0, 34, 8, 13, 18, 23, 27};{0, 9, 2, 6}
4;7;Player 1;75;0;45;75;[2];20;1;True;['CPU1Captured'];0;aEC:Task: T += A+B;{' WC Name: Capture CPU '};;{0, 34, 8, 13, 18, 20, 23, 27};{0, 2, 5, 6, 9}
5;8;Player 0;92;50;-20;9;[0];30;0;True;;0;EC:Resource: Freelancer;;;{0, 34, 8, 13, 18, 20, 23, 27, 30};{0, 2, 5, 6, 9}
5;9;Player 1;75;0;45;75;[2];0;0;False;['CPU1Captured'];1;;;;{0, 34, 8, 13, 18, 20, 23, 27, 30};{0, 2, 5, 6, 9}
6;10;Player 0;92;0;0;9;[0];14;1;True;;0;EC:Input:B =70;"{' WC Name: B,C=0; '}";;{0, 34, 8, 13, 14, 18, 20, 23, 27, 30};{0, 2, 3, 5, 6, 9}
