roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;7;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;6;0;0;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 9};{0}
2;2;Player 0;7;0;0;0;[0];34;0;True;;0;EC:Resource: Restart;;;{0, 9, 34};{0}
2;3;Player 1;10;0;0;0;;5;0;True;;0;EC:Input:A =10;;;{0, 9, 34, 5};{0}
3;4;Player 0;7;0;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 34, 5, 9, 15};{0}
3;5;Player 1;10;70;0;0;;14;1;True;['CPU1Captured'];0;EC:Input:B =70;{' WC Name: Capture CPU '};;{0, 34, 5, 9, 14, 15};{0, 5}
4;6;Player 0;7;0;5;0;[0, 3, 2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: T -=100 ', ' WC Name: C=NULL; '}";;{0, 34, 5, 9, 14, 15, 25};{0, 2, 4, 5}
4;7;Player 1;10;70;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 34, 5, 9, 14, 15, 25};{0, 2, 4, 5}
5;8;Player 0;7;30;5;0;[0, 3, 2];12;0;True;;0;EC:Input:B =30;;;{0, 34, 5, 9, 12, 14, 15, 25};{0, 2, 4, 5}
5;9;Player 1;10;70;0;0;;0;0;False;['CPU1Captured'];2;;;;{0, 34, 5, 9, 12, 14, 15, 25};{0, 2, 4, 5}
6;10;Player 0;7;30;-20;0;[0, 3];24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: T =xx00 ', ' WC Name: C=-20 '};;{0, 34, 5, 9, 12, 14, 15, 24, 25};{0, 2, 4, 5, 6, 9}
6;11;Player 1;0;-1;75;0;[2];19;1;True;;0;EC:Input:C =75;{' WC Name: A=0,B=-1,C=N '};;{0, 34, 5, 9, 12, 14, 15, 19, 24, 25};{0, 2, 4, 5, 6, 7, 9}
7;12;Player 0;75;30;-20;0;[3];8;0;True;;0;EC:Input:A =75;;;{0, 34, 5, 8, 9, 12, 14, 15, 19, 24, 25};{0, 2, 4, 5, 6, 7, 9}
7;13;Player 1;0;0;0;0;[3];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 34, 5, 8, 9, 12, 14, 15, 19, 24, 25, 26};{0, 1, 2, 3, 4, 5, 6, 7, 9}
8;14;Player 0;50;30;-20;0;[3];7;0;True;;0;EC:Input:A =50;;;{0, 34, 5, 7, 8, 9, 12, 14, 15, 19, 24, 25, 26};{0, 1, 2, 3, 4, 5, 6, 7, 9}
8;15;Player 1;0;-10;0;0;[3];27;2;True;;0;EC:Task: T += (2*)(A+B+C);{' WC Name: B=-10 '};;{0, 34, 5, 7, 8, 9, 12, 14, 15, 19, 24, 25, 26, 27};{8}
9;16;Player 0;50;50;-20;0;[3];13;0;True;;0;EC:Input:B =50;;;{0, 34, 5, 7, 8, 9, 12, 13, 14, 15, 19, 24, 25, 26, 27};{8}
9;17;Player 1;0;-10;0;0;[3, 0];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: A=NULL; '}";;{0, 34, 5, 7, 8, 9, 12, 13, 14, 15, 19, 22, 24, 25, 26, 27};{8, 0}
