roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;1;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B,C=0; '}";;{0, 22};{0, 3}
2;2;Player 0;1;0;0;0;[0];32;0;True;;0;EC:Resource: Restart;;;{0, 32, 22};{0, 3}
2;3;Player 1;0;0;0;0;;30;0;True;;0;EC:Resource: Bazar;;;{0, 32, 22, 30};{0, 3}
3;4;Player 0;1;0;15;0;[0];16;0;True;;0;EC:Input:C =15;;;{0, 32, 16, 22, 30};{0, 3}
3;5;Player 1;0;0;75;0;;19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 32, 16, 19, 22, 30};{0, 3, 6}
4;6;Player 0;1;10;15;0;[0];10;0;True;;0;EC:Input:B =10;;;{0, 32, 10, 16, 19, 22, 30};{0, 3, 6}
4;7;Player 1;0;0;75;0;;29;0;True;;0;EC:Resource: Freelancer;;;{0, 32, 10, 16, 19, 22, 29, 30};{0, 3, 6}
5;8;Player 0;1;20;15;0;[0];11;0;True;;0;EC:Input:B =20;;;{0, 32, 10, 11, 16, 19, 22, 29, 30};{0, 3, 6}
5;9;Player 1;0;-10;-20;37;;24;2;True;;0;EC:Task: T += sum all/2;{' WC Name: C=-20 ', ' WC Name: B=-10 '};;{0, 32, 10, 11, 16, 19, 22, 24, 29, 30};{0, 3, 6, 8, 9}
6;10;Player 0;1;20;15;9;[0, 1];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: B=NULL; '}";;{0, 32, 10, 11, 16, 19, 22, 23, 24, 29, 30};{0, 1, 3, 6, 8, 9}
6;11;Player 1;0;-1;19;37;[2];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: A=0,B=-1,C=N '};;{0, 32, 1, 10, 11, 16, 19, 22, 23, 24, 29, 30};{0, 1, 3, 6, 7, 8, 9}
7;12;Player 0;1;20;15;9;[0, 1, 3];26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: T -=100 ', ' WC Name: Capture CPU '};;{0, 1, 32, 10, 11, 16, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
7;13;Player 1;0;-1;25;37;;17;0;True;;0;EC:Input:C =25;;;{0, 1, 32, 10, 11, 16, 17, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
8;14;Player 0;1;20;15;9;[0, 1, 3];0;0;False;['CPU1Captured'];1;;;;{0, 1, 32, 10, 11, 16, 17, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;0;50;25;37;;13;0;True;;0;EC:Input:B =50;;;{0, 1, 32, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;1;20;15;9;[0, 1, 3];0;0;False;['CPU1Captured'];2;;;;{0, 1, 32, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
9;17;Player 1;75;50;25;37;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 32, 8, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
10;18;Player 0;1;20;15;9;[0, 1, 3, 2];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=NULL; '}";;{0, 1, 32, 8, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30};{2}
10;19;Player 1;75;50;57;37;[0];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: A=NULL; '}";;{0, 1, 32, 2, 8, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30};{0, 2}
11;20;Player 0;25;20;15;9;[1, 3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 1, 2, 6, 8, 10, 11, 13, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30, 32};{0, 2}
11;21;Player 1;75;50;5;37;[0];15;0;True;;0;EC:Input:C =5;;;{0, 1, 2, 6, 8, 10, 11, 13, 15, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30, 32};{0, 2}
12;22;Player 0;25;7;15;9;[1, 3, 2];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 2, 6, 8, 9, 10, 11, 13, 15, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30, 32};{0, 2}
12;23;Player 1;75;50;5;37;[0];33;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 6, 8, 9, 10, 11, 13, 15, 16, 17, 19, 22, 23, 24, 26, 27, 29, 30, 32, 33};{0, 2}
13;24;Player 0;25;7;15;9;[1, 3, 2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B=NULL; ', ' WC Name: T -=100 '}";;{0, 1, 2, 6, 8, 9, 10, 11, 13, 15, 16, 17, 19, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33};{0, 1, 2, 4}
13;25;Player 1;75;50;5;37;[0];21;1;True;['CPU1Captured'];0;EC:Task: T = A(*)+B;{' WC Name: Capture CPU '};;{0, 1, 2, 6, 8, 9, 10, 11, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33};{0, 1, 2, 4, 5}
14;26;Player 0;25;7;15;9;[1, 3, 2];31;0;True;;0;EC:Resource: Restart;;;{0, 1, 2, 6, 8, 9, 10, 11, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33};{0, 1, 2, 4, 5}
