roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;11;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;19;1;True;;0;EC:Input:C =75;"{' WC Name: B,C=0; '}";;{0, 19};{0, 3}
2;2;Player 0;11;10;0;0;[0];10;0;True;;0;EC:Input:B =10;;;{0, 10, 19};{0, 3}
2;3;Player 1;0;0;0;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 10, 19, 34};{0, 3}
3;4;Player 0;5;10;0;0;;4;0;True;;0;EC:Input:A =5;;;{0, 34, 4, 10, 19};{0, 3}
3;5;Player 1;50;0;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 34, 4, 7, 10, 19};{0, 3}
4;6;Player 0;5;10;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 34, 4, 7, 10, 17, 19};{0, 3}
4;7;Player 1;50;0;0;50;[1];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B=NULL; '}";;{0, 34, 4, 7, 10, 17, 19, 22};{0, 1, 3}
5;8;Player 0;5;10;-20;15;;20;1;True;;0;aEC:Task: T += A+B;{' WC Name: C=-20 '};;{0, 34, 4, 7, 10, 17, 19, 20, 22};{0, 1, 3, 9}
5;9;Player 1;50;71;0;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T =xx00 '};;{0, 34, 2, 4, 7, 10, 17, 19, 20, 22};{0, 1, 3, 6, 9}
6;10;Player 0;5;10;-20;15;;29;0;True;;0;EC:Resource: Restart;;;{0, 34, 2, 4, 7, 10, 17, 19, 20, 22, 29};{0, 1, 3, 6, 9}
6;11;Player 1;50;71;0;121;;27;2;True;;0;EC:Task: T += (2*)(A+B+C);;Player 1;{0, 34, 2, 4, 7, 10, 17, 19, 20, 22, 27, 29};{0, 1, 3, 6, 9}
