roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;94;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;31;0;True;;0;EC:Resource: Restart;;;{0, 31};{0}
2;2;Player 0;94;0;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 17, 31};{0}
2;3;Player 1;0;0;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 17, 18, 31};{0}
3;4;Player 0;94;0;75;0;[0];19;1;True;;0;EC:Input:C =75;{' WC Name: T =xx00 '};;{0, 17, 18, 19, 31};{0, 6}
3;5;Player 1;0;-1;45;0;[2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: A=0,B=-1,C=N ', ' WC Name: C=NULL; '}";;{0, 17, 18, 19, 26, 31};{0, 2, 6, 7}
4;6;Player 0;94;-10;75;9;[0];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 17, 18, 19, 23, 26, 31};{0, 2, 6, 7, 8}
4;7;Player 1;25;-1;45;0;[2];6;0;True;;0;EC:Input:A =25;;;{0, 6, 17, 18, 19, 23, 26, 31};{0, 2, 6, 7, 8}
5;8;Player 0;94;-10;5;9;[0];15;0;True;;0;EC:Input:C =5;;;{0, 6, 15, 17, 18, 19, 23, 26, 31};{0, 2, 6, 7, 8}
5;9;Player 1;25;-1;45;0;[2];29;0;True;;0;EC:Resource: Freelancer;;;{0, 6, 15, 17, 18, 19, 23, 26, 29, 31};{0, 2, 6, 7, 8}
6;10;Player 0;5;-10;5;9;;4;0;True;;0;EC:Input:A =5;;;{0, 4, 6, 15, 17, 18, 19, 23, 26, 29, 31};{0, 2, 6, 7, 8}
6;11;Player 1;50;-1;45;0;[2];7;0;True;;0;EC:Input:A =50;;;{0, 4, 6, 7, 15, 17, 18, 19, 23, 26, 29, 31};{0, 2, 6, 7, 8}
7;12;Player 0;5;-10;-20;9;[1];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: C=-20 ', ' WC Name: B=NULL; '}";;{0, 4, 6, 7, 15, 17, 18, 19, 23, 24, 26, 29, 31};{0, 1, 2, 6, 7, 8, 9}
7;13;Player 1;50;-1;60;-100;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T -=100 '};;{0, 2, 4, 6, 7, 15, 17, 18, 19, 23, 24, 26, 29, 31};{0, 1, 2, 4, 6, 7, 8, 9}
8;14;Player 0;5;0;0;9;;14;1;True;;0;EC:Input:B =70;"{' WC Name: B,C=0; '}";;{0, 2, 4, 6, 7, 14, 15, 17, 18, 19, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 6, 7, 8, 9}
8;15;Player 1;50;-1;60;-51;;20;1;True;['CPU1Captured'];0;aEC:Task: T += A+B;{' WC Name: Capture CPU '};;{0, 2, 4, 6, 7, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;16;Player 0;5;50;0;9;;13;0;True;;0;EC:Input:B =50;;;{0, 2, 4, 6, 7, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;17;Player 1;50;-1;60;-51;;0;0;False;['CPU1Captured'];1;;;;{0, 2, 4, 6, 7, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
10;18;Player 0;75;50;0;9;;8;0;True;;0;EC:Input:A =75;;;{0, 2, 4, 6, 7, 8, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
10;19;Player 1;50;-1;60;-51;;0;0;False;['CPU1Captured'];2;;;;{0, 2, 4, 6, 7, 8, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;20;Player 0;75;10;0;9;;10;0;True;;0;EC:Input:B =10;;;{0, 2, 4, 6, 7, 8, 10, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
11;21;Player 1;50;0;60;-51;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 2, 3, 4, 6, 7, 8, 10, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
12;22;Player 0;75;10;4;9;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 2, 3, 4, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
12;23;Player 1;10;0;60;-51;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
