roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;37;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 11};{0}
2;2;Player 0;37;0;75;0;[0, 1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B=NULL; '}";;{0, 19, 11};{0, 1}
2;3;Player 1;15;20;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 11, 19, 3};{0, 1}
3;4;Player 0;37;0;0;0;[0, 3];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B,C=0; ', ' WC Name: T =xx00 '}";;{0, 3, 11, 19, 27};{0, 1, 3, 6}
3;5;Player 1;15;20;0;-65;;26;2;True;['CPU1Captured'];0;EC:Task: T += B+((2*)A);{' WC Name: Capture CPU ', ' WC Name: T -=100 '};;{0, 3, 11, 19, 26, 27};{0, 1, 3, 4, 5, 6}
4;6;Player 0;0;-1;0;0;[3, 2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: A=0,B=-1,C=N '};;{0, 3, 11, 19, 23, 26, 27};{0, 1, 3, 4, 5, 6, 7}
4;7;Player 1;15;20;0;-65;;0;0;False;['CPU1Captured'];1;;;;{0, 3, 11, 19, 23, 26, 27};{0, 1, 3, 4, 5, 6, 7}
5;8;Player 0;0;-1;45;0;[3, 2];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: C=NULL; '}";;{0, 2, 3, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
5;9;Player 1;15;20;0;-65;;0;0;False;['CPU1Captured'];2;;;;{0, 2, 3, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
6;10;Player 0;0;-1;3;0;[3, 2];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 2, 3, 9, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
6;11;Player 1;10;20;0;-65;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 3, 5, 9, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
7;12;Player 0;75;-1;3;0;[3, 2];8;0;True;;0;EC:Input:A =75;;;{0, 2, 3, 5, 8, 9, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
7;13;Player 1;50;20;0;-65;;7;0;True;;0;EC:Input:A =50;;;{0, 2, 3, 5, 7, 8, 9, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7}
8;14;Player 0;75;-1;-20;0;[3];1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: C=-20 '};;{0, 1, 2, 3, 5, 7, 8, 9, 11, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7, 9}
8;15;Player 1;50;30;0;-65;;12;0;True;;0;EC:Input:B =30;;;{0, 1, 2, 3, 5, 7, 8, 9, 11, 12, 19, 23, 26, 27};{0, 1, 2, 3, 4, 5, 6, 7, 9}
