roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;21;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;75;0;;19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 19};{0, 5}
2;2;Player 0;21;0;0;0;[0, 3];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 19, 20};{0, 4, 5}
2;3;Player 1;0;0;75;0;;0;0;False;['CPU1Captured'];1;;;;{0, 19, 20};{0, 4, 5}
3;4;Player 0;0;-1;0;0;[3, 2];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: T =xx00 ', ' WC Name: A=0,B=-1,C=N '};;{0, 19, 20, 28};{0, 4, 5, 6, 7}
3;5;Player 1;0;0;75;0;;0;0;False;['CPU1Captured'];2;;;;{0, 19, 20, 28};{0, 4, 5, 6, 7}
4;6;Player 0;0;-1;0;0;[3, 2];32;0;True;;0;EC:Resource: Restart;;;{0, 32, 19, 20, 28};{0, 4, 5, 6, 7}
4;7;Player 1;0;10;75;0;;10;0;True;;0;EC:Input:B =10;;;{0, 32, 10, 19, 20, 28};{0, 4, 5, 6, 7}
5;8;Player 0;0;20;0;0;[3, 2];11;0;True;;0;EC:Input:B =20;;;{0, 32, 10, 11, 19, 20, 28};{0, 4, 5, 6, 7}
5;9;Player 1;0;30;75;0;;12;0;True;;0;EC:Input:B =30;;;{0, 32, 10, 11, 12, 19, 20, 28};{0, 4, 5, 6, 7}
6;10;Player 0;5;20;0;0;[3, 2];4;0;True;;0;EC:Input:A =5;;;{0, 32, 4, 10, 11, 12, 19, 20, 28};{0, 4, 5, 6, 7}
6;11;Player 1;0;-10;75;30;;21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: B=-10 '};;{0, 32, 4, 10, 11, 12, 19, 20, 21, 28};{0, 4, 5, 6, 7, 8}
7;12;Player 0;5;20;0;0;[3, 2];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: C=NULL; '}";;{0, 32, 4, 10, 11, 12, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
7;13;Player 1;0;-10;25;30;;17;0;True;;0;EC:Input:C =25;;;{0, 32, 4, 10, 11, 12, 17, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
8;14;Player 0;5;20;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 32, 4, 10, 11, 12, 15, 17, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
8;15;Player 1;75;-10;25;30;;8;0;True;;0;EC:Input:A =75;;;{0, 32, 4, 8, 10, 11, 12, 15, 17, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
9;16;Player 0;5;20;45;0;[3];18;0;True;;0;EC:Input:C =45;;;{0, 32, 4, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
9;17;Player 1;25;-10;25;30;;6;0;True;;0;EC:Input:A =25;;;{0, 32, 4, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28};{0, 2, 4, 5, 6, 7, 8}
10;18;Player 0;5;20;45;0;[3];29;0;True;;0;EC:Resource: Restart;;;{0, 32, 4, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29};{0, 2, 4, 5, 6, 7, 8}
10;19;Player 1;25;-10;25;30;;33;0;True;;0;EC:Resource: Restart;;;{0, 32, 33, 4, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29};{0, 2, 4, 5, 6, 7, 8}
11;20;Player 0;82;20;45;0;[3, 1];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: B=NULL; '}";;{0, 2, 4, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29, 32, 33};{0, 1, 2, 4, 5, 6, 7, 8}
11;21;Player 1;50;-10;25;30;;7;0;True;;0;EC:Input:A =50;;;{0, 2, 4, 6, 7, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29, 32, 33};{0, 1, 2, 4, 5, 6, 7, 8}
12;22;Player 0;82;4;45;0;[3, 1];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 2, 4, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29, 32, 33};{0, 1, 2, 4, 5, 6, 7, 8}
12;23;Player 1;10;-10;25;30;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29, 32, 33};{0, 1, 2, 4, 5, 6, 7, 8}
13;24;Player 0;82;20;45;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18, 19, 20, 21, 23, 28, 29, 32, 33};{0, 1, 2, 4, 5, 6, 7, 8}
