roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;88;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;76;0;0;0;[2];2;1;True;;0;EC:Input:2 digit number<90;"{' WC Name: C=NULL; '}";;{0, 2};{0, 2}
2;2;Player 0;88;-10;0;0;[0];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: B=-10 '};;{0, 2, 21};{0, 8, 2}
2;3;Player 1;76;0;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 16, 2, 21};{0, 8, 2}
3;4;Player 0;88;20;0;0;[0];11;0;True;;0;EC:Input:B =20;;;{0, 2, 11, 16, 21};{0, 8, 2}
3;5;Player 1;25;0;15;0;;6;0;True;;0;EC:Input:A =25;;;{0, 2, 6, 11, 16, 21};{0, 8, 2}
4;6;Player 0;88;20;75;0;[0];19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 2, 6, 11, 16, 19, 21};{0, 8, 2, 5}
4;7;Player 1;25;0;15;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 2, 34, 6, 11, 16, 19, 21};{0, 8, 2, 5}
5;8;Player 0;88;20;75;0;[0];0;0;False;['CPU1Captured'];1;;;;{0, 2, 34, 6, 11, 16, 19, 21};{0, 8, 2, 5}
5;9;Player 1;50;0;15;0;;7;0;True;;0;EC:Input:A =50;;;{0, 2, 34, 6, 7, 11, 16, 19, 21};{0, 8, 2, 5}
6;10;Player 0;88;20;75;0;[0];0;0;False;['CPU1Captured'];2;;;;{0, 2, 34, 6, 7, 11, 16, 19, 21};{0, 8, 2, 5}
6;11;Player 1;50;0;15;0;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 2, 34, 6, 7, 11, 16, 19, 21, 30};{0, 8, 2, 5}
7;12;Player 0;88;20;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 2, 34, 6, 7, 11, 16, 17, 19, 21, 30};{0, 8, 2, 5}
7;13;Player 1;5;0;15;0;;4;0;True;;0;EC:Input:A =5;;;{0, 2, 34, 4, 6, 7, 11, 16, 17, 19, 21, 30};{0, 8, 2, 5}
8;14;Player 0;88;20;25;0;[0, 3];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 2, 34, 4, 6, 7, 11, 16, 17, 19, 20, 21, 30};{0, 2, 4, 5, 8}
8;15;Player 1;5;0;0;20;[1];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 2, 34, 4, 6, 7, 11, 16, 17, 19, 20, 21, 25, 30};{0, 1, 2, 3, 4, 5, 8}
9;16;Player 0;88;20;-20;0;[0, 3];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 2, 34, 4, 6, 7, 11, 16, 17, 19, 20, 21, 23, 25, 30};{0, 1, 2, 3, 4, 5, 8, 9}
9;17;Player 1;5;0;0;20;[1];31;0;True;;0;EC:Resource: Bazar;;;{0, 2, 34, 4, 6, 7, 11, 16, 17, 19, 20, 21, 23, 25, 30, 31};{0, 1, 2, 3, 4, 5, 8, 9}
10;18;Player 0;88;30;-20;0;[0, 3];12;0;True;;0;EC:Input:B =30;;;{0, 2, 34, 4, 6, 7, 11, 12, 16, 17, 19, 20, 21, 23, 25, 30, 31};{0, 1, 2, 3, 4, 5, 8, 9}
10;19;Player 1;75;0;0;20;[1];8;0;True;;0;EC:Input:A =75;;;{0, 2, 34, 4, 6, 7, 8, 11, 12, 16, 17, 19, 20, 21, 23, 25, 30, 31};{0, 1, 2, 3, 4, 5, 8, 9}
11;20;Player 0;88;10;-20;0;[0, 3];10;0;True;;0;EC:Input:B =10;;;{0, 2, 4, 6, 7, 8, 10, 11, 12, 16, 17, 19, 20, 21, 23, 25, 30, 31, 34};{0, 1, 2, 3, 4, 5, 8, 9}
11;21;Player 1;75;70;0;0;;14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 2, 4, 6, 7, 8, 10, 11, 12, 14, 16, 17, 19, 20, 21, 23, 25, 30, 31, 34};{0, 1, 2, 3, 4, 5, 6, 8, 9}
