roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;95;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;44;0;0;-100;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: T -=100 '};;{0, 1};{0, 4}
2;2;Player 0;95;0;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 1, 17};{0, 4}
2;3;Player 1;0;-1;75;-100;[2];19;1;True;;0;EC:Input:C =75;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 19, 17};{0, 4, 7}
3;4;Player 0;95;0;25;0;[0];31;0;True;;0;EC:Resource: Bazar;;;{0, 1, 17, 19, 31};{0, 4, 7}
3;5;Player 1;50;-1;75;-100;[2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 7, 17, 19, 31};{0, 4, 7}
4;6;Player 0;95;-10;25;0;[0, 3, 2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B=-10 ', ' WC Name: C=NULL; '}";;{0, 1, 7, 17, 19, 24, 31};{0, 2, 4, 7, 8}
4;7;Player 1;50;-1;15;-100;;16;0;True;;0;EC:Input:C =15;;;{0, 1, 7, 16, 17, 19, 24, 31};{0, 2, 4, 7, 8}
5;8;Player 0;95;50;25;0;[0, 3, 2];13;0;True;;0;EC:Input:B =50;;;{0, 1, 7, 13, 16, 17, 19, 24, 31};{0, 2, 4, 7, 8}
5;9;Player 1;50;-1;45;-100;;18;0;True;;0;EC:Input:C =45;;;{0, 1, 7, 13, 16, 17, 18, 19, 24, 31};{0, 2, 4, 7, 8}
6;10;Player 0;10;50;25;0;[3, 2];5;0;True;;0;EC:Input:A =10;;;{0, 1, 5, 7, 13, 16, 17, 18, 19, 24, 31};{0, 2, 4, 7, 8}
6;11;Player 1;50;0;0;-51;;20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: B,C=0; '}";;{0, 1, 5, 7, 13, 16, 17, 18, 19, 20, 24, 31};{0, 2, 3, 4, 7, 8}
