roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;76;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;30;0;True;;0;EC:Resource: Bazar;;;{0, 30};{0}
2;2;Player 0;76;-10;0;0;[0, 3];25;2;True;;0;EC:Task: T += sum all;{' WC Name: T -=100 ', ' WC Name: B=-10 '};;{0, 25, 30};{0, 8, 4}
2;3;Player 1;38;0;0;0;;1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B,C=0; '}";;{0, 25, 30, 1};{0, 8, 3, 4}
3;4;Player 0;76;-10;15;0;[0, 3];16;0;True;;0;EC:Input:C =15;;;{0, 1, 16, 25, 30};{0, 8, 3, 4}
3;5;Player 1;38;0;0;38;;22;1;True;['CPU1Captured'];0;EC:Task: T += A+B+C;{' WC Name: Capture CPU '};;{0, 1, 16, 22, 25, 30};{0, 3, 4, 5, 8}
4;6;Player 0;0;-1;15;0;[3, 2];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 16, 20, 22, 25, 30};{0, 3, 4, 5, 7, 8}
4;7;Player 1;38;0;0;38;;0;0;False;['CPU1Captured'];1;;;;{0, 1, 16, 20, 22, 25, 30};{0, 3, 4, 5, 7, 8}
5;8;Player 0;0;-1;15;0;[3, 2];28;0;True;;0;EC:Resource: Restart;;;{0, 1, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
5;9;Player 1;38;0;0;38;;0;0;False;['CPU1Captured'];2;;;;{0, 1, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
6;10;Player 0;0;-1;7;0;[3, 2];9;0;True;;0;EC:Input: sum dice of all players;;;{0, 1, 9, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
6;11;Player 1;50;0;0;38;;7;0;True;;0;EC:Input:A =50;;;{0, 1, 7, 9, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
7;12;Player 0;5;-1;7;0;[3, 2];4;0;True;;0;EC:Input:A =5;;;{0, 1, 4, 7, 9, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
7;13;Player 1;75;0;0;38;;8;0;True;;0;EC:Input:A =75;;;{0, 1, 4, 7, 8, 9, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
8;14;Player 0;5;-1;7;0;[3, 2];32;0;True;;0;EC:Resource: Restart;;;{0, 1, 32, 4, 7, 8, 9, 16, 20, 22, 25, 28, 30};{0, 3, 4, 5, 7, 8}
8;15;Player 1;75;0;0;38;;31;0;True;;0;EC:Resource: Restart;;;{0, 1, 32, 4, 7, 8, 9, 16, 20, 22, 25, 28, 30, 31};{0, 3, 4, 5, 7, 8}
9;16;Player 0;5;-1;5;0;[3];15;0;True;;0;EC:Input:C =5;;;{0, 1, 32, 4, 7, 8, 9, 15, 16, 20, 22, 25, 28, 30, 31};{0, 3, 4, 5, 7, 8}
9;17;Player 1;75;20;0;38;;11;0;True;;0;EC:Input:B =20;;;{0, 1, 32, 4, 7, 8, 9, 11, 15, 16, 20, 22, 25, 28, 30, 31};{0, 3, 4, 5, 7, 8}
10;18;Player 0;5;70;5;0;[3, 2];14;1;True;;0;EC:Input:B =70;"{' WC Name: C=NULL; '}";;{0, 1, 32, 4, 7, 8, 9, 11, 14, 15, 16, 20, 22, 25, 28, 30, 31};{0, 2, 3, 4, 5, 7, 8}
10;19;Player 1;75;20;0;38;;33;0;True;;0;EC:Resource: Restart;;;{0, 1, 32, 33, 4, 7, 8, 9, 11, 14, 15, 16, 20, 22, 25, 28, 30, 31};{0, 2, 3, 4, 5, 7, 8}
11;20;Player 0;5;30;5;0;[3, 2];12;0;True;;0;EC:Input:B =30;;;{0, 1, 4, 7, 8, 9, 11, 12, 14, 15, 16, 20, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8}
11;21;Player 1;75;50;0;38;;13;0;True;;0;EC:Input:B =50;;;{0, 1, 4, 7, 8, 9, 11, 12, 13, 14, 15, 16, 20, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8}
12;22;Player 0;5;30;19;0;[3];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 4, 7, 8, 9, 11, 12, 13, 14, 15, 16, 20, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8}
12;23;Player 1;75;10;0;38;;10;0;True;;0;EC:Input:B =10;;;{0, 1, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8}
13;24;Player 0;5;30;-20;0;[3];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: C=-20 '};;{0, 1, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8, 9}
13;25;Player 1;25;10;0;38;;6;0;True;;0;EC:Input:A =25;;;{0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8, 9}
14;26;Player 0;10;30;-20;0;[3];5;0;True;;0;EC:Input:A =10;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 25, 28, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8, 9}
14;27;Player 1;25;10;0;38;;29;0;True;;0;EC:Resource: Freelancer;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 25, 28, 29, 30, 31, 32, 33};{0, 2, 3, 4, 5, 7, 8, 9}
15;28;Player 0;10;30;-20;0;[3, 1];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: B=NULL; '}";;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 23, 25, 28, 29, 30, 31, 32, 33};{0, 1, 2, 3, 4, 5, 7, 8, 9}
15;29;Player 1;25;10;0;0;;26;2;True;;0;EC:Task: T += B+((2*)A);{' WC Name: T =xx00 '};;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 33};{6}
16;30;Player 0;10;30;25;0;[3, 1];17;0;True;;0;EC:Input:C =25;;;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 33};{6}
16;31;Player 1;25;10;0;-83;[0];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: A=NULL; ', ' WC Name: T -=100 '}";;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33};{0, 4, 6}
17;32;Player 0;10;0;0;0;[3];27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: B=-10 ', ' WC Name: B,C=0; '}";;{0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33};{0, 3, 4, 6, 8}
