roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;73;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: T =xx00 '};;{0, 23};{0, 6}
2;2;Player 0;73;0;0;0;[0];30;0;True;;0;EC:Resource: Freelancer;;;{0, 30, 23};{0, 6}
2;3;Player 1;75;0;0;0;;8;0;True;;0;EC:Input:A =75;;;{0, 8, 30, 23};{0, 6}
3;4;Player 0;25;0;0;0;;6;0;True;;0;EC:Input:A =25;;;{0, 6, 8, 23, 30};{0, 6}
3;5;Player 1;75;-10;0;0;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: B=-10 '};;{0, 2, 6, 8, 23, 30};{0, 8, 6}
4;6;Player 0;25;0;0;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 2, 34, 6, 8, 23, 30};{0, 8, 6}
4;7;Player 1;75;-10;0;0;;32;0;True;;0;EC:Resource: Restart;;;{0, 32, 2, 34, 6, 8, 23, 30};{0, 8, 6}
5;8;Player 0;25;30;0;0;;12;0;True;;0;EC:Input:B =30;;;{0, 32, 2, 34, 6, 8, 12, 23, 30};{0, 8, 6}
5;9;Player 1;75;-10;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 32, 2, 34, 6, 8, 12, 16, 23, 30};{0, 8, 6}
6;10;Player 0;25;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 32, 2, 34, 6, 8, 11, 12, 16, 23, 30};{0, 8, 6}
6;11;Player 1;75;-10;15;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 32, 2, 34, 33, 6, 8, 11, 12, 16, 23, 30};{0, 8, 6}
7;12;Player 0;25;20;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 33, 32, 2, 34, 6, 8, 11, 12, 16, 18, 23, 30};{0, 8, 6}
7;13;Player 1;75;-10;15;65;[1];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B=NULL; '}";;{0, 33, 32, 2, 34, 6, 8, 11, 12, 16, 18, 21, 23, 30};{0, 8, 6, 1}
8;14;Player 0;50;0;0;0;;28;2;True;['CPU1Captured'];0;EC:Task: x = 2x ! total;"{' WC Name: B,C=0; ', ' WC Name: Capture CPU '}";;{0, 33, 32, 2, 34, 6, 8, 11, 12, 16, 18, 21, 23, 28, 30};{0, 1, 3, 5, 6, 8}
8;15;Player 1;50;-10;15;65;[1];7;0;True;;0;EC:Input:A =50;;;{0, 33, 32, 2, 34, 6, 7, 8, 11, 12, 16, 18, 21, 23, 28, 30};{0, 1, 3, 5, 6, 8}
9;16;Player 0;50;0;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 33, 32, 2, 34, 6, 7, 8, 11, 12, 16, 18, 21, 23, 28, 30};{0, 1, 3, 5, 6, 8}
9;17;Player 1;50;-10;25;65;[1];17;0;True;;0;EC:Input:C =25;;;{0, 33, 32, 2, 34, 6, 7, 8, 11, 12, 16, 17, 18, 21, 23, 28, 30};{0, 1, 3, 5, 6, 8}
10;18;Player 0;50;0;0;0;;0;0;False;['CPU1Captured'];2;;;;{0, 33, 32, 2, 34, 6, 7, 8, 11, 12, 16, 17, 18, 21, 23, 28, 30};{0, 1, 3, 5, 6, 8}
10;19;Player 1;50;-10;25;65;[1];29;0;True;;0;EC:Resource: Restart;;;{0, 33, 32, 2, 34, 6, 7, 8, 11, 12, 16, 17, 18, 21, 23, 28, 29, 30};{0, 1, 3, 5, 6, 8}
11;20;Player 0;10;0;0;0;;5;0;True;;0;EC:Input:A =10;;;{0, 2, 5, 6, 7, 8, 11, 12, 16, 17, 18, 21, 23, 28, 29, 30, 32, 33, 34};{0, 1, 3, 5, 6, 8}
11;21;Player 1;50;3;25;-35;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: T -=100 '};;{0, 1, 2, 5, 6, 7, 8, 11, 12, 16, 17, 18, 21, 23, 28, 29, 30, 32, 33, 34};{0, 1, 3, 4, 5, 6, 8}
