roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;48;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;7;0;0;0;;9;0;True;;0;EC:Input: sum dice of all players;;;{0, 9};{0}
2;2;Player 0;48;0;0;0;[0];21;1;True;;0;EC:Task: T = A(*)+B;"{' WC Name: B,C=0; '}";;{0, 9, 21};{0, 3}
2;3;Player 1;7;10;0;0;;10;0;True;;0;EC:Input:B =10;;;{0, 9, 10, 21};{0, 3}
3;4;Player 0;48;70;0;0;[0, 2];14;1;True;;0;EC:Input:B =70;"{' WC Name: C=NULL; '}";;{0, 9, 10, 14, 21};{0, 2, 3}
3;5;Player 1;50;10;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 7, 9, 10, 14, 21};{0, 2, 3}
4;6;Player 0;48;70;5;0;[0];15;0;True;;0;EC:Input:C =5;;;{0, 7, 9, 10, 14, 15, 21};{0, 2, 3}
4;7;Player 1;50;10;45;0;;18;0;True;;0;EC:Input:C =45;;;{0, 7, 9, 10, 14, 15, 18, 21};{0, 2, 3}
5;8;Player 0;48;70;5;0;[0];29;0;True;;0;EC:Resource: Restart;;;{0, 7, 9, 10, 14, 15, 18, 21, 29};{0, 2, 3}
5;9;Player 1;50;10;45;105;;22;1;True;;0;EC:Task: T += A+B+C;;Player 1;{0, 7, 9, 10, 14, 15, 18, 21, 22, 29};{0, 2, 3}
roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;6;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;50;0;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 7};{0}
2;2;Player 0;6;0;0;0;[0];31;0;True;;0;EC:Resource: Bazar;;;{0, 31, 7};{0}
2;3;Player 1;50;70;0;0;;2;1;True;['CPU1Captured'];0;EC:Input:2 digit number<90;{' WC Name: Capture CPU '};;{0, 2, 7, 31};{0, 5}
3;4;Player 0;25;0;0;0;;6;0;True;;0;EC:Input:A =25;;;{0, 2, 6, 7, 31};{0, 5}
3;5;Player 1;50;70;0;0;;0;0;False;['CPU1Captured'];1;;;;{0, 2, 6, 7, 31};{0, 5}
4;6;Player 0;25;0;0;25;;22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B,C=0; '}";;{0, 2, 6, 7, 22, 31};{0, 3, 5}
4;7;Player 1;50;70;0;0;;0;0;False;['CPU1Captured'];2;;;;{0, 2, 6, 7, 22, 31};{0, 3, 5}
5;8;Player 0;25;0;0;-50;[1];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: T -=100 ', ' WC Name: B=NULL; '}";;{0, 2, 6, 7, 22, 27, 31};{0, 1, 3, 4, 5}
5;9;Player 1;100;140;0;0;[2];28;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: C=NULL; ', ' WC Name: T =xx00 '}";;{0, 2, 6, 7, 22, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6}
6;10;Player 0;25;13;0;-50;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 2, 3, 6, 7, 22, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6}
6;11;Player 1;100;30;0;0;[2];12;0;True;;0;EC:Input:B =30;;;{0, 2, 3, 6, 7, 12, 22, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6}
7;12;Player 0;0;-10;0;-12;[2];25;2;True;;0;EC:Task: T += sum all;{' WC Name: A=0,B=-1,C=N ', ' WC Name: B=-10 '};;{0, 2, 3, 6, 7, 12, 22, 25, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
7;13;Player 1;100;50;0;0;[2];13;0;True;;0;EC:Input:B =50;;;{0, 2, 3, 6, 7, 12, 13, 22, 25, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
8;14;Player 0;10;-10;0;-12;[2];5;0;True;;0;EC:Input:A =10;;;{0, 2, 3, 5, 6, 7, 12, 13, 22, 25, 27, 28, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
8;15;Player 1;100;50;0;0;[2];29;0;True;;0;EC:Resource: Restart;;;{0, 2, 3, 5, 6, 7, 12, 13, 22, 25, 27, 28, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
9;16;Player 0;10;-10;0;-12;[2];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 2, 3, 5, 6, 7, 12, 13, 22, 25, 27, 28, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
9;17;Player 1;100;50;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 33, 2, 3, 5, 6, 7, 12, 13, 16, 22, 25, 27, 28, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
10;18;Player 0;10;-10;25;-12;;17;0;True;;0;EC:Input:C =25;;;{0, 33, 2, 3, 5, 6, 7, 12, 13, 16, 17, 22, 25, 27, 28, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
10;19;Player 1;100;50;15;150;;21;1;True;;0;EC:Task: T = A(*)+B;;Player 1;{0, 33, 2, 3, 5, 6, 7, 12, 13, 16, 17, 21, 22, 25, 27, 28, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8}
