roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;79;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;11;0;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3};{0}
2;2;Player 0;79;0;0;0;[0];30;0;True;;0;EC:Resource: Freelancer;;;{0, 3, 30};{0}
2;3;Player 1;11;0;0;0;;32;0;True;;0;EC:Resource: Restart;;;{0, 32, 3, 30};{0}
3;4;Player 0;79;0;0;0;[0];31;0;True;;0;EC:Resource: Bazar;;;{0, 32, 3, 30, 31};{0}
3;5;Player 1;0;-1;0;11;[2];27;2;True;['CPU1Captured'];0;EC:Task: T += (2*)(A+B+C);{' WC Name: A=0,B=-1,C=N ', ' WC Name: Capture CPU '};;{0, 32, 3, 27, 30, 31};{0, 5, 7}
4;6;Player 0;79;0;-20;79;[0, 2];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: C=-20 ', ' WC Name: C=NULL; '}";;{0, 32, 3, 26, 27, 30, 31};{0, 2, 5, 7, 9}
4;7;Player 1;0;-1;0;11;[2];0;0;False;['CPU1Captured'];1;;;;{0, 32, 3, 26, 27, 30, 31};{0, 2, 5, 7, 9}
5;8;Player 0;75;0;-20;79;[2];8;0;True;;0;EC:Input:A =75;;;{0, 32, 3, 8, 26, 27, 30, 31};{0, 2, 5, 7, 9}
5;9;Player 1;0;-1;0;11;[2];0;0;False;['CPU1Captured'];2;;;;{0, 32, 3, 8, 26, 27, 30, 31};{0, 2, 5, 7, 9}
6;10;Player 0;75;20;-20;79;[2];11;0;True;;0;EC:Input:B =20;;;{0, 32, 3, 8, 11, 26, 27, 30, 31};{0, 2, 5, 7, 9}
6;11;Player 1;0;-10;0;19;[2];23;1;True;;0;EC:Task: T = xx9x;{' WC Name: B=-10 '};;{0, 32, 3, 8, 11, 23, 26, 27, 30, 31};{0, 2, 5, 7, 8, 9}
7;12;Player 0;75;30;-20;79;[2];12;0;True;;0;EC:Input:B =30;;;{0, 32, 3, 8, 11, 12, 23, 26, 27, 30, 31};{0, 2, 5, 7, 8, 9}
7;13;Player 1;0;-10;0;-100;[2];21;1;True;;0;EC:Task: T = A(*)+B;{' WC Name: T =xx00 '};;{0, 32, 3, 8, 11, 12, 21, 23, 26, 27, 30, 31};{0, 2, 5, 6, 7, 8, 9}
8;14;Player 0;75;30;-20;184;[2];20;1;True;;0;aEC:Task: T += A+B;;Player 0;{0, 32, 3, 8, 11, 12, 20, 21, 23, 26, 27, 30, 31};{0, 2, 5, 6, 7, 8, 9}
