roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;65;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;-1;75;0;[2];19;1;True;;0;EC:Input:C =75;{' WC Name: A=0,B=-1,C=N '};;{0, 19};{0, 7}
2;2;Player 0;65;0;0;0;[0];28;0;True;;0;EC:Resource: Restart;;;{0, 19, 28};{0, 7}
2;3;Player 1;0;0;0;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 24, 19, 28};{0, 1, 3, 7}
3;4;Player 0;65;0;0;0;[0];31;0;True;;0;EC:Resource: Restart;;;{0, 19, 24, 28, 31};{0, 1, 3, 7}
3;5;Player 1;0;70;-20;0;[3];14;1;True;;0;EC:Input:B =70;{' WC Name: C=-20 '};;{0, 14, 19, 24, 28, 31};{0, 1, 3, 7, 9}
4;6;Player 0;65;0;15;0;[0];16;0;True;;0;EC:Input:C =15;;;{0, 14, 16, 19, 24, 28, 31};{0, 1, 3, 7, 9}
4;7;Player 1;0;70;-20;0;[3];21;1;True;['CPU1Captured'];0;EC:Task: T = A(*)+B;{' WC Name: Capture CPU '};;{0, 14, 16, 19, 21, 24, 28, 31};{0, 1, 3, 5, 7, 9}
5;8;Player 0;65;0;15;0;[0, 3, 2];20;1;True;;0;aEC:Task: T += A+B;"{' WC Name: C=NULL; '}";;{0, 14, 16, 19, 20, 21, 24, 28, 31};{0, 1, 2, 3, 5, 7, 9}
5;9;Player 1;0;70;-20;0;[3];0;0;False;['CPU1Captured'];1;;;;{0, 14, 16, 19, 20, 21, 24, 28, 31};{0, 1, 2, 3, 5, 7, 9}
6;10;Player 0;10;0;15;0;[3, 2];5;0;True;;0;EC:Input:A =10;;;{0, 5, 14, 16, 19, 20, 21, 24, 28, 31};{0, 1, 2, 3, 5, 7, 9}
