roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;44;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;50;0;0;0;;7;0;True;;0;EC:Input:A =50;;;{0, 7};{0}
2;2;Player 0;44;0;0;0;[0];31;0;True;;0;EC:Resource: Restart;;;{0, 31, 7};{0}
2;3;Player 1;50;0;25;0;;17;0;True;;0;EC:Input:C =25;;;{0, 17, 7, 31};{0}
3;4;Player 0;44;0;0;0;[0];29;0;True;;0;EC:Resource: Freelancer;;;{0, 7, 17, 29, 31};{0}
3;5;Player 1;25;0;25;0;;6;0;True;;0;EC:Input:A =25;;;{0, 6, 7, 17, 29, 31};{0}
4;6;Player 0;44;0;0;0;[0, 3];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: T -=100 '};;{0, 6, 7, 17, 20, 29, 31};{0, 4}
4;7;Player 1;25;0;25;0;;22;1;True;;0;EC:Task: T += A+B+C;{' WC Name: T =xx00 '};;{0, 6, 7, 17, 20, 22, 29, 31};{0, 4, 6}
5;8;Player 0;44;0;0;0;[0, 3];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 6, 7, 17, 20, 22, 29, 31};{0, 4, 6}
5;9;Player 1;25;0;-20;50;;25;2;True;;0;EC:Task: T += sum all;"{' WC Name: C=NULL; ', ' WC Name: C=-20 '}";;{0, 33, 6, 7, 17, 20, 22, 25, 29, 31};{0, 2, 4, 6, 9}
6;10;Player 0;44;0;0;0;[0, 3];21;1;True;['CPU1Captured'];0;EC:Task: T = A(*)+B;{' WC Name: Capture CPU '};;{0, 33, 6, 7, 17, 20, 21, 22, 25, 29, 31};{0, 2, 4, 5, 6, 9}
6;11;Player 1;25;20;-20;50;;11;0;True;;0;EC:Input:B =20;;;{0, 33, 6, 7, 11, 17, 20, 21, 22, 25, 29, 31};{0, 2, 4, 5, 6, 9}
7;12;Player 0;44;0;0;0;[0, 3];0;0;False;['CPU1Captured'];1;;;;{0, 33, 6, 7, 11, 17, 20, 21, 22, 25, 29, 31};{0, 2, 4, 5, 6, 9}
7;13;Player 1;0;-1;-20;50;[2];14;1;True;;0;EC:Input:B =70;{' WC Name: A=0,B=-1,C=N '};;{0, 33, 6, 7, 11, 14, 17, 20, 21, 22, 25, 29, 31};{0, 2, 4, 5, 6, 7, 9}
8;14;Player 0;44;0;0;0;[0, 3];0;0;False;['CPU1Captured'];2;;;;{0, 33, 6, 7, 11, 14, 17, 20, 21, 22, 25, 29, 31};{0, 2, 4, 5, 6, 7, 9}
8;15;Player 1;0;-1;-20;59;[2, 1];23;1;True;;0;EC:Task: T = xx9x;"{' WC Name: B=NULL; '}";;{0, 33, 6, 7, 11, 14, 17, 20, 21, 22, 23, 25, 29, 31};{0, 1, 2, 4, 5, 6, 7, 9}
9;16;Player 0;44;0;0;0;[0, 3];19;1;True;;0;EC:Input:C =75;"{' WC Name: B,C=0; '}";;{0, 33, 6, 7, 11, 14, 17, 19, 20, 21, 22, 23, 25, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 9}
9;17;Player 1;0;-1;2;59;[1];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 33, 3, 6, 7, 11, 14, 17, 19, 20, 21, 22, 23, 25, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 9}
10;18;Player 0;78;-10;0;0;[3];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: B=-10 '};;{0, 33, 2, 3, 6, 7, 11, 14, 17, 19, 20, 21, 22, 23, 25, 29, 31};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
