roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;81;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;0;0;0;[1];27;2;True;;0;EC:Task: T += (2*)(A+B+C);"{' WC Name: B,C=0; ', ' WC Name: B=NULL; '}";;{0, 27};{0, 1, 3}
2;2;Player 0;81;-10;0;0;[0, 3, 2];25;2;True;;0;EC:Task: T += sum all;"{' WC Name: B=-10 ', ' WC Name: C=NULL; '}";;{0, 25, 27};{0, 1, 2, 3, 8}
2;3;Player 1;10;0;0;0;[1];5;0;True;;0;EC:Input:A =10;;;{0, 25, 27, 5};{0, 1, 2, 3, 8}
3;4;Player 0;25;-10;0;0;[3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 5, 6, 25, 27};{0, 1, 2, 3, 8}
3;5;Player 1;10;20;0;0;;11;0;True;;0;EC:Input:B =20;;;{0, 5, 6, 11, 25, 27};{0, 1, 2, 3, 8}
4;6;Player 0;25;-10;75;0;[3];19;1;True;['CPU1Captured'];0;EC:Input:C =75;{' WC Name: Capture CPU '};;{0, 5, 6, 11, 19, 25, 27};{0, 1, 2, 3, 5, 8}
4;7;Player 1;10;20;0;0;;34;0;True;;0;EC:Resource: Restart;;;{0, 34, 5, 6, 11, 19, 25, 27};{0, 1, 2, 3, 5, 8}
5;8;Player 0;25;-10;75;0;[3];0;0;False;['CPU1Captured'];1;;;;{0, 34, 5, 6, 11, 19, 25, 27};{0, 1, 2, 3, 5, 8}
5;9;Player 1;10;20;41;-100;;2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T -=100 '};;{0, 34, 2, 5, 6, 11, 19, 25, 27};{0, 1, 2, 3, 4, 5, 8}
6;10;Player 0;25;-10;75;0;[3];0;0;False;['CPU1Captured'];2;;;;{0, 34, 2, 5, 6, 11, 19, 25, 27};{0, 1, 2, 3, 4, 5, 8}
6;11;Player 1;10;20;45;-100;;18;0;True;;0;EC:Input:C =45;;;{0, 34, 2, 5, 6, 11, 18, 19, 25, 27};{0, 1, 2, 3, 4, 5, 8}
7;12;Player 0;25;-10;-20;0;[3];28;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: T =xx00 ', ' WC Name: C=-20 '};;{0, 34, 2, 5, 6, 11, 18, 19, 25, 27, 28};{0, 1, 2, 3, 4, 5, 6, 8, 9}
7;13;Player 1;10;50;45;-100;;13;0;True;;0;EC:Input:B =50;;;{0, 34, 2, 5, 6, 11, 13, 18, 19, 25, 27, 28};{0, 1, 2, 3, 4, 5, 6, 8, 9}
8;14;Player 0;25;-10;-20;0;[3];33;0;True;;0;EC:Resource: Restart;;;{0, 33, 34, 2, 5, 6, 11, 13, 18, 19, 25, 27, 28};{0, 1, 2, 3, 4, 5, 6, 8, 9}
8;15;Player 1;10;50;25;-100;;17;0;True;;0;EC:Input:C =25;;;{0, 33, 34, 2, 5, 6, 11, 13, 17, 18, 19, 25, 27, 28};{0, 1, 2, 3, 4, 5, 6, 8, 9}
9;16;Player 0;0;-1;-20;0;[3, 2];20;1;True;;0;aEC:Task: T += A+B;{' WC Name: A=0,B=-1,C=N '};;{0, 33, 34, 2, 5, 6, 11, 13, 17, 18, 19, 20, 25, 27, 28};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
9;17;Player 1;10;50;-20;-40;[0];26;2;True;;0;EC:Task: T += B+((2*)A);"{' WC Name: C=-20 ', ' WC Name: A=NULL; '}";;{0, 33, 34, 2, 5, 6, 11, 13, 17, 18, 19, 20, 25, 26, 27, 28};{0, 9}
10;18;Player 0;0;0;0;0;[3];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: A=0,B=-1,C=N '}";;{0, 33, 34, 2, 5, 6, 11, 13, 17, 18, 19, 20, 24, 25, 26, 27, 28};{0, 9, 3, 7}
10;19;Player 1;10;50;-20;-40;[0];21;1;True;['CPU1Captured'];0;EC:Task: T = A(*)+B;{' WC Name: Capture CPU '};;{0, 33, 34, 2, 5, 6, 11, 13, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28};{0, 3, 5, 7, 9}
11;20;Player 0;0;0;0;0;[3];30;0;True;;0;EC:Resource: Freelancer;;;{0, 2, 5, 6, 11, 13, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 30, 33, 34};{0, 3, 5, 7, 9}
11;21;Player 1;10;50;-20;-40;[0];0;0;False;['CPU1Captured'];1;;;;{0, 2, 5, 6, 11, 13, 17, 18, 19, 20, 21, 24, 25, 26, 27, 28, 30, 33, 34};{0, 3, 5, 7, 9}
