roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;75;-10;75;-200;[2, 3, 0];8;0;True;;0;EC:Input:A =75;;;{0, 8, 11, 13, 19, 23, 25, 26, 28, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
1;1;Player 1;0;20;15;14;[2, 3, 1];16;0;True;;0;EC:Input:C =15;;;{0, 16};{0}
2;2;Player 0;25;-10;75;-200;[2, 3, 0];6;0;True;;0;EC:Input:A =25;;;{0, 9, 6};{0}
2;3;Player 1;0;20;-20;14;[2, 3, 1];26;2;True;['CPU1Captured'];0;EC:Task: T += B+(2*A);{' WC Name: C=-20 ', ' WC Name: Capture CPU '};;{0, 9, 26, 14};{0, 9, 3, 5}
3;4;Player 0;0;-1;75;-300;[2, 3, 0];26;2;True;;0;EC:Task: T += B+(2*A);{' WC Name: A=0,B=-1,C=N ', ' WC Name: T -=100 '};;{0, 9, 14, 24, 26};{0, 3, 4, 6, 7, 8}
3;5;Player 1;0;20;-20;14;[2, 3, 1];0;0;False;['CPU1Captured'];1;;;;{0, 9, 14, 17, 24};{0, 8, 3, 6}
4;6;Player 0;0;30;75;-300;[2, 3, 0];12;0;True;;0;EC:Input:B =30;;;{0, 1, 9, 12, 14, 17, 24};{0, 3, 5, 6, 8}
4;7;Player 1;0;20;-20;14;[2, 3, 1];0;0;False;['CPU1Captured'];2;;;;{0, 1, 9, 14, 17, 24, 25};{0, 2, 3, 5, 6, 8, 9}
5;8;Player 0;0;30;75;-300;[2, 3, 0];28;0;True;;0;EC:Resource: Restart;;;{0, 1, 9, 14, 17, 24, 25, 28};{0, 2, 3, 5, 6, 8, 9}
5;9;Player 1;0;20;74;-86;[3, 1];2;1;True;;0;EC:Input:2 digit number<90;{' WC Name: T -=100 '};;{0, 1, 2, 6, 9, 14, 17, 24, 25};{0, 2, 3, 4, 5, 6, 8, 9}
6;10;Player 0;0;30;22;-300;[3, 0];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 6, 9, 14, 17, 24, 25};{0, 2, 3, 5, 6, 8, 9}
6;11;Player 1;0;20;74;5;[1];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 6, 9, 14, 17, 24, 25, 29};{0, 2, 3, 5, 6, 8, 9}
7;12;Player 0;0;30;22;14;[0];3;0;True;;0;EC:Input:2 digit number<30;;;{0, 1, 3, 6, 9, 11, 14, 17, 24, 25, 29};{0, 2, 3, 5, 6, 8, 9}
7;13;Player 1;0;20;15;5;[1];16;0;True;;0;EC:Input:C =15;;;{0, 1, 6, 9, 11, 14, 16, 17, 23, 24, 25, 29};{0, 1, 2, 3, 5, 6, 8, 9}
8;14;Player 0;0;-1;22;-86;[0, 3, 2];27;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: A=0,B=-1,C=N ', ' WC Name: T -=100 '};;{0, 1, 6, 9, 11, 12, 14, 17, 23, 24, 25, 27, 29};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
8;15;Player 1;50;20;15;5;[1];7;0;True;;0;EC:Input:A =50;;;{0, 1, 5, 6, 7, 9, 11, 12, 14, 17, 23, 24, 25, 29};{0, 1, 2, 3, 5, 6, 8, 9}
9;16;Player 0;0;-1;22;-86;[0, 3, 2];27;2;True;;0;EC:Task: x = 2x ! total;{' WC Name: A=0,B=-1,C=N '};;{0, 1, 5, 6, 9, 11, 12, 14, 17, 22, 23, 24, 25, 27, 29};{7}
9;17;Player 1;50;20;15;5;[1];30;0;True;;0;EC:Resource: Bazar;;;{0, 1, 3, 5, 6, 9, 11, 12, 14, 17, 22, 23, 24, 25, 29, 30};{0, 1, 2, 3, 4, 5, 6, 8, 9}
10;18;Player 0;0;-1;75;-86;[0, 3, 2];19;1;True;;0;EC:Input:C =75;"{' WC Name: A=NULL; '}";;{0, 1, 3, 5, 6, 9, 11, 12, 14, 17, 19, 22, 23, 24, 25, 26, 29};{0, 7}
10;19;Player 1;50;0;0;5;[1];19;1;True;;0;EC:Input:C =75;"{' WC Name: B,C=0; '}";;{0, 1, 3, 5, 6, 9, 11, 12, 14, 17, 19, 22, 23, 24, 25, 26, 27, 29};{0, 3, 4, 7}
11;20;Player 0;0;0;0;-86;[0, 3, 2];19;1;True;;0;EC:Input:C =75;"{' WC Name: B,C=0; '}";;{0, 1, 3, 5, 6, 9, 11, 12, 14, 17, 19, 22, 23, 24, 25, 26, 27, 29, 30};{0, 3, 4, 7}
11;21;Player 1;50;0;45;5;[1];18;0;True;;0;EC:Input:C =45;;;{0, 1, 3, 5, 6, 9, 10, 11, 12, 14, 17, 18, 22, 23, 24, 25, 26, 27, 29, 30};{0, 4, 7}
12;22;Player 0;50;0;0;-86;[0, 3, 2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 3, 5, 6, 7, 9, 10, 11, 12, 14, 17, 21, 22, 23, 24, 25, 26, 27, 29, 30};{0, 4, 5, 7}
12;23;Player 1;50;0;5;5;[1];15;0;True;;0;EC:Input:C =5;;;{0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 29, 30};{0, 4, 5, 6, 7}
13;24;Player 0;50;0;5;-86;[0, 3, 2];15;0;True;;0;EC:Input:C =5;;;{0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 29, 30};{0, 4, 5, 6, 7}
13;25;Player 1;50;0;5;5;[1];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 14, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 4, 5, 6, 7}
14;26;Player 0;75;0;5;-86;[0, 3, 2];8;0;True;;0;EC:Input:A =75;;;{0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 14, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 4, 5, 6, 7}
14;27;Player 1;50;50;5;5;[1];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 4, 5, 6, 7}
15;28;Player 0;75;50;5;-86;[0, 3, 2];13;0;True;;0;EC:Input:B =50;;;{0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7}
15;29;Player 1;50;50;45;5;[1];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7}
16;30;Player 0;75;50;45;-86;[0, 3, 2];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7}
16;31;Player 1;50;50;45;5;[1];18;0;True;;0;EC:Input:C =45;;;{0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7}
17;32;Player 0;50;50;45;-86;[0, 3, 2];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7, 9}
17;33;Player 1;50;50;45;5;[1];7;0;True;;0;EC:Input:A =50;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7, 9}
18;34;Player 0;50;50;5;-86;[0, 3, 2];15;0;True;;0;EC:Input:C =5;;;{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30};{0, 3, 4, 5, 6, 7, 9}
18;35;Player 1;50;31;45;5;[2];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: C=NULL; '}";;{0, 28, 29, 30};{0, 2, 3, 4, 5, 6, 7, 9}
19;36;Player 0;25;50;5;-86;[0, 3, 2];6;0;True;;0;EC:Input:A =25;;;{0, 6, 28, 29, 30};{0, 1, 3, 4, 5, 6, 7, 9}
19;37;Player 1;50;20;45;5;[2];11;0;True;;0;EC:Input:B =20;;;{0, 11, 19, 28, 29, 30};{0, 1, 3, 4, 5, 6, 7, 8, 9}
20;38;Player 0;25;50;5;-86;[0, 3, 2];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 4, 19, 22, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
20;39;Player 1;50;20;45;5;[2, 3];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: C=NULL; '}";;{0, 4, 8, 19, 22, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
21;40;Player 0;10;50;5;-86;[0, 3, 2];5;0;True;;0;EC:Input:A =10;;;{0, 4, 5, 8, 19, 23, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
21;41;Player 1;50;20;45;5;[2, 3];7;0;True;;0;EC:Input:A =50;;;{0, 4, 7, 8, 17, 19, 23, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
22;42;Player 0;10;30;5;-86;[0, 3, 2];12;0;True;;0;EC:Input:B =30;;;{0, 4, 7, 8, 12, 17, 19, 23, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
22;43;Player 1;50;20;45;5;[2, 3];11;0;True;;0;EC:Input:B =20;;;{0, 3, 4, 7, 8, 11, 17, 19, 23, 28, 29, 30};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
23;44;Player 0;10;-10;5;-86;[0, 3, 2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: A=NULL; ', ' WC Name: B=-10 '}";;{0, 3, 4, 6, 7, 8, 17, 19, 23, 24, 28, 29, 30};{0, 8}
23;45;Player 1;50;10;45;5;[2, 3];10;0;True;;0;EC:Input:B =10;;;{0, 3, 4, 6, 7, 8, 10, 17, 19, 23, 27, 28, 29, 30};{0, 5}
