roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;24;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;25;0;0;0;;6;0;True;;0;EC:Input:A =25;;;{0, 6};{0}
2;2;Player 0;24;0;0;0;[0];28;0;True;;0;EC:Resource: Restart;;;{0, 28, 6};{0}
2;3;Player 1;25;10;0;0;;10;0;True;;0;EC:Input:B =10;;;{0, 10, 28, 6};{0}
3;4;Player 0;24;0;25;0;[0];17;0;True;;0;EC:Input:C =25;;;{0, 6, 10, 17, 28};{0}
3;5;Player 1;25;10;-20;9;;23;1;True;;0;EC:Task: T = xx9x;{' WC Name: C=-20 '};;{0, 6, 10, 17, 23, 28};{0, 9}
4;6;Player 0;75;0;25;0;;8;0;True;;0;EC:Input:A =75;;;{0, 6, 8, 10, 17, 23, 28};{0, 9}
4;7;Player 1;25;10;-20;9;;30;0;True;;0;EC:Resource: Bazar;;;{0, 6, 8, 10, 17, 23, 28, 30};{0, 9}
5;8;Player 0;75;0;25;0;;31;0;True;;0;EC:Resource: Restart;;;{0, 6, 8, 10, 17, 23, 28, 30, 31};{0, 9}
5;9;Player 1;25;10;-20;9;;29;0;True;;0;EC:Resource: Freelancer;;;{0, 6, 8, 10, 17, 23, 28, 29, 30, 31};{0, 9}
6;10;Player 0;75;26;25;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 6, 8, 10, 17, 23, 28, 29, 30, 31};{0, 9}
6;11;Player 1;50;10;-20;9;;7;0;True;;0;EC:Input:A =50;;;{0, 3, 6, 7, 8, 10, 17, 23, 28, 29, 30, 31};{0, 9}
7;12;Player 0;75;30;25;0;;12;0;True;;0;EC:Input:B =30;;;{0, 3, 6, 7, 8, 10, 12, 17, 23, 28, 29, 30, 31};{0, 9}
7;13;Player 1;50;10;45;9;;18;0;True;;0;EC:Input:C =45;;;{0, 3, 6, 7, 8, 10, 12, 17, 18, 23, 28, 29, 30, 31};{0, 9}
8;14;Player 0;75;30;15;0;;16;0;True;;0;EC:Input:C =15;;;{0, 3, 6, 7, 8, 10, 12, 16, 17, 18, 23, 28, 29, 30, 31};{0, 9}
8;15;Player 1;50;10;5;9;;15;0;True;;0;EC:Input:C =5;;;{0, 3, 6, 7, 8, 10, 12, 15, 16, 17, 18, 23, 28, 29, 30, 31};{0, 9}
9;16;Player 0;75;20;15;0;;11;0;True;;0;EC:Input:B =20;;;{0, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 23, 28, 29, 30, 31};{0, 9}
9;17;Player 1;50;10;75;9;[2];19;1;True;;0;EC:Input:C =75;"{' WC Name: C=NULL; '}";;{0, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 23, 28, 29, 30, 31};{0, 9, 2}
10;18;Player 0;75;-10;15;95;;20;1;True;;0;aEC:Task: T += A+B;{' WC Name: B=-10 '};;{0, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 23, 28, 29, 30, 31};{0, 9, 2, 8}
10;19;Player 1;50;10;36;9;;2;1;True;['CPU1Captured'];0;EC:Input:2 digit number<90;{' WC Name: Capture CPU '};;{0, 2, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 23, 28, 29, 30, 31};{0, 2, 5, 8, 9}
11;20;Player 0;150;0;0;-5;;27;2;True;;0;EC:Task: x = 2x ! total;"{' WC Name: T -=100 ', ' WC Name: B,C=0; '}";;{0, 2, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 23, 27, 28, 29, 30, 31};{0, 2, 3, 4, 5, 8, 9}
11;21;Player 1;50;10;36;9;;0;0;False;['CPU1Captured'];1;;;;{0, 2, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 23, 27, 28, 29, 30, 31};{0, 2, 3, 4, 5, 8, 9}
12;22;Player 0;150;70;0;-100;;14;1;True;;0;EC:Input:B =70;{' WC Name: T =xx00 '};;{0, 2, 3, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 27, 28, 29, 30, 31};{0, 2, 3, 4, 5, 6, 8, 9}
12;23;Player 1;50;10;36;9;;0;0;False;['CPU1Captured'];2;;;;{0, 2, 3, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 27, 28, 29, 30, 31};{0, 2, 3, 4, 5, 6, 8, 9}
13;24;Player 0;150;70;40;-100;[1];1;1;True;;0;EC:Input:2 digit number<50;"{' WC Name: B=NULL; '}";;{0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 27, 28, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 8, 9}
13;25;Player 1;50;10;36;105;;25;2;True;;0;EC:Task: T += sum all;;Player 1;{0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 25, 27, 28, 29, 30, 31};{0, 1, 2, 3, 4, 5, 6, 8, 9}
