roundnr;stepnr;player;A:0;B:1;C:2;Total:3;NULL vars;ec;nofworms;my decision;PC Status;count down paus;EC Name;WC Name;Winner	ecset;wormset
1;0;Player 0;67;0;0;0;[0];0;1;True;;0;EC:Input:2 digit number;"{' WC Name: A=NULL; '}";;{0};{0}
1;1;Player 1;0;50;0;0;;13;0;True;;0;EC:Input:B =50;;;{0, 13};{0}
2;2;Player 0;67;20;0;0;[0];11;0;True;;0;EC:Input:B =20;;;{0, 11, 13};{0}
2;3;Player 1;0;50;0;0;;30;0;True;;0;EC:Resource: Freelancer;;;{0, 11, 13, 30};{0}
3;4;Player 0;16;20;0;0;;3;0;True;;0;EC:Input:2 digit number<30;;;{0, 3, 11, 13, 30};{0}
3;5;Player 1;0;50;0;0;;33;0;True;;0;EC:Resource: Restart;;;{0, 33, 3, 11, 13, 30};{0}
4;6;Player 0;16;20;22;0;;2;1;True;['CPU1Captured'];0;EC:Input:2 digit number<90;{' WC Name: Capture CPU '};;{0, 33, 2, 3, 11, 13, 30};{0, 5}
4;7;Player 1;75;50;0;0;;8;0;True;;0;EC:Input:A =75;;;{0, 33, 2, 3, 8, 11, 13, 30};{0, 5}
5;8;Player 0;16;20;22;0;;0;0;False;['CPU1Captured'];1;;;;{0, 33, 2, 3, 8, 11, 13, 30};{0, 5}
5;9;Player 1;75;50;5;0;;15;0;True;;0;EC:Input:C =5;;;{0, 33, 2, 3, 8, 11, 13, 15, 30};{0, 5}
6;10;Player 0;16;20;22;0;;0;0;False;['CPU1Captured'];2;;;;{0, 33, 2, 3, 8, 11, 13, 15, 30};{0, 5}
6;11;Player 1;75;-10;19;0;;1;1;True;;0;EC:Input:2 digit number<50;{' WC Name: B=-10 '};;{0, 33, 2, 3, 1, 8, 11, 13, 15, 30};{0, 8, 5}
7;12;Player 0;16;10;22;0;;10;0;True;;0;EC:Input:B =10;;;{0, 33, 2, 3, 1, 8, 10, 11, 13, 15, 30};{0, 8, 5}
7;13;Player 1;75;-10;19;84;[1];22;1;True;;0;EC:Task: T += A+B+C;"{' WC Name: B=NULL; '}";;{0, 33, 2, 3, 1, 8, 10, 11, 13, 15, 22, 30};{0, 8, 5, 1}
8;14;Player 0;0;-1;0;24;[2];24;2;True;;0;EC:Task: T += sum all/2;"{' WC Name: B,C=0; ', ' WC Name: A=0,B=-1,C=N '}";;{0, 33, 2, 3, 1, 8, 10, 11, 13, 15, 22, 24, 30};{0, 1, 3, 5, 7, 8}
8;15;Player 1;75;70;19;84;[2];14;1;True;;0;EC:Input:B =70;"{' WC Name: C=NULL; '}";;{0, 33, 2, 3, 1, 8, 10, 11, 13, 14, 15, 22, 24, 30};{0, 1, 2, 3, 5, 7, 8}
9;16;Player 0;0;-1;0;24;[2];34;0;True;;0;EC:Resource: Restart;;;{0, 33, 2, 3, 1, 34, 8, 10, 11, 13, 14, 15, 22, 24, 30};{0, 1, 2, 3, 5, 7, 8}
9;17;Player 1;75;70;19;145;[2];21;1;True;;0;EC:Task: T = A(*)+B;;Player 1;{0, 33, 2, 3, 1, 34, 8, 10, 11, 13, 14, 15, 21, 22, 24, 30};{0, 1, 2, 3, 5, 7, 8}
